# BUSCO version is: 5.8.0 
# The lineage dataset is: plasmodium_odb10 (Creation date: 2024-01-08, number of genomes: 23, number of BUSCOs: 3642)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
0at5820	Complete	CAG9477783.1	12419.4	7227	https://v10-1.orthodb.org/?query=0at5820	Ankyrin repeat-containing domain
4at5820	Missing
17at5820	Complete	CAG9473635.1	9054.9	4774	https://v10-1.orthodb.org/?query=17at5820	Dynein heavy chain
18at5820	Complete	CAG9473219.1	7625.0	4571	https://v10-1.orthodb.org/?query=18at5820	Vacuolar protein sorting-associated protein 13
19at5820	Complete	CAG9473964.1	6677.3	4321	https://v10-1.orthodb.org/?query=19at5820	Immunoglobulin-like fold
24at5820	Complete	CAG9479686.1	7731.2	4485	https://v10-1.orthodb.org/?query=24at5820	HECT domain
25at5820	Complete	CAG9484274.1	8513.8	4225	https://v10-1.orthodb.org/?query=25at5820	Dynein heavy chain
27at5820	Complete	CAG9480324.1	10225.7	4869	https://v10-1.orthodb.org/?query=27at5820	Dynein heavy chain
28at5820	Complete	CAG9471823.1	6189.2	4708	https://v10-1.orthodb.org/?query=28at5820	Protein kinase-like domain superfamily
39at5820	Complete	CAG9474048.1	6028.1	4050	https://v10-1.orthodb.org/?query=39at5820	Growth factor receptor cysteine-rich domain superfamily
40at5820	Complete	CAG9475640.1	6812.6	4668	https://v10-1.orthodb.org/?query=40at5820	ATPase, dynein-related, AAA domain
41at5820	Complete	CAG9481429.1	8497.1	4262	https://v10-1.orthodb.org/?query=41at5820	Dynein heavy chain
43at5820	Complete	CAG9476231.1	7751.6	4304	https://v10-1.orthodb.org/?query=43at5820	Protein of unknown function DUF3638
44at5820	Complete	CAG9483428.1	7357.7	3965	https://v10-1.orthodb.org/?query=44at5820	Dynein heavy chain
45at5820	Complete	CAG9476884.1	8349.2	4216	https://v10-1.orthodb.org/?query=45at5820	Dynein heavy chain
48at5820	Complete	CAG9473189.1	7601.2	4107	https://v10-1.orthodb.org/?query=48at5820	Vacuolar protein sorting-associated protein 13, N-terminal domain
54at5820	Complete	CAG9477756.1	4181.8	3074	https://v10-1.orthodb.org/?query=54at5820	SET domain
56at5820	Complete	CAG9476688.1	6196.8	3897	https://v10-1.orthodb.org/?query=56at5820	PowCR01_090014600
59at5820	Complete	CAG9472189.1	4921.5	3312	https://v10-1.orthodb.org/?query=59at5820	Peptidase C50, separase
65at5820	Complete	CAG9475317.1	7659.1	4298	https://v10-1.orthodb.org/?query=65at5820	Dynein heavy chain
70at5820	Complete	CAG9481513.1	4498.8	3382	https://v10-1.orthodb.org/?query=70at5820	Dynein heavy chain
71at5820	Complete	CAG9472475.1	6572.3	4310	https://v10-1.orthodb.org/?query=71at5820	PowCR01_140059700
72at5820	Complete	CAG9481381.1	4809.2	3229	https://v10-1.orthodb.org/?query=72at5820	Vacuolar protein sorting-associated protein 13, C-terminal
74at5820	Complete	CAG9484238.1	4013.7	2828	https://v10-1.orthodb.org/?query=74at5820	Anaphase-promoting complex subunit 1
83at5820	Complete	CAG9479947.1	3756.3	2841	https://v10-1.orthodb.org/?query=83at5820	Immunoglobulin-like fold
86at5820	Complete	CAG9479941.1	2996.7	2796	https://v10-1.orthodb.org/?query=86at5820	PowCR01_050023700
90at5820	Complete	CAG9478101.1	5165.4	3260	https://v10-1.orthodb.org/?query=90at5820	PowCR01_110041800
92at5820	Complete	CAG9475461.1	4333.4	2846	https://v10-1.orthodb.org/?query=92at5820	Armadillo-type fold
99at5820	Complete	CAG9479102.1	4966.9	3522	https://v10-1.orthodb.org/?query=99at5820	DNA helicase Ino80
100at5820	Complete	CAG9477168.1	5130.3	2593	https://v10-1.orthodb.org/?query=100at5820	P-type ATPase, C-terminal
101at5820	Complete	CAG9475129.1	4626.2	3871	https://v10-1.orthodb.org/?query=101at5820	A0A077TKE7_PLACH
102at5820	Complete	CAG9480722.1	4739.8	2984	https://v10-1.orthodb.org/?query=102at5820	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
108at5820	Complete	CAG9484182.1	3176.7	2577	https://v10-1.orthodb.org/?query=108at5820	PowCR01_020013900
109at5820	Complete	CAG9471872.1	4113.6	2670	https://v10-1.orthodb.org/?query=109at5820	PowCR01_140011200
118at5820	Complete	CAG9479064.1	2922.1	2181	https://v10-1.orthodb.org/?query=118at5820	Oocyst capsule protein
121at5820	Complete	CAG9472407.1	5556.3	3538	https://v10-1.orthodb.org/?query=121at5820	Zinc finger, UBR-type
123at5820	Complete	CAG9485067.1	3671.4	2804	https://v10-1.orthodb.org/?query=123at5820	RAVE complex protein Rav1 C-terminal
126at5820	Complete	CAG9471839.1	4268.2	2553	https://v10-1.orthodb.org/?query=126at5820	Translational activator Gcn1
132at5820	Complete	CAG9473448.1	2479.7	2107	https://v10-1.orthodb.org/?query=132at5820	Cullin homology domain superfamily
137at5820	Complete	CAG9472304.1	2939.9	2357	https://v10-1.orthodb.org/?query=137at5820	A0A1K9YNA1_PLAVI
142at5820	Complete	CAG9475615.1	5356.4	2475	https://v10-1.orthodb.org/?query=142at5820	Glutamate synthase, alpha subunit, C-terminal
145at5820	Complete	CAG9483198.1	5196.2	2261	https://v10-1.orthodb.org/?query=145at5820	Pre-mRNA-processing-splicing factor 8
150at5820	Complete	CAG9480418.1	3450.1	2262	https://v10-1.orthodb.org/?query=150at5820	Kringle
151at5820	Complete	CAG9474029.1	4863.8	3283	https://v10-1.orthodb.org/?query=151at5820	PowCR01_120070100
