#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75658.1           -            850 5119at5820           -            616         0 1012.6  48.4   1   4  2.7e-137  5.2e-135  449.4   4.0     8   263    56   312     7   317 0.93 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO75658.1           -            850 5119at5820           -            616         0 1012.6  48.4   2   4   7.7e-58   1.5e-55  186.9   3.2   260   361   363   464   356   477 0.93 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO75658.1           -            850 5119at5820           -            616         0 1012.6  48.4   3   4     3e-91   5.7e-89  297.3  16.8   357   538   497   681   491   698 0.92 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO75658.1           -            850 5119at5820           -            616         0 1012.6  48.4   4   4   2.1e-30     4e-28   96.3   1.3   529   615   710   796   702   798 0.93 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO73552.1           -            599 5119at5820           -            616   2.3e-43  146.7   9.4   1   1   1.7e-42   3.3e-40  136.2   9.4    20   433   127   506   106   566 0.79 ATP-dependent RNA helicase HAS1, putative [Plasmodium vivax]
SCO71006.1           -            533 5119at5820           -            616     2e-37  127.1   8.8   1   2   4.4e-31   8.4e-29   98.6   3.8     9   351    91   423    82   426 0.75 ATP-dependent rRNA helicase RRP3, putative [Plasmodium vivax]
SCO71006.1           -            533 5119at5820           -            616     2e-37  127.1   8.8   2   2     9e-11   1.7e-08   31.5   0.2   376   441   426   491   423   509 0.86 ATP-dependent rRNA helicase RRP3, putative [Plasmodium vivax]
SCO71470.1           -            388 5119at5820           -            616   6.6e-37  125.3   3.5   1   1   3.4e-36   6.5e-34  115.4   3.5    35   448     8   385     1   388 0.81 eukaryotic initiation factor 4A-III, putative [Plasmodium vivax]
SCO75754.1           -            731 5119at5820           -            616   1.8e-36  123.9  18.9   1   2       1.6   3.1e+02   -2.4   0.3     7    34    20    47    15    63 0.44 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO75754.1           -            731 5119at5820           -            616   1.8e-36  123.9  18.9   2   2   9.5e-39   1.8e-36  123.9  18.9     6   474    63   537    51   563 0.72 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO74223.1           -            398 5119at5820           -            616     2e-35  120.5   0.7   1   2   1.4e-23   2.6e-21   73.8   0.1    25   303     6   272     1   280 0.78 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
