#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72359.1           -           1707 555at5820            -           1342         0 2685.8  68.6   1   5  4.9e-156  5.1e-153  509.9   8.9     1   252    10   270    10   275 0.97 P-type ATPase, putative [Plasmodium vivax]
SCO72359.1           -           1707 555at5820            -           1342         0 2685.8  68.6   2   5  3.1e-133  3.2e-130  434.4   9.8   251   452   340   546   332   551 0.97 P-type ATPase, putative [Plasmodium vivax]
SCO72359.1           -           1707 555at5820            -           1342         0 2685.8  68.6   3   5   2.2e-34   2.3e-31  106.8   0.2   462   522   646   706   625   713 0.89 P-type ATPase, putative [Plasmodium vivax]
SCO72359.1           -           1707 555at5820            -           1342         0 2685.8  68.6   4   5   1.2e-52   1.2e-49  167.4   0.1   523   615   762   855   757   860 0.96 P-type ATPase, putative [Plasmodium vivax]
SCO72359.1           -           1707 555at5820            -           1342         0 2685.8  68.6   5   5         0         0 1485.4  24.2   614  1342   894  1704   888  1704 0.93 P-type ATPase, putative [Plasmodium vivax]
SCO75444.1           -           1519 555at5820            -           1342  9.8e-111  369.8  55.8   1   7   1.2e-24   1.2e-21   74.6   0.4    42   142    24   124    10   142 0.90 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO75444.1           -           1519 555at5820            -           1342  9.8e-111  369.8  55.8   2   7   1.7e-13   1.8e-10   37.6   0.2   143   238   190   289   169   301 0.88 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO75444.1           -           1519 555at5820            -           1342  9.8e-111  369.8  55.8   3   7   1.4e-18   1.5e-15   54.5   4.8   255   390   361   502   350   509 0.80 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO75444.1           -           1519 555at5820            -           1342  9.8e-111  369.8  55.8   4   7     6e-09   6.3e-06   22.6   0.0   395   456   616   675   602   714 0.86 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO75444.1           -           1519 555at5820            -           1342  9.8e-111  369.8  55.8   5   7     0.011        12    1.8   0.0   537   571   730   764   718   776 0.86 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO75444.1           -           1519 555at5820            -           1342  9.8e-111  369.8  55.8   6   7   6.9e-62   7.2e-59  198.0  14.3   650  1084   889  1307   882  1319 0.82 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
