#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73045.1           -            284 10406at5820          -            229  1.4e-140  464.9  25.4   1   1  2.3e-142  2.1e-139  461.0  25.4     1   229    27   282    27   282 0.96 RING zinc finger protein, putative [Plasmodium vivax]
SCO73784.1           -            403 10406at5820          -            229    0.0021   16.1   0.5   1   2      0.92   8.2e+02   -2.2   2.0   142   185   154   192   115   224 0.55 RING zinc finger protein, putative [Plasmodium vivax]
SCO73784.1           -            403 10406at5820          -            229    0.0021   16.1   0.5   2   2   2.3e-06    0.0021   16.1   0.5   195   227   360   392   331   394 0.70 RING zinc finger protein, putative [Plasmodium vivax]
SCO70392.1           -           1205 10406at5820          -            229    0.0045   15.0   1.9   1   1   9.6e-06    0.0087   14.1   1.9   188   226  1163  1201  1140  1204 0.76 zinc finger protein, putative [Plasmodium vivax]
SCO72358.1           -            108 10406at5820          -            229    0.0076   14.3   3.8   1   1   1.6e-05     0.014   13.4   3.8   185   222    61    96    16   100 0.77 E3 ubiquitin-protein ligase RBX1, putative [Plasmodium vivax]
SCO73617.1           -             89 10406at5820          -            229     0.031   12.3   5.4   1   1   1.7e-05     0.016   13.3   3.6   197   226    50    80    30    82 0.83 anaphase-promoting complex subunit 11, putative [Plasmodium vivax]
SCO74049.1           -            456 10406at5820          -            229       0.3    9.1   5.2   1   1   0.00066       0.6    8.1   5.2   199   226    20    49     4    52 0.73 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70523.1           -            921 10406at5820          -            229       0.5    8.4   6.8   1   3     0.022        20    3.1   1.1   136   192   434   491   429   514 0.71 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70523.1           -            921 10406at5820          -            229       0.5    8.4   6.8   2   3      0.22   1.9e+02   -0.1   0.1    89   122   754   787   745   808 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70523.1           -            921 10406at5820          -            229       0.5    8.4   6.8   3   3    0.0019       1.7    6.6   0.0   138   168   846   876   831   906 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10406at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10406at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10406at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:29:05 2026
# [ok]
