#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72090.1           -            725 7211at5820           -            625  1.1e-200  667.4   0.0   1   1  4.2e-203  1.6e-200  666.9   0.0     1   625     1   725     1   725 0.76 mRNA processing protein, putative [Plasmodium vivax]
SCO71655.1           -            858 7211at5820           -            625     2e-21   75.2  18.3   1   3    0.0019       0.7    7.4   0.0    10    39    13    42     8    44 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71655.1           -            858 7211at5820           -            625     2e-21   75.2  18.3   2   3   0.00021     0.078   10.5   0.2   142   220   127   205    69   214 0.51 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71655.1           -            858 7211at5820           -            625     2e-21   75.2  18.3   3   3   2.7e-19   9.9e-17   59.7  10.5   282   624   494   854   475   855 0.50 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75490.1           -            885 7211at5820           -            625   3.5e-10   38.1   1.7   1   3   1.2e-11   4.3e-09   34.5   0.3     6   133    15   148    11   182 0.69 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO75490.1           -            885 7211at5820           -            625   3.5e-10   38.1   1.7   2   3   8.1e-05      0.03   11.9   0.1     8    72   194   255   187   258 0.90 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO75490.1           -            885 7211at5820           -            625   3.5e-10   38.1   1.7   3   3       9.1   3.4e+03   -4.8   8.0   426   557   317   446   260   461 0.52 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO74870.1           -            475 7211at5820           -            625   3.7e-09   34.7   7.8   1   2   0.00012     0.044   11.3   0.9     3    83    16    96    14   105 0.88 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO74870.1           -            475 7211at5820           -            625   3.7e-09   34.7   7.8   2   2   1.9e-09   7.1e-07   27.2   1.1     8   143   108   250   106   269 0.71 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO75286.1           -            124 7211at5820           -            625   1.9e-08   32.4   3.7   1   1   5.7e-11   2.1e-08   32.2   3.7     7   107     8   108     1   120 0.84 RNA-binding protein, putative [Plasmodium vivax]
SCO71267.1           -            292 7211at5820           -            625   8.1e-08   30.3   0.0   1   2   2.1e-05    0.0077   13.8   0.0     1    36     1    36     1    58 0.78 RNA-binding protein, putative [Plasmodium vivax]
