#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73690.1           -            452 7409at5820           -            308  4.4e-162  537.3  27.7   1   2  1.3e-116  6.2e-114  379.1  12.4     1   212     1   235     1   246 0.90 ras GTPAse, putative [Plasmodium vivax]
SCO73690.1           -            452 7409at5820           -            308  4.4e-162  537.3  27.7   2   2   1.2e-49   5.6e-47  159.2   7.3   211   308   336   445   327   445 0.92 ras GTPAse, putative [Plasmodium vivax]
SCO75183.1           -            205 7409at5820           -            308   9.5e-09   33.6   0.9   1   2   4.2e-05      0.02   12.8   0.0     3    42    32    72    30    82 0.82 ras-related protein Rab-5B, putative [Plasmodium vivax]
SCO75183.1           -            205 7409at5820           -            308   9.5e-09   33.6   0.9   2   2   3.3e-07   0.00016   19.7   0.4   136   192    82   138    69   159 0.84 ras-related protein Rab-5B, putative [Plasmodium vivax]
SCO75283.1           -            203 7409at5820           -            308   8.3e-08   30.5   4.3   1   3    0.0045       2.2    6.2   0.1     4    23    12    31    10    38 0.82 ras-related protein Rab-11A, putative [Plasmodium vivax]
SCO75283.1           -            203 7409at5820           -            308   8.3e-08   30.5   4.3   2   3   5.8e-09   2.8e-06   25.5   0.2   125   191    50   116    35   139 0.87 ras-related protein Rab-11A, putative [Plasmodium vivax]
SCO75283.1           -            203 7409at5820           -            308   8.3e-08   30.5   4.3   3   3      0.78   3.8e+02   -1.2   0.1    77    88   144   155   118   186 0.59 ras-related protein Rab-11A, putative [Plasmodium vivax]
SCO73216.1           -            207 7409at5820           -            308   1.7e-07   29.5   1.3   1   2   0.00079      0.38    8.7   0.1     4    31    13    41    11    52 0.81 ras-related protein Rab-1A, putative [Plasmodium vivax]
SCO73216.1           -            207 7409at5820           -            308   1.7e-07   29.5   1.3   2   2   2.9e-07   0.00014   19.9   0.1   138   190    63   115    49   161 0.83 ras-related protein Rab-1A, putative [Plasmodium vivax]
SCO73228.1           -            200 7409at5820           -            308   2.3e-07   29.1   3.6   1   2   0.00024      0.12   10.3   0.2     4    32     9    38     6    58 0.75 ras-related protein Rab-1B, putative [Plasmodium vivax]
SCO73228.1           -            200 7409at5820           -            308   2.3e-07   29.1   3.6   2   2   3.4e-07   0.00017   19.7   0.6   137   189    58   110    43   139 0.83 ras-related protein Rab-1B, putative [Plasmodium vivax]
SCO71786.1           -            206 7409at5820           -            308   2.3e-07   29.1   0.1   1   2   8.2e-05      0.04   11.9   0.1     4    35     9    41     6    57 0.79 ras-related protein RAB7, putative [Plasmodium vivax]
SCO71786.1           -            206 7409at5820           -            308   2.3e-07   29.1   0.1   2   2   7.7e-06    0.0037   15.2   0.0   135   191    56   112    44   119 0.86 ras-related protein RAB7, putative [Plasmodium vivax]
SCO75558.1           -            213 7409at5820           -            308   2.6e-07   28.9   0.7   1   3    0.0041         2    6.3   0.1     4    27     8    32     6    54 0.79 ras-related protein Rab-2, putative [Plasmodium vivax]
SCO75558.1           -            213 7409at5820           -            308   2.6e-07   28.9   0.7   2   3   4.6e-07   0.00022   19.3   0.0   134   195    54   115    45   125 0.88 ras-related protein Rab-2, putative [Plasmodium vivax]
SCO75558.1           -            213 7409at5820           -            308   2.6e-07   28.9   0.7   3   3      0.45   2.2e+02   -0.4   0.0    45    87   132   174   127   187 0.69 ras-related protein Rab-2, putative [Plasmodium vivax]
SCO70475.1           -            201 7409at5820           -            308   1.4e-06   26.5   3.5   1   2   0.00099      0.48    8.3   0.2     4    45    11    57     9    61 0.71 ras-related protein Rab-18, putative [Plasmodium vivax]
SCO70475.1           -            201 7409at5820           -            308   1.4e-06   26.5   3.5   2   2   4.6e-07   0.00022   19.3   1.0   134   193    57   116    47   146 0.78 ras-related protein Rab-18, putative [Plasmodium vivax]
SCO73987.1           -            229 7409at5820           -            308   1.5e-06   26.4   0.1   1   3       0.4   1.9e+02   -0.2   0.0     4    20    10    26     8    34 0.86 ras-related protein Rab-11B, putative [Plasmodium vivax]
SCO73987.1           -            229 7409at5820           -            308   1.5e-06   26.4   0.1   2   3   5.7e-08   2.8e-05   22.2   0.0   126   191    49   114    39   124 0.91 ras-related protein Rab-11B, putative [Plasmodium vivax]
