#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72343.1           -           3417 118at5820            -           2222         0 2922.1 114.6   1  13   4.2e-06     0.026    9.7   0.6     1    21     1    21     1    25 0.95 oocyst capsule protein, putative [Plasmodium vivax]
SCO72343.1           -           3417 118at5820            -           2222         0 2922.1 114.6   2  13         0         0 1140.4  23.7    19   720    63   855    60   860 0.92 oocyst capsule protein, putative [Plasmodium vivax]
SCO72343.1           -           3417 118at5820            -           2222         0 2922.1 114.6   3  13  4.1e-142  2.5e-138  460.8  14.8   731   993   903  1189   887  1192 0.92 oocyst capsule protein, putative [Plasmodium vivax]
SCO72343.1           -           3417 118at5820            -           2222         0 2922.1 114.6   4  13  2.4e-208  1.5e-204  680.5   6.6   987  1427  1206  1724  1200  1729 0.88 oocyst capsule protein, putative [Plasmodium vivax]
SCO72343.1           -           3417 118at5820            -           2222         0 2922.1 114.6   5  13   1.3e-05     0.079    8.1   0.0  1428  1455  1755  1782  1735  1801 0.76 oocyst capsule protein, putative [Plasmodium vivax]
SCO72343.1           -           3417 118at5820            -           2222         0 2922.1 114.6   6  13    3e-125  1.9e-121  404.9   7.2  1462  1744  1844  2166  1838  2167 0.90 oocyst capsule protein, putative [Plasmodium vivax]
SCO72343.1           -           3417 118at5820            -           2222         0 2922.1 114.6   7  13   4.7e-11   2.9e-07   26.1   0.1  1751  1817  2263  2345  2260  2357 0.71 oocyst capsule protein, putative [Plasmodium vivax]
SCO72343.1           -           3417 118at5820            -           2222         0 2922.1 114.6   8  13   4.1e-29   2.6e-25   86.0   0.1  1817  1905  2421  2512  2398  2523 0.83 oocyst capsule protein, putative [Plasmodium vivax]
SCO72343.1           -           3417 118at5820            -           2222         0 2922.1 114.6   9  13    0.0059        37   -0.7   0.1  1926  1951  2609  2638  2592  2648 0.73 oocyst capsule protein, putative [Plasmodium vivax]
SCO72343.1           -           3417 118at5820            -           2222         0 2922.1 114.6  10  13   2.2e-07    0.0014   13.9   0.1  1942  2011  2699  2772  2684  2783 0.71 oocyst capsule protein, putative [Plasmodium vivax]
SCO72343.1           -           3417 118at5820            -           2222         0 2922.1 114.6  11  13   3.5e-13   2.2e-09   33.2   0.2  1997  2066  2814  2893  2800  2908 0.76 oocyst capsule protein, putative [Plasmodium vivax]
SCO72343.1           -           3417 118at5820            -           2222         0 2922.1 114.6  12  13   6.1e-30   3.9e-26   88.8   0.0  2055  2203  2972  3178  2966  3189 0.80 oocyst capsule protein, putative [Plasmodium vivax]
SCO72343.1           -           3417 118at5820            -           2222         0 2922.1 114.6  13  13   0.00019       1.2    4.3   0.4  2203  2222  3394  3413  3380  3413 0.81 oocyst capsule protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/118at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/118at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/118at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:28:06 2026
# [ok]
