#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74744.1           -           2248 459at5820            -           1365         0 1977.5 137.7   1   9     2e-26   1.2e-22   78.0   0.2     1    58     1    58     1    75 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74744.1           -           2248 459at5820            -           1365         0 1977.5 137.7   2   9  7.1e-144  4.5e-140  467.1  30.2    46   341   129   454   117   460 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74744.1           -           2248 459at5820            -           1365         0 1977.5 137.7   3   9  2.1e-160  1.3e-156  521.9  32.5   361   677   626   956   613   964 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74744.1           -           2248 459at5820            -           1365         0 1977.5 137.7   4   9   1.2e-14   7.4e-11   39.0   0.0   676   717  1185  1227  1171  1232 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74744.1           -           2248 459at5820            -           1365         0 1977.5 137.7   5   9   1.4e-85   8.8e-82  274.0  11.2   721   902  1270  1473  1264  1502 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74744.1           -           2248 459at5820            -           1365         0 1977.5 137.7   6   9   1.1e-14   6.7e-11   39.1   0.1   922   968  1583  1632  1579  1637 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74744.1           -           2248 459at5820            -           1365         0 1977.5 137.7   7   9  2.2e-101   1.4e-97  326.3  10.5   965  1195  1688  1937  1682  1948 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74744.1           -           2248 459at5820            -           1365         0 1977.5 137.7   8   9   1.5e-16   9.3e-13   45.3   0.4  1187  1233  2023  2069  2008  2080 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74744.1           -           2248 459at5820            -           1365         0 1977.5 137.7   9   9   6.6e-69   4.1e-65  218.7   7.1  1220  1364  2081  2238  2074  2239 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/459at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/459at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/459at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:49:14 2026
# [ok]
