#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74601.1           -           5639 65at5820             -           4303         0 7621.5 811.0   1   9   2.9e-17   6.2e-14   47.8   0.2     1    51     1    60     1    63 0.91 dynein heavy chain, putative [Plasmodium vivax]
SCO74601.1           -           5639 65at5820             -           4303         0 7621.5 811.0   2   9   7.4e-41   1.5e-37  126.1  11.6    57   158   283   406   269   410 0.87 dynein heavy chain, putative [Plasmodium vivax]
SCO74601.1           -           5639 65at5820             -           4303         0 7621.5 811.0   3   9         0         0 3922.5 392.6   154  2194   454  2613   448  2619 0.97 dynein heavy chain, putative [Plasmodium vivax]
SCO74601.1           -           5639 65at5820             -           4303         0 7621.5 811.0   4   9   4.3e-08   9.1e-05   17.3   0.5  2190  2216  2643  2669  2639  2680 0.86 dynein heavy chain, putative [Plasmodium vivax]
SCO74601.1           -           5639 65at5820             -           4303         0 7621.5 811.0   5   9         0         0 1081.3  95.0  2213  2860  2716  3411  2709  3432 0.92 dynein heavy chain, putative [Plasmodium vivax]
SCO74601.1           -           5639 65at5820             -           4303         0 7621.5 811.0   6   9         0         0 1767.3 193.7  2839  3872  3827  4987  3810  4990 0.92 dynein heavy chain, putative [Plasmodium vivax]
SCO74601.1           -           5639 65at5820             -           4303         0 7621.5 811.0   7   9   5.3e-77   1.1e-73  246.1  21.0  3868  4011  5014  5161  5009  5167 0.97 dynein heavy chain, putative [Plasmodium vivax]
SCO74601.1           -           5639 65at5820             -           4303         0 7621.5 811.0   8   9   1.1e-97   2.3e-94  314.8  23.4  4008  4219  5260  5493  5254  5503 0.90 dynein heavy chain, putative [Plasmodium vivax]
SCO74601.1           -           5639 65at5820             -           4303         0 7621.5 811.0   9   9   5.1e-46   1.1e-42  143.2  13.7  4218  4303  5554  5639  5550  5639 0.99 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 65at5820             -           4303     4e-32  108.1 133.5   1  11         3   6.3e+03  -16.4  34.0   150   377   143   363    63   376 0.66 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 65at5820             -           4303     4e-32  108.1 133.5   2  11      0.67   1.4e+03   -6.5   7.3  1468  1572   445   558   434   595 0.68 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 65at5820             -           4303     4e-32  108.1 133.5   3  11         2   4.2e+03   -8.1  13.8   596   759   697   861   684   877 0.79 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 65at5820             -           4303     4e-32  108.1 133.5   4  11         3   6.3e+03  -16.4  20.0  2707  2914   781   997   758  1113 0.64 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 65at5820             -           4303     4e-32  108.1 133.5   5  11         3   6.3e+03  -15.9  22.9  1088  1345  1287  1539  1281  1543 0.81 dynein heavy chain, putative [Plasmodium vivax]
