#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73168.1           -            241 10375at5820          -            201  6.2e-126  416.5   2.8   1   1  1.1e-128  7.1e-126  416.3   2.8     1   201    28   241    28   241 0.97 proteasome subunit beta type-1, putative [Plasmodium vivax]
SCO70614.1           -            218 10375at5820          -            201   3.5e-18   64.7   0.2   1   1   8.5e-21   5.4e-18   64.1   0.2     9   116     7   115     3   156 0.92 proteasome subunit beta type-3, putative [Plasmodium vivax]
SCO74105.1           -            270 10375at5820          -            201   1.3e-07   30.2   0.0   1   1   2.7e-10   1.7e-07   29.8   0.0     9   146    39   181    33   223 0.75 proteasome subunit beta type-7, putative [Plasmodium vivax]
SCO72259.1           -            273 10375at5820          -            201   5.8e-07   28.1   1.8   1   1   1.5e-09   9.3e-07   27.4   1.8    10   180    61   229    53   247 0.82 proteasome subunit beta type-5, putative [Plasmodium vivax]
SCO70508.1           -            256 10375at5820          -            201   4.3e-05   22.0   0.5   1   1   1.2e-07   7.7e-05   21.1   0.5    10   121     8   124     3   138 0.75 proteasome subunit beta type-4, putative [Plasmodium vivax]
SCO72079.1           -            282 10375at5820          -            201   0.00024   19.5   1.5   1   2   1.5e-06   0.00097   17.6   0.1     8    71    26    89    19   107 0.86 proteasome subunit beta type-6, putative [Plasmodium vivax]
SCO72079.1           -            282 10375at5820          -            201   0.00024   19.5   1.5   2   2      0.17   1.1e+02    1.1   0.1   117   150   192   229   142   255 0.64 proteasome subunit beta type-6, putative [Plasmodium vivax]
SCO74202.1           -            195 10375at5820          -            201   0.00052   18.4   0.8   1   1   1.1e-06   0.00068   18.1   0.8    13   151     3   150     1   164 0.70 proteasome subunit beta type-2, putative [Plasmodium vivax]
SCO75551.1           -            207 10375at5820          -            201    0.0022   16.4   0.0   1   1   5.7e-06    0.0036   15.7   0.0    10    75    36   101    32   118 0.94 ATP-dependent protease subunit ClpQ, putative [Plasmodium vivax]
SCO73545.1           -            246 10375at5820          -            201    0.0065   14.8   0.4   1   1   1.4e-05    0.0087   14.4   0.4     8   114    28   138    23   185 0.68 proteasome subunit alpha type-4, putative [Plasmodium vivax]
SCO70675.1           -            256 10375at5820          -            201     0.038   12.4   0.1   1   1   9.4e-05     0.059   11.7   0.1     8    76    31    98    26   122 0.82 proteasome subunit alpha type-5, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10375at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10375at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10375at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:28:57 2026
# [ok]
