#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73068.1           -            152 13037at5820          -            148  1.2e-103  341.9   0.3   1   1  2.9e-106  1.3e-103  341.8   0.3     1   148     1   148     1   148 1.00 ubiquitin-conjugating enzyme E2 N, putative [Plasmodium vivax]
SCO74616.1           -            147 13037at5820          -            148   2.7e-44  149.3   0.2   1   1   6.5e-47   2.9e-44  149.2   0.2     5   147     4   146     1   147 0.98 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO73523.1           -            202 13037at5820          -            148   6.2e-41  138.4   0.5   1   2   1.9e-43   8.7e-41  137.9   0.1     6   147    13   155    10   156 0.96 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO73523.1           -            202 13037at5820          -            148   6.2e-41  138.4   0.5   2   2       7.4   3.3e+03   -3.5   0.0   122   145   168   192   161   196 0.60 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO75342.1           -            164 13037at5820          -            148   4.9e-35  119.2   0.0   1   1   1.4e-37   6.3e-35  118.9   0.0     5   132     7   134     3   146 0.94 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO72355.1           -            160 13037at5820          -            148   1.6e-29  101.4   0.1   1   1   4.1e-32   1.8e-29  101.2   0.1     4   133     6   135     1   143 0.95 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO71709.1           -            191 13037at5820          -            148   1.6e-26   91.6   0.0   1   1   4.7e-29   2.1e-26   91.2   0.0    32   147    32   149    25   150 0.94 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO73793.1           -            152 13037at5820          -            148   1.2e-24   85.6   0.0   1   1   2.7e-27   1.2e-24   85.5   0.0     6   142     5   143     1   149 0.87 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO71906.1           -            159 13037at5820          -            148   9.1e-22   76.2   0.0   1   1   2.3e-24     1e-21   76.0   0.0     5   140     6   149     1   155 0.82 SUMO-conjugating enzyme UBC9, putative [Plasmodium vivax]
SCO75692.1           -            150 13037at5820          -            148     1e-20   72.8   0.1   1   1   2.5e-23   1.1e-20   72.7   0.1    19   138    26   145    11   149 0.86 NEDD8-conjugating enzyme UBC12, putative [Plasmodium vivax]
SCO73942.1           -            262 13037at5820          -            148   2.6e-19   68.2   0.4   1   1     9e-22   4.1e-19   67.6   0.4     5   122   121   240   118   254 0.91 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO74936.1           -            283 13037at5820          -            148   7.4e-18   63.5   0.1   1   1   2.7e-20   1.2e-17   62.8   0.1     5   121   142   258   139   263 0.88 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO71965.1           -            163 13037at5820          -            148   2.5e-16   58.6   0.1   1   1   3.5e-18   1.6e-15   55.9   0.1    14   144    16   161     3   163 0.81 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO72452.1           -            139 13037at5820          -            148   1.4e-11   43.1   0.0   1   2      0.18        80    1.7   0.0    25    54     4    33     1    36 0.91 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO72452.1           -            139 13037at5820          -            148   1.4e-11   43.1   0.0   2   2     4e-13   1.8e-10   39.5   0.0    35   115    44   127    36   135 0.87 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO75677.1           -            624 13037at5820          -            148   2.5e-06   26.1   0.1   1   1   1.6e-08   7.2e-06   24.6   0.1     7    99   173   265   168   288 0.88 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13037at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/13037at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13037at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:31:13 2026
# [ok]
