#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70655.1           -           1393 3177at5820           -            625  1.3e-277  920.8  63.4   1   9       2.5   5.9e+02   -3.0   1.8     2    21   124   143   123   156 0.80 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO70655.1           -           1393 3177at5820           -            625  1.3e-277  920.8  63.4   2   9   2.9e-22   6.7e-20   69.5   0.4    15    72   216   273   209   279 0.93 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO70655.1           -           1393 3177at5820           -            625  1.3e-277  920.8  63.4   3   9   9.3e-10   2.2e-07   28.2   1.7    38   120   379   471   350   486 0.67 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO70655.1           -           1393 3177at5820           -            625  1.3e-277  920.8  63.4   4   9   1.2e-19   2.8e-17   60.9   0.3   110   155   488   533   481   540 0.89 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO70655.1           -           1393 3177at5820           -            625  1.3e-277  920.8  63.4   5   9   8.1e-26   1.9e-23   81.2   0.0   158   206   601   649   596   659 0.95 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO70655.1           -           1393 3177at5820           -            625  1.3e-277  920.8  63.4   6   9   2.4e-05    0.0056   13.6   0.0   206   229   698   721   693   738 0.87 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO70655.1           -           1393 3177at5820           -            625  1.3e-277  920.8  63.4   7   9   8.4e-38     2e-35  120.8   3.0   230   316   769   869   762   872 0.88 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO70655.1           -           1393 3177at5820           -            625  1.3e-277  920.8  63.4   8   9   5.6e-43   1.3e-40  137.9   0.0   313   412   901  1024   897  1035 0.83 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO70655.1           -           1393 3177at5820           -            625  1.3e-277  920.8  63.4   9   9  6.4e-133  1.5e-130  435.0  17.6   412   624  1087  1299  1083  1300 0.99 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO71091.1           -            473 3177at5820           -            625   8.8e-21   72.4   3.3   1   4    0.0013      0.31    7.9   0.0   182   251   103   177    94   195 0.74 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO71091.1           -            473 3177at5820           -            625   8.8e-21   72.4   3.3   2   4   2.4e-06   0.00056   16.9   0.2   303   373   202   268   181   278 0.74 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO71091.1           -            473 3177at5820           -            625   8.8e-21   72.4   3.3   3   4     0.048        11    2.7   0.1   460   489   257   287   253   300 0.75 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO71091.1           -            473 3177at5820           -            625   8.8e-21   72.4   3.3   4   4   5.7e-15   1.3e-12   45.4   0.1   529   609   376   456   367   473 0.82 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO74223.1           -            398 3177at5820           -            625   5.7e-18   63.1   0.5   1   3   3.1e-07   7.1e-05   19.9   0.1   276   443   106   270    81   289 0.74 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
SCO74223.1           -            398 3177at5820           -            625   5.7e-18   63.1   0.5   2   3      0.15        35    1.1   0.1   474   495   265   286   251   310 0.75 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
SCO74223.1           -            398 3177at5820           -            625   5.7e-18   63.1   0.5   3   3   1.6e-13   3.7e-11   40.6   0.0   540   600   315   375   298   390 0.87 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
SCO74062.1           -            489 3177at5820           -            625   3.2e-15   54.1   0.1   1   4     0.033       7.7    3.3   0.0   111   147    58    93    33    99 0.91 ATP-dependent RNA helicase DBP8, putative [Plasmodium vivax]
SCO74062.1           -            489 3177at5820           -            625   3.2e-15   54.1   0.1   2   4     0.044        10    2.8   0.0   183   208   103   128    98   132 0.88 ATP-dependent RNA helicase DBP8, putative [Plasmodium vivax]
SCO74062.1           -            489 3177at5820           -            625   3.2e-15   54.1   0.1   3   4    0.0047       1.1    6.0   0.0   284   364   149   225   136   229 0.74 ATP-dependent RNA helicase DBP8, putative [Plasmodium vivax]
SCO74062.1           -            489 3177at5820           -            625   3.2e-15   54.1   0.1   4   4   2.7e-12   6.3e-10   36.6   0.1   539   600   369   430   347   442 0.88 ATP-dependent RNA helicase DBP8, putative [Plasmodium vivax]
SCO71470.1           -            388 3177at5820           -            625   8.7e-15   52.6   2.9   1   2   4.8e-06    0.0011   15.9   0.1   279   364   101   179    92   197 0.85 eukaryotic initiation factor 4A-III, putative [Plasmodium vivax]
SCO71470.1           -            388 3177at5820           -            625   8.7e-15   52.6   2.9   2   2   7.8e-12   1.8e-09   35.1   0.7   540   595   307   362   248   380 0.86 eukaryotic initiation factor 4A-III, putative [Plasmodium vivax]
SCO70895.1           -            850 3177at5820           -            625   1.1e-14   52.3   0.3   1   3   0.00013     0.029   11.2   0.1   178   215   176   213   141   240 0.84 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO70895.1           -            850 3177at5820           -            625   1.1e-14   52.3   0.3   2   3    0.0021      0.49    7.2   0.0   311   354   258   301   243   316 0.77 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO70895.1           -            850 3177at5820           -            625   1.1e-14   52.3   0.3   3   3   4.8e-10   1.1e-07   29.1   0.0   506   586   595   683   589   692 0.83 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO73166.1           -           1009 3177at5820           -            625   5.2e-14   50.1   0.1   1   3       3.7   8.7e+02   -3.5   0.0   183   200   629   646   622   650 0.84 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO73166.1           -           1009 3177at5820           -            625   5.2e-14   50.1   0.1   2   3   9.5e-05     0.022   11.6   0.0   295   356   694   748   670   757 0.83 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO73166.1           -           1009 3177at5820           -            625   5.2e-14   50.1   0.1   3   3   6.6e-12   1.5e-09   35.3   0.0   540   597   906   963   857   982 0.86 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
