#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71267.1           -            292 9510at5820           -            234    1e-139  462.2  23.2   1   1  2.2e-138  3.7e-136  450.6  23.2     1   224     1   263     1   292 0.93 RNA-binding protein, putative [Plasmodium vivax]
SCO73478.1           -            392 9510at5820           -            234   2.3e-57  192.7   7.1   1   3   8.9e-11   1.5e-08   33.0   0.2   125   208    17    96     4   105 0.89 poly(A)-binding protein, putative [Plasmodium vivax]
SCO73478.1           -            392 9510at5820           -            234   2.3e-57  192.7   7.1   2   3   1.5e-18   2.5e-16   58.4   0.1   115   204   107   197   100   203 0.90 poly(A)-binding protein, putative [Plasmodium vivax]
SCO73478.1           -            392 9510at5820           -            234   2.3e-57  192.7   7.1   3   3     1e-32   1.7e-30  104.8   0.3   118   211   201   294   195   305 0.93 poly(A)-binding protein, putative [Plasmodium vivax]
SCO74967.1           -            503 9510at5820           -            234   2.3e-54  182.9  14.2   1   3   2.1e-09   3.5e-07   28.5   0.0     7    85    82   162    77   175 0.89 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO74967.1           -            503 9510at5820           -            234   2.3e-54  182.9  14.2   2   3     3e-15   4.9e-13   47.7   0.1     4    89   177   263   172   276 0.91 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO74967.1           -            503 9510at5820           -            234   2.3e-54  182.9  14.2   3   3     5e-34   8.2e-32  109.1   6.2    91   210   343   479   293   496 0.83 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO73492.1           -            513 9510at5820           -            234   6.2e-49  165.1   4.4   1   3   3.5e-06   0.00057   18.0   0.0     6    85    87   168    83   174 0.87 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO73492.1           -            513 9510at5820           -            234   6.2e-49  165.1   4.4   2   3   7.9e-13   1.3e-10   39.7   0.0     4    89   184   271   181   281 0.88 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO73492.1           -            513 9510at5820           -            234   6.2e-49  165.1   4.4   3   3   4.1e-31   6.9e-29   99.5   2.5    92   209   319   456   291   470 0.88 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO75608.1           -            499 9510at5820           -            234   8.8e-37  125.4  14.1   1   3     0.007       1.2    7.2   0.0   121   180    11    70     5   106 0.81 clustered-asparagine-rich protein, putative [Plasmodium vivax]
SCO75608.1           -            499 9510at5820           -            234   8.8e-37  125.4  14.1   2   3       5.8   9.6e+02   -2.4   0.7   165   188   303   326   298   332 0.85 clustered-asparagine-rich protein, putative [Plasmodium vivax]
SCO75608.1           -            499 9510at5820           -            234   8.8e-37  125.4  14.1   3   3   3.5e-37   5.7e-35  119.4   5.1    92   205   366   495   350   498 0.88 clustered-asparagine-rich protein, putative [Plasmodium vivax]
SCO75490.1           -            885 9510at5820           -            234   5.4e-31  106.4  10.3   1   5     3e-06    0.0005   18.2   0.0   125   188    15    79    10    96 0.84 polyadenylate-binding protein, putative [Plasmodium vivax]
