#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72617.1           -           5594 56at5820             -           3908         0 6195.6 541.0   1  10  1.1e-224  6.7e-221  734.8  38.6     2   449    18   499    17   532 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72617.1           -           5594 56at5820             -           3908         0 6195.6 541.0   2  10     0.016     1e+02   -2.6   0.0   453   477   551   578   535   595 0.75 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72617.1           -           5594 56at5820             -           3908         0 6195.6 541.0   3  10         0         0 1673.2 149.7   451  1631   857  2242   843  2247 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72617.1           -           5594 56at5820             -           3908         0 6195.6 541.0   4  10         0         0 1385.1 118.1  1627  2488  2266  3223  2260  3233 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72617.1           -           5594 56at5820             -           3908         0 6195.6 541.0   5  10   1.1e-51   6.9e-48  160.6  12.2  2481  2625  3418  3595  3377  3624 0.74 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72617.1           -           5594 56at5820             -           3908         0 6195.6 541.0   6  10   3.2e-60     2e-56  188.9  19.9  2608  2768  3699  3864  3688  3867 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72617.1           -           5594 56at5820             -           3908         0 6195.6 541.0   7  10   6.4e-11     4e-07   25.3   0.1  2766  2809  3929  3984  3924  3988 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72617.1           -           5594 56at5820             -           3908         0 6195.6 541.0   8  10  1.6e-307    1e-303 1009.7  68.3  2807  3332  4056  4595  4044  4604 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72617.1           -           5594 56at5820             -           3908         0 6195.6 541.0   9  10  6.6e-170  4.2e-166  552.9  42.8  3341  3650  4735  5051  4731  5061 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72617.1           -           5594 56at5820             -           3908         0 6195.6 541.0  10  10  2.3e-155  1.4e-151  504.7  29.4  3623  3908  5309  5592  5285  5592 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/56at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/56at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/56at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:56:02 2026
# [ok]
