#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70700.1           -           5031 25at5820             -           4225         0 8510.2 197.9   1   9   2.2e-30   2.3e-27   92.3   0.9     1    55     1    55     1    63 0.97 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 25at5820             -           4225         0 8510.2 197.9   2   9   5.6e-36   5.9e-33  110.8   0.6    56   124   108   189   105   197 0.90 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 25at5820             -           4225         0 8510.2 197.9   3   9         0         0 3539.2 100.0   123  1908   233  2182   229  2187 0.95 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 25at5820             -           4225         0 8510.2 197.9   4   9    2e-157  2.1e-154  513.9   0.5  1908  2153  2227  2486  2218  2499 0.95 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 25at5820             -           4225         0 8510.2 197.9   5   9         0         0 3049.7  38.2  2153  3532  2566  4007  2543  4016 0.97 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 25at5820             -           4225         0 8510.2 197.9   6   9   3.9e-35   4.1e-32  108.0   0.2  3530  3626  4033  4168  4027  4175 0.82 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 25at5820             -           4225         0 8510.2 197.9   7   9  6.4e-234  6.8e-231  767.8   3.5  3623  3991  4217  4600  4194  4623 0.97 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 25at5820             -           4225         0 8510.2 197.9   8   9   1.6e-54   1.7e-51  172.4   1.8  3974  4098  4671  4804  4664  4817 0.91 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 25at5820             -           4225         0 8510.2 197.9   9   9   1.8e-60   1.9e-57  192.1   0.1  4094  4225  4862  5031  4855  5031 0.83 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 25at5820             -           4225  6.3e-276  917.3 145.8   1   9         6   6.3e+03  -11.6  14.4   582   806   984  1195   980  1210 0.70 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 25at5820             -           4225  6.3e-276  917.3 145.8   2   9         6   6.3e+03   -8.9  13.9  1192  1318  1151  1283  1130  1293 0.65 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 25at5820             -           4225  6.3e-276  917.3 145.8   3   9         6   6.3e+03  -22.9  25.4  1059  1288  1740  1973  1600  1990 0.76 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 25at5820             -           4225  6.3e-276  917.3 145.8   4   9  2.3e-169  2.5e-166  553.5  44.1  1279  2204  2065  3060  2051  3076 0.82 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 25at5820             -           4225  6.3e-276  917.3 145.8   5   9   3.6e-16   3.8e-13   45.1   5.9  2306  2594  3390  3686  3346  3700 0.77 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 25at5820             -           4225  6.3e-276  917.3 145.8   6   9   2.1e-21   2.2e-18   62.4   0.8  2600  2743  3815  3960  3789  3977 0.89 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 25at5820             -           4225  6.3e-276  917.3 145.8   7   9   1.4e-72   1.4e-69  232.4  55.3  2748  3564  4043  4891  4029  4911 0.81 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 25at5820             -           4225  6.3e-276  917.3 145.8   8   9   1.2e-30   1.2e-27   93.2   9.0  3621  3972  5098  5443  5069  5459 0.82 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 25at5820             -           4225  6.3e-276  917.3 145.8   9   9   6.3e-07   0.00066   14.4   2.8  4018  4145  5619  5746  5599  5761 0.80 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 25at5820             -           4225    8e-274  910.3 161.0   1   8     0.006       6.3    1.2  11.4  1179  1285  1426  1538  1306  1540 0.70 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 25at5820             -           4225    8e-274  910.3 161.0   2   8   6.7e-24     7e-21   70.7  14.2  1284  1527  1587  1833  1578  1839 0.92 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 25at5820             -           4225    8e-274  910.3 161.0   3   8   1.3e-91   1.4e-88  295.5   8.4  1587  1949  1966  2364  1904  2375 0.81 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 25at5820             -           4225    8e-274  910.3 161.0   4   8   1.6e-36   1.7e-33  112.6   1.0  1966  2136  2448  2623  2435  2674 0.87 dynein heavy chain, putative [Plasmodium vivax]
