#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73564.1           -           6587 54at5820             -           3125         0 4177.4 663.0   1  23   2.1e-25   1.3e-21   73.7  21.2    26   175   264   474   237   490 0.68 SET domain protein, putative [Plasmodium vivax]
SCO73564.1           -           6587 54at5820             -           3125         0 4177.4 663.0   2  23   1.8e-80   1.1e-76  256.4  11.2   171   361   622   811   615   830 0.89 SET domain protein, putative [Plasmodium vivax]
SCO73564.1           -           6587 54at5820             -           3125         0 4177.4 663.0   3  23  1.4e-118  8.9e-115  382.9  37.2   318   564   956  1221   940  1248 0.82 SET domain protein, putative [Plasmodium vivax]
SCO73564.1           -           6587 54at5820             -           3125         0 4177.4 663.0   4  23  6.8e-100   4.3e-96  320.9  37.3   566   772  1299  1510  1282  1534 0.85 SET domain protein, putative [Plasmodium vivax]
SCO73564.1           -           6587 54at5820             -           3125         0 4177.4 663.0   5  23  1.2e-240  7.4e-237  787.9  89.3   726  1099  1545  1922  1532  1936 0.92 SET domain protein, putative [Plasmodium vivax]
SCO73564.1           -           6587 54at5820             -           3125         0 4177.4 663.0   6  23   1.1e-40   6.9e-37  124.4   5.2  1092  1185  2116  2215  2109  2219 0.92 SET domain protein, putative [Plasmodium vivax]
SCO73564.1           -           6587 54at5820             -           3125         0 4177.4 663.0   7  23   8.6e-26   5.4e-22   75.0   0.8  1186  1245  2277  2336  2274  2359 0.87 SET domain protein, putative [Plasmodium vivax]
SCO73564.1           -           6587 54at5820             -           3125         0 4177.4 663.0   8  23   3.8e-67   2.4e-63  212.2  11.5  1255  1395  2422  2571  2419  2577 0.94 SET domain protein, putative [Plasmodium vivax]
SCO73564.1           -           6587 54at5820             -           3125         0 4177.4 663.0   9  23   1.5e-20   9.3e-17   57.6   5.6  1379  1467  2709  2812  2682  2835 0.71 SET domain protein, putative [Plasmodium vivax]
SCO73564.1           -           6587 54at5820             -           3125         0 4177.4 663.0  10  23   1.5e-33   9.7e-30  100.7  13.5  1407  1624  2912  3154  2872  3215 0.74 SET domain protein, putative [Plasmodium vivax]
SCO73564.1           -           6587 54at5820             -           3125         0 4177.4 663.0  11  23         1   6.3e+03  -12.8  11.6  1595  1682  3437  3526  3431  3540 0.61 SET domain protein, putative [Plasmodium vivax]
SCO73564.1           -           6587 54at5820             -           3125         0 4177.4 663.0  12  23     0.026   1.6e+02   -2.9  11.8  1630  1720  3693  3778  3655  3826 0.64 SET domain protein, putative [Plasmodium vivax]
SCO73564.1           -           6587 54at5820             -           3125         0 4177.4 663.0  13  23   0.00062       3.9    2.5   8.0  1698  1747  3846  3894  3762  3901 0.68 SET domain protein, putative [Plasmodium vivax]
SCO73564.1           -           6587 54at5820             -           3125         0 4177.4 663.0  14  23         1   6.3e+03  -17.8  34.1  1608  1835  3997  4225  3975  4245 0.48 SET domain protein, putative [Plasmodium vivax]
SCO73564.1           -           6587 54at5820             -           3125         0 4177.4 663.0  15  23         1   6.3e+03  -29.8  58.0  1708  1844  4222  4365  4214  4378 0.51 SET domain protein, putative [Plasmodium vivax]
SCO73564.1           -           6587 54at5820             -           3125         0 4177.4 663.0  16  23         1   6.3e+03  -22.1  40.0  1712  1848  4325  4461  4316  4476 0.52 SET domain protein, putative [Plasmodium vivax]
SCO73564.1           -           6587 54at5820             -           3125         0 4177.4 663.0  17  23   1.8e-30   1.1e-26   90.5   0.7  1832  1908  4512  4588  4476  4604 0.81 SET domain protein, putative [Plasmodium vivax]
SCO73564.1           -           6587 54at5820             -           3125         0 4177.4 663.0  18  23   1.4e-61   8.7e-58  193.8  13.4  1907  2136  4728  5051  4720  5059 0.74 SET domain protein, putative [Plasmodium vivax]
