#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71854.1           -           1383 1394at5820           -           1113         0 2229.1  83.4   1   4   5.7e-36   7.1e-33  111.8   7.8     1   116     1   192     1   196 0.89 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO71854.1           -           1383 1394at5820           -           1113         0 2229.1  83.4   2   4  9.5e-173  1.2e-169  564.8  11.1   116   368   274   526   270   533 0.98 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO71854.1           -           1383 1394at5820           -           1113         0 2229.1  83.4   3   4  2.3e-249  2.9e-246  818.4  21.9   370   755   577   970   570   978 0.97 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO71854.1           -           1383 1394at5820           -           1113         0 2229.1  83.4   4   4  2.6e-229  3.3e-226  752.0  18.6   754  1113  1022  1383  1018  1383 0.99 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO73834.1           -           1384 1394at5820           -           1113  1.7e-155  517.9  27.9   1   3  1.5e-138  1.9e-135  451.5  11.2   148   645   250   736   206   762 0.92 ATP-dependant RNA helicase, putative [Plasmodium vivax]
SCO73834.1           -           1384 1394at5820           -           1113  1.7e-155  517.9  27.9   2   3      0.11   1.4e+02   -1.7   2.2   574   648  1068  1137  1058  1147 0.79 ATP-dependant RNA helicase, putative [Plasmodium vivax]
SCO73834.1           -           1384 1394at5820           -           1113  1.7e-155  517.9  27.9   3   3     1e-25   1.3e-22   77.9   0.5   938  1112  1210  1384  1205  1384 0.90 ATP-dependant RNA helicase, putative [Plasmodium vivax]
SCO74522.1           -           2439 1394at5820           -           1113   4.5e-34  115.8  18.9   1   4   9.9e-07    0.0012   15.0   1.2   244   313   587   666   516   718 0.67 RNA helicase, putative [Plasmodium vivax]
SCO74522.1           -           2439 1394at5820           -           1113   4.5e-34  115.8  18.9   2   4   4.3e-10   5.4e-07   26.1   0.3   469   563   769   865   694   891 0.83 RNA helicase, putative [Plasmodium vivax]
SCO74522.1           -           2439 1394at5820           -           1113   4.5e-34  115.8  18.9   3   4   7.5e-13   9.4e-10   35.3   1.4   169   280  1416  1540  1403  1604 0.83 RNA helicase, putative [Plasmodium vivax]
SCO74522.1           -           2439 1394at5820           -           1113   4.5e-34  115.8  18.9   4   4   7.6e-17   9.6e-14   48.5   0.2   467   566  1773  1874  1755  1927 0.83 RNA helicase, putative [Plasmodium vivax]
SCO71468.1           -           2675 1394at5820           -           1113   1.6e-20   70.9  13.6   1   6         5   6.3e+03  -15.7  14.5    18    42   258   279   240   292 0.42 pre-mRNA-splicing helicase BRR2, putative [Plasmodium vivax]
SCO71468.1           -           2675 1394at5820           -           1113   1.6e-20   70.9  13.6   2   6   2.7e-09   3.4e-06   23.5   0.9   169   289   719   859   699   867 0.68 pre-mRNA-splicing helicase BRR2, putative [Plasmodium vivax]
SCO71468.1           -           2675 1394at5820           -           1113   1.6e-20   70.9  13.6   3   6   7.7e-18   9.7e-15   51.8   0.7   402   567  1000  1165   936  1206 0.86 pre-mRNA-splicing helicase BRR2, putative [Plasmodium vivax]
SCO71468.1           -           2675 1394at5820           -           1113   1.6e-20   70.9  13.6   4   6      0.17   2.1e+02   -2.3   0.4   197   282  1752  1846  1731  1854 0.69 pre-mRNA-splicing helicase BRR2, putative [Plasmodium vivax]
SCO71468.1           -           2675 1394at5820           -           1113   1.6e-20   70.9  13.6   5   6     0.027        34    0.3   0.1   292   366  1937  2005  1930  2021 0.77 pre-mRNA-splicing helicase BRR2, putative [Plasmodium vivax]
SCO71468.1           -           2675 1394at5820           -           1113   1.6e-20   70.9  13.6   6   6   1.6e-09   2.1e-06   24.2   0.4   465   566  2053  2155  2045  2163 0.90 pre-mRNA-splicing helicase BRR2, putative [Plasmodium vivax]
SCO73625.1           -            925 1394at5820           -           1113     2e-08   30.9   1.4   1   2   0.00076      0.95    5.5   0.5   169   287   214   320    54   343 0.66 ATP-dependent DEAD box helicase, putative [Plasmodium vivax]
SCO73625.1           -            925 1394at5820           -           1113     2e-08   30.9   1.4   2   2     2e-09   2.5e-06   24.0   0.0   504   554   449   499   444   518 0.88 ATP-dependent DEAD box helicase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1394at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1394at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1394at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:34:02 2026
# [ok]
