#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74881.1           -            877 3396at5820           -            652         0 1269.6  89.1   1   5   3.2e-12   5.7e-10   36.7  14.2     2    53    14    79    13    83 0.71 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO74881.1           -            877 3396at5820           -            652         0 1269.6  89.1   2   5         0         0 1127.6  49.0    43   547   110   615    89   625 0.98 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO74881.1           -            877 3396at5820           -            652         0 1269.6  89.1   3   5   2.1e-30   3.9e-28   96.8   1.4   547   612   659   726   654   756 0.92 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO74881.1           -            877 3396at5820           -            652         0 1269.6  89.1   4   5     6e-08   1.1e-05   22.6   0.1   611   638   767   794   763   805 0.87 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO74881.1           -            877 3396at5820           -            652         0 1269.6  89.1   5   5     0.088        16    2.2   0.1   629   652   853   877   825   877 0.71 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO73552.1           -            599 3396at5820           -            652   1.5e-59  200.6  21.4   1   1   8.1e-62   1.5e-59  200.6  21.4    64   503   143   572   135   599 0.86 ATP-dependent RNA helicase HAS1, putative [Plasmodium vivax]
SCO71006.1           -            533 3396at5820           -            652   6.7e-47  158.7  11.4   1   1     5e-49   9.1e-47  158.3  11.4    67   443   126   487   108   519 0.87 ATP-dependent rRNA helicase RRP3, putative [Plasmodium vivax]
SCO70895.1           -            850 3396at5820           -            652   2.3e-44  150.4   3.2   1   3   4.8e-30   8.5e-28   95.6   0.1    74   233   143   308   136   317 0.86 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO70895.1           -            850 3396at5820           -            652   2.3e-44  150.4   3.2   2   3   0.00067      0.12    9.2   0.1   279   336   435   494   426   515 0.86 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO70895.1           -            850 3396at5820           -            652   2.3e-44  150.4   3.2   3   3   1.8e-14   3.2e-12   44.2   0.1   339   460   603   727   596   828 0.68 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO74455.1           -            528 3396at5820           -            652   1.5e-42  144.4   0.0   1   1   1.2e-44   2.1e-42  143.9   0.0    70   438   116   481    46   492 0.81 ATP-dependent RNA helicase DDX5, putative [Plasmodium vivax]
SCO71685.1           -           1015 3396at5820           -            652   7.7e-42  142.0   4.7   1   1   6.1e-44   1.1e-41  141.5   4.7    79   424   637   987   623  1006 0.83 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO75754.1           -            731 3396at5820           -            652   1.8e-40  137.5  19.0   1   1     1e-42   1.8e-40  137.5  19.0    57   449    98   512    74   521 0.78 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO73308.1           -            720 3396at5820           -            652   2.8e-40  136.9   7.3   1   2     7e-09   1.3e-06   25.7   0.0    74   133   133   192   122   198 0.85 ATP-dependent helicase, putative [Plasmodium vivax]
SCO73308.1           -            720 3396at5820           -            652   2.8e-40  136.9   7.3   2   2   6.4e-35   1.1e-32  111.7   3.6   144   443   228   522   220   553 0.83 ATP-dependent helicase, putative [Plasmodium vivax]
SCO73062.1           -            667 3396at5820           -            652   1.5e-38  131.2   0.0   1   2       3.4   6.1e+02   -3.0   4.9   522   607   110   195   102   213 0.70 RNA helicase 1, putative [Plasmodium vivax]
SCO73062.1           -            667 3396at5820           -            652   1.5e-38  131.2   0.0   2   2   8.2e-41   1.5e-38  131.2   0.0    67   437   218   586   216   604 0.81 RNA helicase 1, putative [Plasmodium vivax]
SCO74462.1           -            791 3396at5820           -            652   2.5e-38  130.5  18.2   1   2   6.2e-30   1.1e-27   95.2   8.0    78   264   251   453   237   487 0.77 ATP-dependent RNA helicase MAK5, putative [Plasmodium vivax]
SCO74462.1           -            791 3396at5820           -            652   2.5e-38  130.5  18.2   2   2   2.2e-13     4e-11   40.5   2.5   337   425   597   680   536   728 0.75 ATP-dependent RNA helicase MAK5, putative [Plasmodium vivax]
