#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75366.1           -            559 6754at5820           -            365  1.7e-227  752.9  27.6   1   3   2.5e-21   2.6e-18   64.6   3.7     1    48    26    73    26    80 0.94 protein phosphatase PPM5, putative [Plasmodium vivax]
SCO75366.1           -            559 6754at5820           -            365  1.7e-227  752.9  27.6   2   3   6.9e-89   7.3e-86  286.8   4.8    31   177    80   224    71   230 0.93 protein phosphatase PPM5, putative [Plasmodium vivax]
SCO75366.1           -            559 6754at5820           -            365  1.7e-227  752.9  27.6   3   3  2.4e-127  2.5e-124  413.4   4.0   166   365   344   553   306   553 0.94 protein phosphatase PPM5, putative [Plasmodium vivax]
SCO75169.1           -            788 6754at5820           -            365   6.1e-72  241.0   3.4   1   1   1.5e-74   1.6e-71  239.7   3.4    82   359   503   787   486   788 0.91 protein phosphatase PPM6, putative [Plasmodium vivax]
SCO70822.1           -            953 6754at5820           -            365   6.2e-14   50.2   0.7   1   2      0.17   1.8e+02   -0.7   0.2   315   349     8    42     3    45 0.84 protein phosphatase PPM1, putative [Plasmodium vivax]
SCO70822.1           -            953 6754at5820           -            365   6.2e-14   50.2   0.7   2   2   5.9e-17   6.2e-14   50.2   0.7   114   326   686   883   680   913 0.70 protein phosphatase PPM1, putative [Plasmodium vivax]
SCO74364.1           -            411 6754at5820           -            365   1.1e-10   39.5   0.4   1   1     2e-13   2.1e-10   38.6   0.4   185   334   105   258    34   278 0.79 protein phosphatase 2C, putative [Plasmodium vivax]
SCO75364.1           -            303 6754at5820           -            365   3.1e-09   34.7   0.1   1   1     2e-11   2.1e-08   32.0   0.1   175   321   115   252    48   272 0.71 protein phosphatase PPM7, putative [Plasmodium vivax]
SCO75732.1           -           1106 6754at5820           -            365   4.4e-07   27.6   0.1   1   1   7.6e-10     8e-07   26.8   0.1   186   342   887  1058   797  1068 0.73 protein phosphatase PPM4, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6754at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6754at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6754at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:52:47 2026
# [ok]
