#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74378.1           -           1615 780at5820            -           1124         0 1614.3  92.6   1   8   6.9e-46   8.7e-43  144.7  10.9     4   112    31   152    28   158 0.89 RAP protein, putative [Plasmodium vivax]
SCO74378.1           -           1615 780at5820            -           1124         0 1614.3  92.6   2   8   4.1e-86   5.1e-83  278.0   3.9   117   293   242   436   237   439 0.93 RAP protein, putative [Plasmodium vivax]
SCO74378.1           -           1615 780at5820            -           1124         0 1614.3  92.6   3   8   3.6e-66   4.6e-63  211.9   5.7   290   439   459   616   451   622 0.95 RAP protein, putative [Plasmodium vivax]
SCO74378.1           -           1615 780at5820            -           1124         0 1614.3  92.6   4   8   2.7e-78   3.4e-75  252.0  14.7   437   660   728  1004   726  1023 0.83 RAP protein, putative [Plasmodium vivax]
SCO74378.1           -           1615 780at5820            -           1124         0 1614.3  92.6   5   8   5.3e-36   6.7e-33  112.0   1.9   658   724  1039  1105  1031  1112 0.94 RAP protein, putative [Plasmodium vivax]
SCO74378.1           -           1615 780at5820            -           1124         0 1614.3  92.6   6   8     3e-32   3.7e-29   99.6   0.1   723   795  1130  1202  1125  1207 0.96 RAP protein, putative [Plasmodium vivax]
SCO74378.1           -           1615 780at5820            -           1124         0 1614.3  92.6   7   8   3.3e-57   4.2e-54  182.2   0.8   795   902  1226  1339  1218  1346 0.93 RAP protein, putative [Plasmodium vivax]
SCO74378.1           -           1615 780at5820            -           1124         0 1614.3  92.6   8   8  4.6e-114  5.8e-111  370.5   5.4   900  1124  1362  1601  1358  1601 0.94 RAP protein, putative [Plasmodium vivax]
SCO74205.1           -            443 780at5820            -           1124     2e-08   30.9   0.3   1   1   2.1e-11   2.6e-08   30.6   0.3  1053  1122   344   406   336   408 0.84 RAP protein, putative [Plasmodium vivax]
SCO71617.1           -            473 780at5820            -           1124   4.6e-05   19.8   0.2   1   3     0.032        40    0.1   1.5   759   831    94   166    87   172 0.86 RAP protein, putative [Plasmodium vivax]
SCO71617.1           -            473 780at5820            -           1124   4.6e-05   19.8   0.2   2   3      0.36   4.6e+02   -3.4   0.1   279   308   270   299   231   306 0.63 RAP protein, putative [Plasmodium vivax]
SCO71617.1           -            473 780at5820            -           1124   4.6e-05   19.8   0.2   3   3   3.6e-08   4.6e-05   19.8   0.2   982  1110   351   472   331   473 0.85 RAP protein, putative [Plasmodium vivax]
SCO75512.1           -           1244 780at5820            -           1124     0.097    8.8  24.2   1   4     0.027        34    0.4   1.1   600   698   410   514   408   542 0.67 RAP protein, putative [Plasmodium vivax]
SCO75512.1           -           1244 780at5820            -           1124     0.097    8.8  24.2   2   4    0.0024         3    3.9   6.3   118   203   662   747   608   770 0.77 RAP protein, putative [Plasmodium vivax]
SCO75512.1           -           1244 780at5820            -           1124     0.097    8.8  24.2   3   4     0.032        40    0.1   1.5   751   814   742   805   734   809 0.77 RAP protein, putative [Plasmodium vivax]
SCO75512.1           -           1244 780at5820            -           1124     0.097    8.8  24.2   4   4   1.9e-06    0.0024   14.1   0.6  1052  1109  1038  1087  1031  1102 0.75 RAP protein, putative [Plasmodium vivax]
SCO71909.1           -            719 780at5820            -           1124      0.16    8.1   8.4   1   3   3.6e-05     0.045    9.9   1.1   161   664    69   149    38   221 0.53 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71909.1           -            719 780at5820            -           1124      0.16    8.1   8.4   2   3     0.022        28    0.7   0.0   662   716   393   448   377   454 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71909.1           -            719 780at5820            -           1124      0.16    8.1   8.4   3   3     0.041        52   -0.2   0.3   685   723   524   562   521   605 0.75 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/780at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/780at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/780at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:04:37 2026
# [ok]
