#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70530.1           -           1629 2109at5820           -            700  7.2e-298  988.5  78.7   1  11   3.3e-49     1e-45  155.0   2.1     2    91    70   161    69   162 0.95 sentrin-specific protease 2, putative [Plasmodium vivax]
SCO70530.1           -           1629 2109at5820           -            700  7.2e-298  988.5  78.7   2  11   2.8e-28   8.9e-25   85.8   1.0    71   146   238   313   229   324 0.87 sentrin-specific protease 2, putative [Plasmodium vivax]
SCO70530.1           -           1629 2109at5820           -            700  7.2e-298  988.5  78.7   3  11   2.2e-60   7.1e-57  191.9  11.0   145   308   378   559   365   584 0.82 sentrin-specific protease 2, putative [Plasmodium vivax]
SCO70530.1           -           1629 2109at5820           -            700  7.2e-298  988.5  78.7   4  11    0.0024       7.7    3.4   1.9   294   331   631   668   622   685 0.82 sentrin-specific protease 2, putative [Plasmodium vivax]
SCO70530.1           -           1629 2109at5820           -            700  7.2e-298  988.5  78.7   5  11    0.0008       2.5    5.0   0.0   319   356   762   800   738   803 0.81 sentrin-specific protease 2, putative [Plasmodium vivax]
SCO70530.1           -           1629 2109at5820           -            700  7.2e-298  988.5  78.7   6  11   2.1e-61   6.5e-58  195.3   8.2   351   472   992  1115   983  1118 0.95 sentrin-specific protease 2, putative [Plasmodium vivax]
SCO70530.1           -           1629 2109at5820           -            700  7.2e-298  988.5  78.7   7  11   2.6e-46   8.2e-43  145.4   0.4   470   553  1156  1239  1153  1253 0.89 sentrin-specific protease 2, putative [Plasmodium vivax]
SCO70530.1           -           1629 2109at5820           -            700  7.2e-298  988.5  78.7   8  11      0.01        32    1.3   0.0   539   560  1291  1312  1285  1327 0.77 sentrin-specific protease 2, putative [Plasmodium vivax]
SCO70530.1           -           1629 2109at5820           -            700  7.2e-298  988.5  78.7   9  11   6.6e-22   2.1e-18   64.7   0.0   553   603  1389  1439  1375  1443 0.91 sentrin-specific protease 2, putative [Plasmodium vivax]
SCO70530.1           -           1629 2109at5820           -            700  7.2e-298  988.5  78.7  10  11   4.2e-31   1.3e-27   95.2   0.1   603   652  1486  1535  1480  1542 0.95 sentrin-specific protease 2, putative [Plasmodium vivax]
SCO70530.1           -           1629 2109at5820           -            700  7.2e-298  988.5  78.7  11  11   1.3e-26   4.2e-23   80.3   0.4   651   699  1567  1615  1561  1616 0.94 sentrin-specific protease 2, putative [Plasmodium vivax]
SCO75586.1           -           1043 2109at5820           -            700     0.033   11.2  24.6   1   3         2   6.3e+03   -6.8  12.8   273   390   745   861   742   872 0.57 sentrin-specific protease 1, putative [Plasmodium vivax]
SCO75586.1           -           1043 2109at5820           -            700     0.033   11.2  24.6   2   3   9.2e-07    0.0029   14.7   7.8   443   545   841   948   816   975 0.77 sentrin-specific protease 1, putative [Plasmodium vivax]
SCO75586.1           -           1043 2109at5820           -            700     0.033   11.2  24.6   3   3   0.00074       2.3    5.1   0.0   615   639   992  1016   988  1027 0.89 sentrin-specific protease 1, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2109at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2109at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2109at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:37:53 2026
# [ok]
