#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75290.1           -           3027 254at5820            -           2098         0 3283.5 369.1   1  14     8e-26     5e-22   75.6   2.7     1    59     1    59     1    64 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75290.1           -           3027 254at5820            -           2098         0 3283.5 369.1   2  14   2.4e-92   1.5e-88  296.2  28.7    57   239    87   285    79   295 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75290.1           -           3027 254at5820            -           2098         0 3283.5 369.1   3  14   5.3e-58   3.4e-54  182.3   8.8   237   340   373   476   365   488 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75290.1           -           3027 254at5820            -           2098         0 3283.5 369.1   4  14  5.4e-108  3.4e-104  348.1  38.1   337   541   623   831   612   839 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75290.1           -           3027 254at5820            -           2098         0 3283.5 369.1   5  14   1.3e-75   8.1e-72  240.7  27.1   543   714   879  1070   852  1082 0.80 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75290.1           -           3027 254at5820            -           2098         0 3283.5 369.1   6  14   8.6e-80   5.4e-76  254.5  10.4   719   864  1139  1287  1127  1301 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75290.1           -           3027 254at5820            -           2098         0 3283.5 369.1   7  14     1e-83   6.5e-80  267.6  15.5   853  1040  1329  1554  1328  1557 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75290.1           -           3027 254at5820            -           2098         0 3283.5 369.1   8  14   1.6e-43   9.9e-40  134.3   1.5  1039  1113  1588  1662  1581  1679 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75290.1           -           3027 254at5820            -           2098         0 3283.5 369.1   9  14   6.9e-10   4.3e-06   22.7   0.1  1114  1148  1704  1738  1699  1744 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75290.1           -           3027 254at5820            -           2098         0 3283.5 369.1  10  14  1.6e-137    1e-133  446.0  42.8  1147  1378  1772  2010  1766  2016 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75290.1           -           3027 254at5820            -           2098         0 3283.5 369.1  11  14  8.1e-115  5.1e-111  370.7  35.3  1376  1600  2070  2296  2064  2302 0.98 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75290.1           -           3027 254at5820            -           2098         0 3283.5 369.1  12  14   1.5e-59   9.7e-56  187.4  31.5  1600  1749  2330  2514  2326  2522 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75290.1           -           3027 254at5820            -           2098         0 3283.5 369.1  13  14  2.2e-102   1.4e-98  329.5  14.6  1751  1961  2613  2850  2605  2858 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75290.1           -           3027 254at5820            -           2098         0 3283.5 369.1  14  14   6.6e-64   4.2e-60  201.9  13.6  1956  2098  2881  3027  2869  3027 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/254at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/254at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/254at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:40:58 2026
# [ok]
