#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70665.1           -           4483 108at5820            -           2628         0 3171.1 257.7   1  17    3e-244  1.9e-240  799.8  23.1     1   630     2   756     2   760 0.86 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO70665.1           -           4483 108at5820            -           2628         0 3171.1 257.7   2  17   7.5e-20   4.7e-16   55.3   1.1   655   709   939   999   917  1003 0.81 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO70665.1           -           4483 108at5820            -           2628         0 3171.1 257.7   3  17   4.9e-42   3.1e-38  128.9  26.2   704   800  1020  1141  1010  1143 0.79 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO70665.1           -           4483 108at5820            -           2628         0 3171.1 257.7   4  17   2.4e-34   1.5e-30  103.4   0.2   800   870  1213  1283  1209  1287 0.97 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO70665.1           -           4483 108at5820            -           2628         0 3171.1 257.7   5  17   7.6e-73   4.8e-69  231.1   6.9   871  1019  1337  1493  1332  1500 0.96 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO70665.1           -           4483 108at5820            -           2628         0 3171.1 257.7   6  17   1.3e-43   8.2e-40  134.1   0.0  1017  1116  1539  1656  1534  1659 0.90 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO70665.1           -           4483 108at5820            -           2628         0 3171.1 257.7   7  17     1e-59   6.5e-56  187.5  13.0  1116  1234  1691  1811  1686  1813 0.96 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO70665.1           -           4483 108at5820            -           2628         0 3171.1 257.7   8  17   9.6e-20   6.1e-16   54.9   1.2  1233  1311  1864  1976  1862  1980 0.76 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO70665.1           -           4483 108at5820            -           2628         0 3171.1 257.7   9  17   7.7e-55   4.8e-51  171.4   9.7  1307  1450  2005  2154  1998  2157 0.94 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO70665.1           -           4483 108at5820            -           2628         0 3171.1 257.7  10  17   2.7e-12   1.7e-08   30.2   0.2  1458  1502  2456  2500  2453  2510 0.92 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO70665.1           -           4483 108at5820            -           2628         0 3171.1 257.7  11  17     9e-52   5.6e-48  161.2  14.3  1490  1646  2520  2697  2505  2699 0.91 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO70665.1           -           4483 108at5820            -           2628         0 3171.1 257.7  12  17   9.5e-49     6e-45  151.2   5.6  1646  1756  2745  2856  2733  2860 0.95 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO70665.1           -           4483 108at5820            -           2628         0 3171.1 257.7  13  17   6.3e-54     4e-50  168.4   9.6  1754  1971  2881  3171  2877  3174 0.80 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO70665.1           -           4483 108at5820            -           2628         0 3171.1 257.7  14  17   9.6e-35     6e-31  104.7   0.3  1988  2082  3411  3511  3405  3521 0.91 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO70665.1           -           4483 108at5820            -           2628         0 3171.1 257.7  15  17  4.9e-100   3.1e-96  321.3   9.0  2087  2345  3555  3860  3550  3889 0.83 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO70665.1           -           4483 108at5820            -           2628         0 3171.1 257.7  16  17   7.8e-82   4.9e-78  260.9  17.0  2332  2523  4071  4297  4063  4299 0.87 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO70665.1           -           4483 108at5820            -           2628         0 3171.1 257.7  17  17   5.9e-55   3.7e-51  171.8  10.6  2518  2628  4357  4473  4340  4473 0.95 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/108at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/108at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/108at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:31:03 2026
# [ok]
