#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75304.1           -            244 14189at5820          -            195  2.5e-108  358.6  34.0   1   2   3.2e-33   2.9e-30  103.9   8.8     1    80     1    82     1   104 0.80 calmodulin, putative [Plasmodium vivax]
SCO75304.1           -            244 14189at5820          -            195  2.5e-108  358.6  34.0   2   2   4.2e-81   3.8e-78  260.1  18.1    61   195   110   244    99   244 0.97 calmodulin, putative [Plasmodium vivax]
SCO74740.1           -            149 14189at5820          -            195   3.5e-15   54.7   0.9   1   2   6.4e-08   5.7e-05   21.4   0.0   117   170     6    59     1    65 0.89 calmodulin, putative [Plasmodium vivax]
SCO74740.1           -            149 14189at5820          -            195   3.5e-15   54.7   0.9   2   2   2.8e-11   2.5e-08   32.3   0.2   122   189    84   147    66   149 0.78 calmodulin, putative [Plasmodium vivax]
SCO70623.1           -            168 14189at5820          -            195   2.9e-11   41.9   3.6   1   2   3.2e-06    0.0028   15.8   0.1   116   152    21    57    16    65 0.88 centrin-1, putative [Plasmodium vivax]
SCO70623.1           -            168 14189at5820          -            195   2.9e-11   41.9   3.6   2   2   1.8e-09   1.6e-06   26.4   1.5   101   165    80   143    58   156 0.76 centrin-1, putative [Plasmodium vivax]
SCO71647.1           -            179 14189at5820          -            195   9.7e-11   40.2   4.8   1   2   1.9e-06    0.0017   16.5   1.3   114   191    31   103    27   106 0.83 centrin-3, putative [Plasmodium vivax]
SCO71647.1           -            179 14189at5820          -            195   9.7e-11   40.2   4.8   2   2   3.9e-09   3.5e-06   25.3   0.1   122   165   111   154   101   171 0.85 centrin-3, putative [Plasmodium vivax]
SCO74449.1           -            168 14189at5820          -            195   4.3e-08   31.5   0.6   1   3   0.00026      0.24    9.5   0.0   122   157    27    62    18    74 0.87 centrin-2, putative [Plasmodium vivax]
SCO74449.1           -            168 14189at5820          -            195   4.3e-08   31.5   0.6   2   3      0.17   1.6e+02    0.4   0.0   145   170    67    92    64   100 0.77 centrin-2, putative [Plasmodium vivax]
SCO74449.1           -            168 14189at5820          -            195   4.3e-08   31.5   0.6   3   3   2.7e-07   0.00025   19.3   0.3   105   167    84   145    73   165 0.80 centrin-2, putative [Plasmodium vivax]
SCO72548.1           -            167 14189at5820          -            195   4.5e-07   28.2   7.7   1   2   3.1e-05     0.027   12.6   1.0   116   168    11    63     7    70 0.89 centrin-4, putative [Plasmodium vivax]
SCO72548.1           -            167 14189at5820          -            195   4.5e-07   28.2   7.7   2   2   8.9e-07    0.0008   17.6   2.0   101   176    70   145    61   154 0.83 centrin-4, putative [Plasmodium vivax]
SCO71678.1           -            236 14189at5820          -            195   7.7e-06   24.2  13.2   1   2   0.00016      0.14   10.3   0.1   124   165    13    54     3    59 0.88 calmodulin, putative [Plasmodium vivax]
SCO71678.1           -            236 14189at5820          -            195   7.7e-06   24.2  13.2   2   2   2.8e-06    0.0025   16.0   9.0    54   184   104   231    94   236 0.72 calmodulin, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14189at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/14189at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14189at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:34:36 2026
# [ok]
