#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74876.1           -           2150 1125at5820           -            967         0 1226.5 196.9   1  14   5.2e-06     0.033   10.5   0.3     1    22    22    43    22    55 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74876.1           -           2150 1125at5820           -            967         0 1226.5 196.9   2  14   5.3e-08   0.00033   17.1   4.5    22    57   213   254   203   267 0.78 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74876.1           -           2150 1125at5820           -            967         0 1226.5 196.9   3  14   4.7e-38     3e-34  116.6   5.6    54   145   299   391   290   399 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74876.1           -           2150 1125at5820           -            967         0 1226.5 196.9   4  14   5.7e-18   3.6e-14   50.1   7.6   127   184   430   487   412   495 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74876.1           -           2150 1125at5820           -            967         0 1226.5 196.9   5  14      0.05   3.1e+02   -2.7  13.3   161   267   496   606   484   637 0.69 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74876.1           -           2150 1125at5820           -            967         0 1226.5 196.9   6  14   1.9e-06     0.012   11.9   2.1   200   261   786   841   765   858 0.77 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74876.1           -           2150 1125at5820           -            967         0 1226.5 196.9   7  14   3.1e-19   1.9e-15   54.3   2.1   232   298   909   988   901   992 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74876.1           -           2150 1125at5820           -            967         0 1226.5 196.9   8  14   0.00099       6.2    2.9   0.3   295   317  1082  1104  1077  1115 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74876.1           -           2150 1125at5820           -            967         0 1226.5 196.9   9  14   2.6e-59   1.7e-55  186.9  13.9   311   413  1152  1254  1133  1263 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74876.1           -           2150 1125at5820           -            967         0 1226.5 196.9  10  14     8e-07     0.005   13.2   1.0   415   450  1345  1381  1334  1391 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74876.1           -           2150 1125at5820           -            967         0 1226.5 196.9  11  14   1.5e-25   9.2e-22   75.2   0.0   441   498  1438  1496  1433  1499 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74876.1           -           2150 1125at5820           -            967         0 1226.5 196.9  12  14   5.9e-59   3.7e-55  185.7   7.9   494   618  1544  1681  1524  1688 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74876.1           -           2150 1125at5820           -            967         0 1226.5 196.9  13  14   3.6e-16   2.3e-12   44.1   0.2   615   661  1718  1768  1715  1788 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74876.1           -           2150 1125at5820           -            967         0 1226.5 196.9  14  14    5e-160  3.1e-156  520.3  51.1   661   967  1796  2145  1781  2145 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1125at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1125at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1125at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:32:30 2026
# [ok]
