#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71560.1           -           2283 1016at5820           -           1026         0 1435.5  96.1   1  13  1.8e-133  1.9e-130  434.8   7.2     1   231     1   243     1   246 0.96 eukaryotic translation initiation factor subunit eIF2A, putative [Plasmodium vivax]
SCO71560.1           -           2283 1016at5820           -           1026         0 1435.5  96.1   2  13  1.8e-159  1.9e-156  520.9   4.9   231   472   321   562   316   584 0.98 eukaryotic translation initiation factor subunit eIF2A, putative [Plasmodium vivax]
SCO71560.1           -           2283 1016at5820           -           1026         0 1435.5  96.1   3  13   2.3e-10   2.5e-07   27.2   0.2   489   520   630   661   624   666 0.87 eukaryotic translation initiation factor subunit eIF2A, putative [Plasmodium vivax]
SCO71560.1           -           2283 1016at5820           -           1026         0 1435.5  96.1   4  13      0.65   6.8e+02   -4.0  10.7   522   554   811   843   805   862 0.68 eukaryotic translation initiation factor subunit eIF2A, putative [Plasmodium vivax]
SCO71560.1           -           2283 1016at5820           -           1026         0 1435.5  96.1   5  13   0.00042      0.44    6.5   9.5   532   567   965  1000   952  1004 0.79 eukaryotic translation initiation factor subunit eIF2A, putative [Plasmodium vivax]
SCO71560.1           -           2283 1016at5820           -           1026         0 1435.5  96.1   6  13     0.023        24    0.8   0.0   559   589  1052  1082  1042  1099 0.83 eukaryotic translation initiation factor subunit eIF2A, putative [Plasmodium vivax]
SCO71560.1           -           2283 1016at5820           -           1026         0 1435.5  96.1   7  13   1.5e-09   1.6e-06   24.5   0.0   608   637  1303  1332  1260  1342 0.83 eukaryotic translation initiation factor subunit eIF2A, putative [Plasmodium vivax]
SCO71560.1           -           2283 1016at5820           -           1026         0 1435.5  96.1   8  13   7.5e-62   7.9e-59  197.7   3.5   648   781  1482  1628  1467  1637 0.89 eukaryotic translation initiation factor subunit eIF2A, putative [Plasmodium vivax]
SCO71560.1           -           2283 1016at5820           -           1026         0 1435.5  96.1   9  13    0.0092       9.6    2.1   0.0   799   822  1728  1751  1691  1768 0.75 eukaryotic translation initiation factor subunit eIF2A, putative [Plasmodium vivax]
SCO71560.1           -           2283 1016at5820           -           1026         0 1435.5  96.1  10  13   8.4e-09   8.8e-06   22.1   0.0   822   871  1838  1890  1833  1913 0.85 eukaryotic translation initiation factor subunit eIF2A, putative [Plasmodium vivax]
SCO71560.1           -           2283 1016at5820           -           1026         0 1435.5  96.1  11  13      0.06        63   -0.6   2.4   868   911  1993  2036  1943  2054 0.76 eukaryotic translation initiation factor subunit eIF2A, putative [Plasmodium vivax]
SCO71560.1           -           2283 1016at5820           -           1026         0 1435.5  96.1  12  13     0.061        64   -0.6   0.2   881   915  2047  2081  2039  2100 0.70 eukaryotic translation initiation factor subunit eIF2A, putative [Plasmodium vivax]
SCO71560.1           -           2283 1016at5820           -           1026         0 1435.5  96.1  13  13   8.2e-74   8.6e-71  237.3   2.8   915  1025  2169  2283  2128  2283 0.92 eukaryotic translation initiation factor subunit eIF2A, putative [Plasmodium vivax]
SCO74701.1           -            668 1016at5820           -           1026   3.6e-24   83.0  31.6   1   1     4e-26   4.2e-23   79.4  31.6   218   548   333   655   257   663 0.70 eukaryotic translation initiation factor eIF2A, putative [Plasmodium vivax]
SCO73810.1           -           2840 1016at5820           -           1026   9.3e-12   41.9   0.0   1   7         6   6.3e+03   -7.7   3.9   553   587   731   765   717   788 0.41 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73810.1           -           2840 1016at5820           -           1026   9.3e-12   41.9   0.0   2   7         6   6.3e+03  -17.9  27.9   488   652   866  1037   848  1059 0.40 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73810.1           -           2840 1016at5820           -           1026   9.3e-12   41.9   0.0   3   7       5.9   6.2e+03   -7.2  13.8   771   873  1015  1104   991  1172 0.56 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73810.1           -           2840 1016at5820           -           1026   9.3e-12   41.9   0.0   4   7      0.45   4.7e+02   -3.5   1.2   791   812  1416  1437  1405  1511 0.47 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73810.1           -           2840 1016at5820           -           1026   9.3e-12   41.9   0.0   5   7   8.8e-15   9.3e-12   41.9   0.0   922  1010  1814  1898  1729  1903 0.71 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73810.1           -           2840 1016at5820           -           1026   9.3e-12   41.9   0.0   6   7         6   6.3e+03  -13.8  22.8   447   577  2318  2428  2307  2454 0.39 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73810.1           -           2840 1016at5820           -           1026   9.3e-12   41.9   0.0   7   7         6   6.3e+03   -8.8  20.2   498   565  2468  2538  2435  2568 0.67 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71228.1           -           1206 1016at5820           -           1026     0.084    8.9   5.4   1   1   0.00012      0.12    8.4   5.4   519   574  1045  1099   975  1136 0.70 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72919.1           -            324 1016at5820           -           1026      0.81    5.7  12.9   1   1     0.001       1.1    5.2  12.9   526   589   214   277   149   300 0.59 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72010.1           -            516 1016at5820           -           1026       2.7    4.0  19.4   1   1    0.0035       3.6    3.5  19.4   490   671    34   221    12   237 0.51 protein phosphatase-beta, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1016at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
