#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73927.1           -            363 7201at5820           -            178  2.2e-104  345.0   8.5   1   1  1.8e-106  1.2e-103  342.6   8.5     1   178    88   289    88   289 0.93 WD repeat-containing protein 92, putative [Plasmodium vivax]
SCO70588.1           -            447 7201at5820           -            178   8.3e-08   30.4   0.9   1   3    0.0012      0.77    7.7   0.1    22    60   151   189   135   198 0.84 chromatin assembly factor 1 protein WD40 domain, putative [Plasmodium vivax]
SCO70588.1           -            447 7201at5820           -            178   8.3e-08   30.4   0.9   2   3   1.1e-06   0.00068   17.7   0.4     2    98   227   330   226   374 0.77 chromatin assembly factor 1 protein WD40 domain, putative [Plasmodium vivax]
SCO70588.1           -            447 7201at5820           -            178   8.3e-08   30.4   0.9   3   3      0.19   1.2e+02    0.6   0.0    21    73   393   446   378   447 0.79 chromatin assembly factor 1 protein WD40 domain, putative [Plasmodium vivax]
SCO75623.1           -            503 7201at5820           -            178   1.3e-05   23.2   1.1   1   4     0.013         8    4.4   0.0    23    56   279   311   269   321 0.71 periodic tryptophan protein 1, putative [Plasmodium vivax]
SCO75623.1           -            503 7201at5820           -            178   1.3e-05   23.2   1.1   2   4   3.7e-06    0.0023   15.9   0.2     2    62   302   360   301   375 0.85 periodic tryptophan protein 1, putative [Plasmodium vivax]
SCO75623.1           -            503 7201at5820           -            178   1.3e-05   23.2   1.1   3   4      0.59   3.7e+02   -1.0   0.0    36    58   376   398   362   413 0.80 periodic tryptophan protein 1, putative [Plasmodium vivax]
SCO75623.1           -            503 7201at5820           -            178   1.3e-05   23.2   1.1   4   4     0.054        34    2.3   0.0    35    56   426   447   407   466 0.82 periodic tryptophan protein 1, putative [Plasmodium vivax]
SCO73087.1           -            329 7201at5820           -            178   0.00021   19.3   6.3   1   2   4.2e-05     0.027   12.5   1.1     1    67    38   105    38   140 0.67 nucleolar Jumonji domain interacting protein, putative [Plasmodium vivax]
SCO73087.1           -            329 7201at5820           -            178   0.00021   19.3   6.3   2   2   0.00048       0.3    9.0   0.2   116   142   201   227   109   247 0.67 nucleolar Jumonji domain interacting protein, putative [Plasmodium vivax]
SCO73556.1           -            513 7201at5820           -            178   0.00029   18.9   4.3   1   4     0.029        18    3.2   0.1   119   142   199   222   131   238 0.89 ribosome biogenesis protein YTM1, putative [Plasmodium vivax]
SCO73556.1           -            513 7201at5820           -            178   0.00029   18.9   4.3   2   4   0.00044      0.27    9.2   0.3    37   101   361   427   333   432 0.60 ribosome biogenesis protein YTM1, putative [Plasmodium vivax]
SCO73556.1           -            513 7201at5820           -            178   0.00029   18.9   4.3   3   4   0.00063       0.4    8.6   0.1    30    75   394   439   387   454 0.78 ribosome biogenesis protein YTM1, putative [Plasmodium vivax]
SCO73556.1           -            513 7201at5820           -            178   0.00029   18.9   4.3   4   4    0.0098       6.2    4.8   0.0    35    61   448   474   428   487 0.77 ribosome biogenesis protein YTM1, putative [Plasmodium vivax]
SCO73776.1           -            361 7201at5820           -            178   0.00067   17.7   0.3   1   2       4.3   2.7e+03   -3.9   0.1    79    89   167   177   165   181 0.81 diphthine methyltransferase, putative [Plasmodium vivax]
SCO73776.1           -            361 7201at5820           -            178   0.00067   17.7   0.3   2   2   2.1e-06    0.0013   16.7   0.0    32   135   198   309   182   320 0.79 diphthine methyltransferase, putative [Plasmodium vivax]
SCO71350.1           -            458 7201at5820           -            178    0.0013   16.7   0.0   1   3      0.12        77    1.2   0.0    28    55   152   178   138   187 0.63 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO71350.1           -            458 7201at5820           -            178    0.0013   16.7   0.0   2   3      0.26   1.6e+02    0.1   0.0   111   155   211   253   192   257 0.82 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO71350.1           -            458 7201at5820           -            178    0.0013   16.7   0.0   3   3   0.00017      0.11   10.5   0.0     4    58   351   404   343   420 0.88 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO74435.1           -           1215 7201at5820           -            178    0.0018   16.3  36.5   1   5   0.00076      0.48    8.4   1.5    32    69    73   110    57   140 0.71 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO74435.1           -           1215 7201at5820           -            178    0.0018   16.3  36.5   2   5   0.00022      0.14   10.1   6.9    12    97   152   239   129   246 0.65 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO74435.1           -           1215 7201at5820           -            178    0.0018   16.3  36.5   3   5       2.3   1.4e+03   -2.9   1.1     4    31   373   401   339   414 0.70 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO74435.1           -           1215 7201at5820           -            178    0.0018   16.3  36.5   4   5   0.00041      0.26    9.3   2.1     7   136   594   722   589   735 0.76 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO74435.1           -           1215 7201at5820           -            178    0.0018   16.3  36.5   5   5    0.0029       1.8    6.5   0.1    34    81   905   949   880   955 0.70 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO71271.1           -            324 7201at5820           -            178    0.0023   15.9   0.7   1   2   2.2e-05     0.014   13.4   0.1     4    60   103   155   100   163 0.85 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 7201at5820           -            178    0.0023   15.9   0.7   2   2       0.4   2.5e+02   -0.5   0.0     3    48   275   317   263   321 0.72 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO75463.1           -            430 7201at5820           -            178    0.0061   14.5   1.1   1   3       2.8   1.7e+03   -3.2   0.1    89   105    67    77    38    99 0.52 protein TSSC1, putative [Plasmodium vivax]
SCO75463.1           -            430 7201at5820           -            178    0.0061   14.5   1.1   2   3   7.7e-05     0.048   11.6   0.1     4    80   271   353   268   361 0.71 protein TSSC1, putative [Plasmodium vivax]
SCO75463.1           -            430 7201at5820           -            178    0.0061   14.5   1.1   3   3    0.0057       3.6    5.5   0.0     8    55   319   365   318   382 0.88 protein TSSC1, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7201at5820.hmm
