#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74949.1           -            570 5555at5820           -            432    2e-233  773.2  54.6   1   2  5.4e-133  3.4e-130  433.0  23.7    11   221    57   268    53   274 0.98 GTP-binding protein, putative [Plasmodium vivax]
SCO74949.1           -            570 5555at5820           -            432    2e-233  773.2  54.6   2   2  1.3e-106  8.3e-104  346.1  23.0   219   432   337   565   333   565 0.95 GTP-binding protein, putative [Plasmodium vivax]
SCO71256.1           -            747 5555at5820           -            432   8.3e-18   62.7   4.6   1   2   1.3e-20   8.3e-18   62.7   4.6    19   267   248   499   230   511 0.80 GTP-binding protein, putative [Plasmodium vivax]
SCO71256.1           -            747 5555at5820           -            432   8.3e-18   62.7   4.6   2   2      0.16     1e+02   -0.1   0.1   268   318   580   634   573   696 0.76 GTP-binding protein, putative [Plasmodium vivax]
SCO73728.1           -            713 5555at5820           -            432   4.3e-13   47.2   1.2   1   1   1.3e-15   7.9e-13   46.3   1.2   180   327   175   336   108   352 0.81 nucleolar GTP-binding protein 1, putative [Plasmodium vivax]
SCO73497.1           -            367 5555at5820           -            432   2.2e-12   44.8   2.1   1   1   4.9e-15   3.1e-12   44.4   2.1   178   345    64   231    47   298 0.84 GTP-binding protein, putative [Plasmodium vivax]
SCO71369.1           -            636 5555at5820           -            432   6.3e-12   43.3   1.5   1   3      0.58   3.6e+02   -2.0   0.4   339   377   188   223   169   274 0.55 GTP-binding protein, putative [Plasmodium vivax]
SCO71369.1           -            636 5555at5820           -            432   6.3e-12   43.3   1.5   2   3      0.87   5.5e+02   -2.6   2.9   255   321   329   394   292   422 0.50 GTP-binding protein, putative [Plasmodium vivax]
SCO71369.1           -            636 5555at5820           -            432   6.3e-12   43.3   1.5   3   3     1e-14   6.3e-12   43.3   1.5   170   261   447   545   435   603 0.81 GTP-binding protein, putative [Plasmodium vivax]
SCO73107.1           -            365 5555at5820           -            432     1e-10   39.4   0.5   1   1   2.3e-13   1.5e-10   38.9   0.5   177   263    64   151    57   257 0.68 ribosome-interacting GTPase 1, putative [Plasmodium vivax]
SCO73778.1           -            609 5555at5820           -            432   1.8e-08   31.9  10.3   1   3   1.3e-06   0.00081   16.6   3.2    22    66    94   140    82   207 0.83 GTP-binding protein, putative [Plasmodium vivax]
SCO73778.1           -            609 5555at5820           -            432   1.8e-08   31.9  10.3   2   3   1.3e-05    0.0082   13.3   0.1   127   209   339   414   320   436 0.74 GTP-binding protein, putative [Plasmodium vivax]
SCO73778.1           -            609 5555at5820           -            432   1.8e-08   31.9  10.3   3   3    0.0071       4.5    4.3   0.0   245   306   501   564   494   592 0.80 GTP-binding protein, putative [Plasmodium vivax]
SCO72622.1           -            709 5555at5820           -            432   5.1e-08   30.5   6.4   1   1   1.6e-10     1e-07   29.5   6.4   178   336   463   631   457   659 0.76 GTP-binding protein, putative [Plasmodium vivax]
SCO74841.1           -            518 5555at5820           -            432     9e-05   19.8   1.4   1   2      0.36   2.3e+02   -1.3   0.1   269   301   241   273   213   300 0.74 nucleolar GTP-binding protein 2, putative [Plasmodium vivax]
SCO74841.1           -            518 5555at5820           -            432     9e-05   19.8   1.4   2   2   2.4e-07   0.00015   19.0   0.2   177   256   322   403   305   437 0.67 nucleolar GTP-binding protein 2, putative [Plasmodium vivax]
SCO73220.1           -            288 5555at5820           -            432     0.015   12.5   0.1   1   2   4.4e-05     0.027   11.6   0.0   177   230    85   139    75   178 0.80 GTP-binding protein, putative [Plasmodium vivax]
SCO73220.1           -            288 5555at5820           -            432     0.015   12.5   0.1   2   2       1.1   7.1e+02   -2.9   0.1   368   389   214   235   193   263 0.53 GTP-binding protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5555at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5555at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5555at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:54:07 2026
# [ok]
