#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71602.1           -           5238 41at5820             -           4262         0 8499.1 401.8   1  12  1.1e-149  1.1e-146  488.4  41.1     1   304    43   387    43   392 0.92 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 41at5820             -           4262         0 8499.1 401.8   2  12   2.4e-90   2.5e-87  291.4  11.5   301   466   435   604   430   609 0.97 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 41at5820             -           4262         0 8499.1 401.8   3  12  1.2e-203  1.3e-200  667.4  43.6   465   922   655  1186   643  1192 0.91 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 41at5820             -           4262         0 8499.1 401.8   4  12  1.3e-119  1.4e-116  388.4  25.8   921  1157  1286  1541  1282  1547 0.96 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 41at5820             -           4262         0 8499.1 401.8   5  12  3.4e-155  3.6e-152  506.6  23.8  1157  1399  1593  1836  1590  1848 0.98 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 41at5820             -           4262         0 8499.1 401.8   6  12         0         0 1060.6  19.7  1400  1858  1902  2363  1898  2381 0.98 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 41at5820             -           4262         0 8499.1 401.8   7  12  8.4e-174  8.8e-171  568.3   7.1  1857  2125  2431  2701  2425  2704 0.98 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 41at5820             -           4262         0 8499.1 401.8   8  12   5.1e-51   5.4e-48  160.8   9.5  2122  2218  2756  2855  2752  2866 0.94 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 41at5820             -           4262         0 8499.1 401.8   9  12  1.2e-179  1.2e-176  587.8  29.3  2214  2513  2907  3216  2902  3223 0.97 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 41at5820             -           4262         0 8499.1 401.8  10  12         0         0 1753.3  54.7  2509  3313  3268  4082  3249  4084 0.99 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 41at5820             -           4262         0 8499.1 401.8  11  12  3.1e-110  3.2e-107  357.4  10.0  3313  3485  4213  4385  4190  4390 0.97 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 41at5820             -           4262         0 8499.1 401.8  12  12         0         0 1737.8  37.8  3484  4262  4452  5238  4447  5238 0.99 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 41at5820             -           4262         0 1245.6 280.5   1  11   5.3e-22   5.6e-19   64.5  55.0   984  1420  1064  1529  1043  1537 0.69 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 41at5820             -           4262         0 1245.6 280.5   2  11   1.8e-16   1.9e-13   46.1   9.2  1412  1569  1590  1747  1575  1751 0.90 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 41at5820             -           4262         0 1245.6 280.5   3  11   1.2e-97   1.2e-94  315.6   9.0  1574  1853  1795  2073  1778  2081 0.96 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 41at5820             -           4262         0 1245.6 280.5   4  11   1.4e-44   1.4e-41  139.5   8.3  1861  2071  2126  2336  2114  2434 0.82 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 41at5820             -           4262         0 1245.6 280.5   5  11   1.4e-65   1.5e-62  209.1  40.6  2228  2767  2459  3013  2447  3019 0.90 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 41at5820             -           4262         0 1245.6 280.5   6  11   8.8e-40   9.2e-37  123.5  34.4  2766  3164  3083  3496  3079  3514 0.89 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 41at5820             -           4262         0 1245.6 280.5   7  11     7e-43   7.3e-40  133.8  25.1  3177  3482  3592  3887  3580  3892 0.90 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 41at5820             -           4262         0 1245.6 280.5   8  11   1.1e-17   1.1e-14   50.2   9.7  3484  3689  4299  4507  4293  4513 0.77 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 41at5820             -           4262         0 1245.6 280.5   9  11   4.7e-38   4.9e-35  117.8   4.8  3701  3902  4559  4759  4553  4767 0.94 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 41at5820             -           4262         0 1245.6 280.5  10  11    0.0011       1.1    3.7   0.2  3922  3978  4867  4923  4844  4932 0.88 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 41at5820             -           4262         0 1245.6 280.5  11  11   3.6e-33   3.8e-30  101.5   7.0  3987  4257  4992  5295  4986  5298 0.80 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 41at5820             -           4262         0 1171.6 229.1   1  11         6   6.3e+03  -11.2  15.6   514   623   326   437   237   447 0.66 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 41at5820             -           4262         0 1171.6 229.1   2  11         6   6.3e+03  -15.3  20.5   587   769   602   799   563   829 0.61 dynein heavy chain, putative [Plasmodium vivax]
