#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74097.1           -           1922 558at5820            -           1598         0 3194.0  78.4   1   6  1.4e-274  2.9e-271  901.7  13.1     3   427    48   485    46   491 0.96 DNA-directed RNA polymerase III largest subunit, putative [Plasmodium vivax]
SCO74097.1           -           1922 558at5820            -           1598         0 3194.0  78.4   2   6         0         0 1190.4  12.7   427   940   509  1022   505  1024 1.00 DNA-directed RNA polymerase III largest subunit, putative [Plasmodium vivax]
SCO74097.1           -           1922 558at5820            -           1598         0 3194.0  78.4   3   6    0.0024       4.9    2.7   0.0   951   970  1087  1106  1058  1111 0.71 DNA-directed RNA polymerase III largest subunit, putative [Plasmodium vivax]
SCO74097.1           -           1922 558at5820            -           1598         0 3194.0  78.4   4   6     2e-23   4.1e-20   69.2   0.8   968  1036  1158  1234  1146  1238 0.87 DNA-directed RNA polymerase III largest subunit, putative [Plasmodium vivax]
SCO74097.1           -           1922 558at5820            -           1598         0 3194.0  78.4   5   6  1.3e-213  2.7e-210  699.6  14.3  1039  1394  1292  1654  1275  1660 0.96 DNA-directed RNA polymerase III largest subunit, putative [Plasmodium vivax]
SCO74097.1           -           1922 558at5820            -           1598         0 3194.0  78.4   6   6  9.5e-109    2e-105  352.0   6.9  1391  1598  1720  1920  1702  1920 0.94 DNA-directed RNA polymerase III largest subunit, putative [Plasmodium vivax]
SCO72366.1           -           2380 558at5820            -           1598  2.2e-233  776.2  32.9   1   5   8.1e-22   1.7e-18   63.9   6.1    30   146    16   132     9   194 0.83 DNA-directed RNA polymerase II subunit RPB1, putative [Plasmodium vivax]
SCO72366.1           -           2380 558at5820            -           1598  2.2e-233  776.2  32.9   2   5   3.7e-93   7.7e-90  300.4   0.0   238   604   267   619   234   626 0.92 DNA-directed RNA polymerase II subunit RPB1, putative [Plasmodium vivax]
SCO72366.1           -           2380 558at5820            -           1598  2.2e-233  776.2  32.9   3   5   1.6e-77   3.4e-74  248.5   3.0   620   914   715  1008   704  1023 0.95 DNA-directed RNA polymerase II subunit RPB1, putative [Plasmodium vivax]
SCO72366.1           -           2380 558at5820            -           1598  2.2e-233  776.2  32.9   4   5   3.3e-28     7e-25   85.0   0.1  1186  1289  1326  1432  1267  1488 0.86 DNA-directed RNA polymerase II subunit RPB1, putative [Plasmodium vivax]
SCO72366.1           -           2380 558at5820            -           1598  2.2e-233  776.2  32.9   5   5   2.7e-30   5.7e-27   92.0   2.8  1395  1585  1778  1967  1759  1980 0.88 DNA-directed RNA polymerase II subunit RPB1, putative [Plasmodium vivax]
SCO73258.1           -           2709 558at5820            -           1598    7e-131  436.4  32.8   1   6   1.6e-11   3.3e-08   29.8   2.5    28   143     9   126     1   161 0.84 RNA polymerase I, putative [Plasmodium vivax]
SCO73258.1           -           2709 558at5820            -           1598    7e-131  436.4  32.8   2   6   8.2e-56   1.7e-52  176.6   1.7   297   568   556   827   536   834 0.90 RNA polymerase I, putative [Plasmodium vivax]
SCO73258.1           -           2709 558at5820            -           1598    7e-131  436.4  32.8   3   6   2.2e-06    0.0046   12.7   0.1   578   690   922  1048   911  1074 0.61 RNA polymerase I, putative [Plasmodium vivax]
SCO73258.1           -           2709 558at5820            -           1598    7e-131  436.4  32.8   4   6   1.1e-39   2.3e-36  123.1   0.3   772   924  1537  1693  1524  1702 0.89 RNA polymerase I, putative [Plasmodium vivax]
SCO73258.1           -           2709 558at5820            -           1598    7e-131  436.4  32.8   5   6   7.3e-20   1.5e-16   57.4   0.1  1188  1261  1798  1869  1792  1915 0.86 RNA polymerase I, putative [Plasmodium vivax]
SCO73258.1           -           2709 558at5820            -           1598    7e-131  436.4  32.8   6   6   5.2e-19   1.1e-15   54.6   1.3  1437  1577  2559  2700  2522  2706 0.88 RNA polymerase I, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/558at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/558at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/558at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:54:30 2026
# [ok]
