#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73942.1           -            262 10347at5820          -            202  1.8e-120  398.7   8.7   1   2      0.55   2.3e+02    0.1   0.1     5    43    20    59    16    74 0.71 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO73942.1           -            262 10347at5820          -            202  1.8e-120  398.7   8.7   2   2  4.4e-123  1.8e-120  398.7   8.7    19   202    74   262    60   262 0.95 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO74936.1           -            283 10347at5820          -            202   1.4e-35  121.6   1.1   1   2         6   2.5e+03   -3.3   0.0   162   182    32    52    13    57 0.62 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO74936.1           -            283 10347at5820          -            202   1.4e-35  121.6   1.1   2   2   3.4e-38   1.4e-35  121.6   1.1    32   201   113   282    86   283 0.84 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO74616.1           -            147 10347at5820          -            202   1.5e-21   75.8   0.2   1   1     4e-24   1.7e-21   75.6   0.2    61   170     4   112     1   134 0.94 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO73068.1           -            152 10347at5820          -            202     4e-17   61.3   0.0   1   1   1.2e-19   4.9e-17   61.0   0.0    62   181     6   123     3   144 0.91 ubiquitin-conjugating enzyme E2 N, putative [Plasmodium vivax]
SCO72355.1           -            160 10347at5820          -            202   5.9e-14   51.0   0.3   1   1   1.9e-16   7.9e-14   50.6   0.3    62   169     8   114     3   121 0.84 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO73523.1           -            202 10347at5820          -            202   1.3e-13   49.9   0.1   1   1   4.5e-16   1.9e-13   49.3   0.1    61   170    12   121     5   141 0.92 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO75342.1           -            164 10347at5820          -            202   1.7e-12   46.2   0.0   1   1     5e-15   2.1e-12   45.9   0.0    85   170    31   115     3   122 0.88 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO71965.1           -            163 10347at5820          -            202   1.5e-09   36.6   0.1   1   1   1.1e-11   4.8e-09   35.0   0.1    83   170    30   130    20   146 0.83 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO71906.1           -            159 10347at5820          -            202   4.9e-09   34.9   0.0   1   1   1.3e-11   5.6e-09   34.8   0.0    86   169    37   121     4   127 0.89 SUMO-conjugating enzyme UBC9, putative [Plasmodium vivax]
SCO73793.1           -            152 10347at5820          -            202   9.9e-07   27.4   0.0   1   1   2.9e-09   1.2e-06   27.1   0.0    79   168    22   111     4   124 0.86 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO75692.1           -            150 10347at5820          -            202   1.4e-06   26.9   0.0   1   1   3.7e-09   1.5e-06   26.8   0.0   107   169    58   119    18   133 0.88 NEDD8-conjugating enzyme UBC12, putative [Plasmodium vivax]
SCO71709.1           -            191 10347at5820          -            202   1.6e-05   23.5   0.1   1   1   5.7e-08   2.4e-05   22.9   0.1    92   158    36   102    17   113 0.88 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO72452.1           -            139 10347at5820          -            202   5.8e-05   21.6   0.0   1   1   1.8e-07   7.4e-05   21.3   0.0    90   179    43   133    33   137 0.80 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO75677.1           -            624 10347at5820          -            202     0.015   13.7   0.3   1   1   5.5e-05     0.023   13.2   0.3    84   131   194   239   138   278 0.83 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO73253.1           -            365 10347at5820          -            202     0.021   13.3   0.2   1   1   9.5e-05      0.04   12.4   0.2    32    68   175   211   164   229 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10347at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10347at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10347at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:28:49 2026
# [ok]
