#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75363.1           -            923 4079at5820           -            677         0 1224.2 132.2   1   5   5.1e-05    0.0085   12.8  20.0     1    84     1    82     1    94 0.63 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO75363.1           -            923 4079at5820           -            677         0 1224.2 132.2   2   5        10   1.7e+03   -4.7  19.6    15    99    75   160    65   195 0.57 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO75363.1           -            923 4079at5820           -            677         0 1224.2 132.2   3   5         0         0 1208.0  42.5    48   654   188   819   179   822 0.93 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO75363.1           -            923 4079at5820           -            677         0 1224.2 132.2   4   5     0.016       2.6    4.5  16.6   611   654   813   857   811   863 0.83 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO75363.1           -            923 4079at5820           -            677         0 1224.2 132.2   5   5   1.4e-07   2.3e-05   21.3  18.2   614   677   858   919   853   919 0.75 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO73166.1           -           1009 4079at5820           -            677   1.1e-90  303.2   1.8   1   2       4.8     8e+02   -3.7   1.9    36    90   355   410   330   462 0.64 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO73166.1           -           1009 4079at5820           -            677   1.1e-90  303.2   1.8   2   2   9.9e-93   1.6e-90  302.6   0.0   190   593   589   982   573   988 0.91 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO74455.1           -            528 4079at5820           -            677   2.2e-88  295.6   4.5   1   2   5.3e-35   8.8e-33  111.9   0.4   192   375   120   287   103   291 0.92 ATP-dependent RNA helicase DDX5, putative [Plasmodium vivax]
SCO74455.1           -            528 4079at5820           -            677   2.2e-88  295.6   4.5   2   2   4.7e-56   7.9e-54  181.4   0.0   400   634   292   527   288   528 0.90 ATP-dependent RNA helicase DDX5, putative [Plasmodium vivax]
SCO75518.1           -            717 4079at5820           -            677   1.2e-78  263.4   3.0   1   2   9.2e-10   1.5e-07   28.4   0.0   188   249   281   341   256   350 0.85 DNA helicase 60, putative [Plasmodium vivax]
SCO75518.1           -            717 4079at5820           -            677   1.2e-78  263.4   3.0   2   2   2.3e-69   3.7e-67  225.4   2.8   278   591   405   706   400   712 0.91 DNA helicase 60, putative [Plasmodium vivax]
SCO73062.1           -            667 4079at5820           -            677   2.2e-76  256.0  25.9   1   2   1.5e-22   2.5e-20   70.7  20.4    24   375    38   401    21   405 0.66 RNA helicase 1, putative [Plasmodium vivax]
SCO73062.1           -            667 4079at5820           -            677   2.2e-76  256.0  25.9   2   2   3.5e-56   5.7e-54  181.9   0.2   399   596   405   601   400   665 0.90 RNA helicase 1, putative [Plasmodium vivax]
SCO73265.1           -           1435 4079at5820           -            677   3.2e-72  242.2   7.5   1   1   1.9e-74   3.2e-72  242.2   7.5   132   614   615  1071   593  1098 0.84 pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative [Plasmodium vivax]
SCO71685.1           -           1015 4079at5820           -            677   1.8e-70  236.4  10.5   1   1   1.1e-72   1.8e-70  236.4  10.5    76   597   509  1014   466  1015 0.80 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO74223.1           -            398 4079at5820           -            677   8.7e-58  194.5   3.4   1   3   3.1e-08   5.1e-06   23.4   0.0   182   242    22    80    12    91 0.85 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
SCO74223.1           -            398 4079at5820           -            677   8.7e-58  194.5   3.4   2   3   2.8e-16   4.7e-14   50.0   0.1   277   373    94   190    85   195 0.93 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
SCO74223.1           -            398 4079at5820           -            677   8.7e-58  194.5   3.4   3   3   7.1e-38   1.2e-35  121.3   0.2   400   580   197   376   187   389 0.93 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
SCO71006.1           -            533 4079at5820           -            677   1.6e-56  190.3   4.9   1   2   2.2e-23   3.6e-21   73.5   0.0   188   372   129   293   111   297 0.90 ATP-dependent rRNA helicase RRP3, putative [Plasmodium vivax]
SCO71006.1           -            533 4079at5820           -            677   1.6e-56  190.3   4.9   2   2   3.5e-34   5.9e-32  109.1   2.2   399   575   300   475   296   491 0.95 ATP-dependent rRNA helicase RRP3, putative [Plasmodium vivax]
SCO73308.1           -            720 4079at5820           -            677   6.4e-50  168.5   0.4   1   1   1.1e-49   1.8e-47  160.4   0.4   206   577   147   513   126   526 0.86 ATP-dependent helicase, putative [Plasmodium vivax]
SCO74062.1           -            489 4079at5820           -            677   6.2e-46  155.3   0.1   1   2   2.9e-07   4.8e-05   20.2   0.0   189   247    62   120    56   128 0.89 ATP-dependent RNA helicase DBP8, putative [Plasmodium vivax]
SCO74062.1           -            489 4079at5820           -            677   6.2e-46  155.3   0.1   2   2     2e-41   3.2e-39  133.1   0.0   277   583   129   436   120   442 0.89 ATP-dependent RNA helicase DBP8, putative [Plasmodium vivax]
SCO71470.1           -            388 4079at5820           -            677     2e-43  147.0   2.2   1   2    0.0023      0.39    7.3   0.0   190   245    20    75     3    83 0.85 eukaryotic initiation factor 4A-III, putative [Plasmodium vivax]
SCO71470.1           -            388 4079at5820           -            677     2e-43  147.0   2.2   2   2   5.8e-40   9.6e-38  128.2   2.5   277   579    86   369    78   386 0.89 eukaryotic initiation factor 4A-III, putative [Plasmodium vivax]
SCO73552.1           -            599 4079at5820           -            677   8.4e-43  145.0  18.8   1   2       8.4   1.4e+03   -4.5   4.1   625   673    11    58     3    68 0.56 ATP-dependent RNA helicase HAS1, putative [Plasmodium vivax]
SCO73552.1           -            599 4079at5820           -            677   8.4e-43  145.0  18.8   2   2   2.2e-43   3.6e-41  139.6   6.7   186   560   149   485   123   508 0.90 ATP-dependent RNA helicase HAS1, putative [Plasmodium vivax]
SCO71091.1           -            473 4079at5820           -            677   3.7e-42  142.8   5.6   1   1     1e-42   1.7e-40  137.4   2.6   192   573    66   443    42   463 0.84 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO72330.1           -            761 4079at5820           -            677   2.6e-39  133.4  23.6   1   3   2.1e-05    0.0035   14.0   0.6   173   247   244   316   131   332 0.78 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO72330.1           -            761 4079at5820           -            677   2.6e-39  133.4  23.6   2   3   1.1e-15   1.8e-13   48.0   1.5   277   375   380   477   376   485 0.95 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO72330.1           -            761 4079at5820           -            677   2.6e-39  133.4  23.6   3   3   8.4e-26   1.4e-23   81.5   7.8   404   645   486   734   478   752 0.79 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO75754.1           -            731 4079at5820           -            677   4.5e-39  132.6  12.2   1   1   2.7e-41   4.5e-39  132.6  12.2   197   585   116   500    92   511 0.83 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO72338.1           -            382 4079at5820           -            677   2.7e-37  126.8   4.2   1   2   8.9e-14   1.5e-11   41.7   0.0   275   373    78   176    74   181 0.96 ATP-dependent RNA helicase DDX6, putative [Plasmodium vivax]
SCO72338.1           -            382 4079at5820           -            677   2.7e-37  126.8   4.2   2   2   5.5e-27   9.1e-25   85.4   1.9   400   579   183   362   179   375 0.91 ATP-dependent RNA helicase DDX6, putative [Plasmodium vivax]
SCO71230.1           -           1187 4079at5820           -            677   2.5e-32  110.4  18.2   1   2   1.5e-34   2.5e-32  110.4  18.2   200   648   182   594   167   625 0.81 ATP-dependent RNA helicase DBP10, putative [Plasmodium vivax]
SCO71230.1           -           1187 4079at5820           -            677   2.5e-32  110.4  18.2   2   2       3.9   6.5e+02   -3.4   1.3    53    92   861   900   843   913 0.68 ATP-dependent RNA helicase DBP10, putative [Plasmodium vivax]
SCO70895.1           -            850 4079at5820           -            677   3.1e-30  103.4   0.3   1   2   2.6e-23   4.2e-21   73.2   0.5   185   373   136   314   133   320 0.85 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO70895.1           -            850 4079at5820           -            677   3.1e-30  103.4   0.3   2   2   3.6e-09   5.9e-07   26.5   0.0   493   563   610   683   601   694 0.87 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO71586.1           -            606 4079at5820           -            677   2.4e-28   97.2   0.1   1   1   3.5e-28   5.8e-26   89.3   0.1   205   593   152   538   138   544 0.74 ATP-dependent RNA helicase ROK1, putative [Plasmodium vivax]
SCO75149.1           -            626 4079at5820           -            677   1.8e-26   91.0  14.6   1   2     3e-14   4.9e-12   43.3   4.6   202   373   164   323   146   329 0.85 DEAD box helicase, putative [Plasmodium vivax]
SCO75149.1           -            626 4079at5820           -            677   1.8e-26   91.0  14.6   2   2   9.3e-15   1.5e-12   45.0   2.6   400   577   330   516   323   551 0.84 DEAD box helicase, putative [Plasmodium vivax]
SCO74462.1           -            791 4079at5820           -            677   3.5e-25   86.7   7.1   1   2   5.3e-20   8.8e-18   62.3   1.7   190   374   245   425   203   435 0.83 ATP-dependent RNA helicase MAK5, putative [Plasmodium vivax]
SCO74462.1           -            791 4079at5820           -            677   3.5e-25   86.7   7.1   2   2   3.8e-12   6.3e-10   36.3   0.3   487   580   595   689   568   735 0.91 ATP-dependent RNA helicase MAK5, putative [Plasmodium vivax]
SCO74323.1           -            787 4079at5820           -            677   2.2e-23   80.8  20.1   1   2   0.00015     0.025   11.2   2.2   147   247   334   435   323   443 0.79 ATP-dependent RNA helicase DBP5, putative [Plasmodium vivax]
SCO74323.1           -            787 4079at5820           -            677   2.2e-23   80.8  20.1   2   2   4.5e-20   7.4e-18   62.5   9.9   278   571   445   754   433   763 0.78 ATP-dependent RNA helicase DBP5, putative [Plasmodium vivax]
SCO73134.1           -            816 4079at5820           -            677   1.1e-21   75.1  24.3   1   4    0.0013      0.21    8.1   0.0   190   242     7    59     2    74 0.84 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO73134.1           -            816 4079at5820           -            677   1.1e-21   75.1  24.3   2   4       1.3   2.2e+02   -1.8   1.6   438   654   173   225   151   239 0.51 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO73134.1           -            816 4079at5820           -            677   1.1e-21   75.1  24.3   3   4   7.9e-09   1.3e-06   25.4   0.1   276   363   331   421   324   438 0.83 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO73134.1           -            816 4079at5820           -            677   1.1e-21   75.1  24.3   4   4   2.9e-16   4.7e-14   49.9   9.2   484   564   601   681   489   705 0.74 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO72559.1           -           1329 4079at5820           -            677   3.7e-19   66.8   5.8   1   3   5.8e-06   0.00096   15.9   0.2   156   248   111   205    93   227 0.83 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO72559.1           -           1329 4079at5820           -            677   3.7e-19   66.8   5.8   2   3      0.59        98   -0.7   0.0   323   361   502   540   493   552 0.90 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO72559.1           -           1329 4079at5820           -            677   3.7e-19   66.8   5.8   3   3   8.2e-17   1.4e-14   51.7   0.4   459   560   880   981   872  1008 0.89 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO74881.1           -            877 4079at5820           -            677   5.6e-19   66.2  47.5   1   3   3.4e-21   5.6e-19   66.2  47.5    64   595    19   515     2   527 0.69 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO74881.1           -            877 4079at5820           -            677   5.6e-19   66.2  47.5   2   3         5   8.2e+02   -3.7   0.6    39    85   688   735   676   750 0.54 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO74881.1           -            877 4079at5820           -            677   5.6e-19   66.2  47.5   3   3       8.1   1.3e+03   -4.4   2.4    23    87   768   829   764   858 0.54 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO74598.1           -            869 4079at5820           -            677   4.3e-16   56.7   0.1   1   4   2.9e-05    0.0049   13.6   0.3   179   250   150   224    51   250 0.85 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO74598.1           -            869 4079at5820           -            677   4.3e-16   56.7   0.1   2   4       8.3   1.4e+03   -4.4   3.8   247   313   305   371   287   422 0.53 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO74598.1           -            869 4079at5820           -            677   4.3e-16   56.7   0.1   3   4   2.6e-18   4.3e-16   56.7   0.1   467   578   537   648   528   676 0.81 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO74598.1           -            869 4079at5820           -            677   4.3e-16   56.7   0.1   4   4       1.5   2.4e+02   -2.0   1.0    31   110   742   821   726   860 0.68 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO75658.1           -            850 4079at5820           -            677   6.8e-16   56.0   9.6   1   3   1.6e-11   2.7e-09   34.2   0.4   204   388   111   280    87   308 0.75 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO75658.1           -            850 4079at5820           -            677   6.8e-16   56.0   9.6   2   3   1.3e-11   2.1e-09   34.6   3.2   525   589   516   584   512   656 0.71 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO75658.1           -            850 4079at5820           -            677   6.8e-16   56.0   9.6   3   3       9.7   1.6e+03   -4.7   4.9   603   636   775   808   756   845 0.43 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO70404.1           -           1051 4079at5820           -            677   1.7e-13   48.1   4.9   1   4     0.051       8.5    2.8   0.3   228   252   209   233   201   258 0.76 RNA helicase, putative [Plasmodium vivax]
SCO70404.1           -           1051 4079at5820           -            677   1.7e-13   48.1   4.9   2   4      0.92   1.5e+02   -1.3   0.5   267   297   318   348   298   359 0.73 RNA helicase, putative [Plasmodium vivax]
