#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71659.1           -            371 8597at5820           -            287  5.8e-134  444.1   8.8   1   1  7.3e-137  9.2e-134  443.4   8.8     1   280     1   311     1   317 0.90 inner membrane complex protein 1m, putative [Plasmodium vivax]
SCO72178.1           -            286 8597at5820           -            287   9.3e-05   20.1  29.6   1   1   1.5e-07   0.00019   19.0  29.6    24   217    39   237    24   258 0.71 inner membrane complex protein 1c, putative [Plasmodium vivax]
SCO72468.1           -            530 8597at5820           -            287   0.00074   17.1  64.6   1   2   0.00012      0.15    9.6  24.1    40   121   103   186    84   189 0.56 inner membrane complex protein 1e, putative [Plasmodium vivax]
SCO72468.1           -            530 8597at5820           -            287   0.00074   17.1  64.6   2   2   0.00015      0.19    9.2  33.2    42   171   189   324   186   405 0.77 inner membrane complex protein 1e, putative [Plasmodium vivax]
SCO71264.1           -            622 8597at5820           -            287     0.024   12.2  32.0   1   3   0.00036      0.46    8.0   9.2    24    89    52   127    32   130 0.76 inner membrane complex protein 1i, putative [Plasmodium vivax]
SCO71264.1           -            622 8597at5820           -            287     0.024   12.2  32.0   2   3   0.00018      0.22    9.0  12.2    53   110   129   182   125   192 0.79 inner membrane complex protein 1i, putative [Plasmodium vivax]
SCO71264.1           -            622 8597at5820           -            287     0.024   12.2  32.0   3   3     0.033        42    1.6   0.2    47    67   203   224   185   229 0.75 inner membrane complex protein 1i, putative [Plasmodium vivax]
SCO73092.1           -            301 8597at5820           -            287      0.22    9.0  39.3   1   2   7.1e-06    0.0089   13.6  26.6    37   121    36   122     5   130 0.79 inner membrane complex protein 1g, putative [Plasmodium vivax]
SCO73092.1           -            301 8597at5820           -            287      0.22    9.0  39.3   2   2     0.035        44    1.5   3.6    43    80   138   175   127   187 0.88 inner membrane complex protein 1g, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8597at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/8597at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8597at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:06:30 2026
# [ok]
