#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74737.1           -           7285 40at5820             -           4729         0 6836.0 398.0   1  29   1.6e-22     1e-18   63.5   0.2    33    86   165   218   161   223 0.95 dynein-related AAA-type ATPase, putative [Plasmodium vivax]
SCO74737.1           -           7285 40at5820             -           4729         0 6836.0 398.0   2  29   9.4e-35   5.9e-31  104.1   0.7    87   160   273   346   261   350 0.92 dynein-related AAA-type ATPase, putative [Plasmodium vivax]
SCO74737.1           -           7285 40at5820             -           4729         0 6836.0 398.0   3  29   3.9e-18   2.5e-14   48.9   0.4   156   209   374   429   371   445 0.92 dynein-related AAA-type ATPase, putative [Plasmodium vivax]
SCO74737.1           -           7285 40at5820             -           4729         0 6836.0 398.0   4  29   7.9e-90   4.9e-86  286.9   3.6   213   391   486   686   476   693 0.89 dynein-related AAA-type ATPase, putative [Plasmodium vivax]
SCO74737.1           -           7285 40at5820             -           4729         0 6836.0 398.0   5  29  3.6e-159  2.3e-155  517.1  14.3   396   711   725  1063   717  1069 0.96 dynein-related AAA-type ATPase, putative [Plasmodium vivax]
SCO74737.1           -           7285 40at5820             -           4729         0 6836.0 398.0   6  29   2.4e-55   1.5e-51  172.4   0.1   725   815  1130  1220  1116  1242 0.88 dynein-related AAA-type ATPase, putative [Plasmodium vivax]
SCO74737.1           -           7285 40at5820             -           4729         0 6836.0 398.0   7  29   7.7e-95   4.9e-91  303.5   0.2   810   995  1256  1455  1253  1466 0.92 dynein-related AAA-type ATPase, putative [Plasmodium vivax]
SCO74737.1           -           7285 40at5820             -           4729         0 6836.0 398.0   8  29  3.3e-219    2e-215  716.4   4.9   986  1311  1489  1814  1483  1820 0.99 dynein-related AAA-type ATPase, putative [Plasmodium vivax]
SCO74737.1           -           7285 40at5820             -           4729         0 6836.0 398.0   9  29         0         0 1298.1  14.3  1311  1988  1843  2598  1836  2617 0.91 dynein-related AAA-type ATPase, putative [Plasmodium vivax]
SCO74737.1           -           7285 40at5820             -           4729         0 6836.0 398.0  10  29  2.6e-137  1.6e-133  444.5   7.8  1997  2272  2666  2978  2656  2987 0.91 dynein-related AAA-type ATPase, putative [Plasmodium vivax]
SCO74737.1           -           7285 40at5820             -           4729         0 6836.0 398.0  11  29   1.5e-07   0.00092   13.8   0.0  2261  2302  3059  3100  3040  3104 0.84 dynein-related AAA-type ATPase, putative [Plasmodium vivax]
SCO74737.1           -           7285 40at5820             -           4729         0 6836.0 398.0  12  29   4.9e-78   3.1e-74  247.8  23.6  2301  2554  3134  3480  3122  3483 0.78 dynein-related AAA-type ATPase, putative [Plasmodium vivax]
SCO74737.1           -           7285 40at5820             -           4729         0 6836.0 398.0  13  29   2.9e-16   1.8e-12   42.7   3.8  2556  2647  3527  3663  3514  3676 0.70 dynein-related AAA-type ATPase, putative [Plasmodium vivax]
