#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74397.1           -            177 12402at5820          -            157  1.7e-105  347.9  12.4   1   1  4.7e-108    2e-105  347.7  12.4     1   157     8   164     8   164 1.00 calcineurin subunit B, putative [Plasmodium vivax]
SCO74740.1           -            149 12402at5820          -            157   1.7e-16   58.8   1.8   1   2   1.8e-05    0.0075   14.4   0.0    90   134    11    54     3    56 0.86 calmodulin, putative [Plasmodium vivax]
SCO74740.1           -            149 12402at5820          -            157   1.7e-16   58.8   1.8   2   2   9.8e-15   4.1e-12   44.5   1.6    58   156    52   145    49   147 0.90 calmodulin, putative [Plasmodium vivax]
SCO74449.1           -            168 12402at5820          -            157     3e-13   48.2   1.2   1   1   8.8e-16   3.7e-13   47.9   1.2    11   155    17   160     8   162 0.89 centrin-2, putative [Plasmodium vivax]
SCO74013.1           -            563 12402at5820          -            157   1.2e-10   39.7   7.0   1   2         4   1.7e+03   -3.0   0.0    39    51   112   124   110   172 0.66 calcium-dependent protein kinase 5, putative [Plasmodium vivax]
SCO74013.1           -            563 12402at5820          -            157   1.2e-10   39.7   7.0   2   2   5.3e-13   2.2e-10   38.9   5.9    12   156   415   558   406   559 0.86 calcium-dependent protein kinase 5, putative [Plasmodium vivax]
SCO70623.1           -            168 12402at5820          -            157   1.8e-10   39.2   6.2   1   1   1.7e-12     7e-10   37.3   6.2    25   155    31   160    17   162 0.85 centrin-1, putative [Plasmodium vivax]
SCO72411.1           -            602 12402at5820          -            157     5e-09   34.5   2.0   1   1   2.9e-11   1.2e-08   33.2   2.0    12   157   452   598   444   598 0.77 calcium-dependent protein kinase 3, putative [Plasmodium vivax]
SCO70337.1           -            107 12402at5820          -            157   3.4e-08   31.8   0.8   1   1   9.9e-11   4.2e-08   31.5   0.8    13    79    38   104    25   106 0.92 centrin, putative [Plasmodium vivax]
SCO71647.1           -            179 12402at5820          -            157   2.4e-07   29.0   6.5   1   1   3.6e-09   1.5e-06   26.4   6.5    24   155    41   171    31   173 0.81 centrin-3, putative [Plasmodium vivax]
SCO72714.1           -           1628 12402at5820          -            157   3.5e-07   28.5   1.1   1   2       0.2        85    1.2   0.4    15    67  1205  1256  1192  1291 0.81 calcium-dependent protein kinase 6, putative [Plasmodium vivax]
SCO72714.1           -           1628 12402at5820          -            157   3.5e-07   28.5   1.1   2   2   8.3e-10   3.5e-07   28.5   1.1    18   121  1484  1587  1472  1624 0.74 calcium-dependent protein kinase 6, putative [Plasmodium vivax]
SCO72548.1           -            167 12402at5820          -            157   9.1e-07   27.1   5.1   1   1   2.7e-09   1.2e-06   26.8   5.1    18   156    14   151     3   152 0.84 centrin-4, putative [Plasmodium vivax]
SCO72579.1           -            344 12402at5820          -            157   1.1e-05   23.6  11.7   1   2    0.0013      0.54    8.4   0.5    95   154    67   121    43   124 0.75 endoplasmic reticulum-resident calcium binding protein, putative [Plasmodium vivax]
SCO72579.1           -            344 12402at5820          -            157   1.1e-05   23.6  11.7   2   2   5.9e-07   0.00025   19.2   5.0    17   115   134   237   125   258 0.78 endoplasmic reticulum-resident calcium binding protein, putative [Plasmodium vivax]
SCO70858.1           -            529 12402at5820          -            157   8.6e-05   20.7   8.6   1   2       2.3   9.6e+02   -2.2   0.1    17    45    96   124    92   141 0.80 calcium-dependent protein kinase 4, putative [Plasmodium vivax]
SCO70858.1           -            529 12402at5820          -            157   8.6e-05   20.7   8.6   2   2   4.4e-07   0.00018   19.7   5.0    15   157   373   523   359   523 0.72 calcium-dependent protein kinase 4, putative [Plasmodium vivax]
SCO72717.1           -           1966 12402at5820          -            157   0.00025   19.2   0.6   1   1   1.4e-06   0.00059   18.0   0.6    56   116    66   125     9   137 0.71 calcium-dependent protein kinase 7, putative [Plasmodium vivax]
SCO70589.1           -           1521 12402at5820          -            157     0.002   16.3   0.6   1   2   1.6e-05    0.0066   14.6   0.1     7    96    18   108    13   121 0.78 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO70589.1           -           1521 12402at5820          -            157     0.002   16.3   0.6   2   2       2.8   1.2e+03   -2.4   0.1   115   131  1165  1181  1160  1193 0.80 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO71015.1           -            526 12402at5820          -            157    0.0026   15.9   6.9   1   1   4.2e-05     0.017   13.2   6.9    21   156   377   516   358   517 0.69 calcium-dependent protein kinase 1, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12402at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12402at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12402at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:29:30 2026
# [ok]
