#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71162.1           -           1867 1411at5820           -           1170         0 1319.6 356.5   1  12   2.5e-16   7.8e-13   45.4  21.0     1    60     1    67     1    74 0.87 repetitive organellar protein, putative [Plasmodium vivax]
SCO71162.1           -           1867 1411at5820           -           1170         0 1319.6 356.5   2  12    1e-145  3.2e-142  473.9 104.4    48   355    76   395    69   398 0.95 repetitive organellar protein, putative [Plasmodium vivax]
SCO71162.1           -           1867 1411at5820           -           1170         0 1319.6 356.5   3  12   8.9e-29   2.8e-25   86.6  26.9   350   471   429   543   414   546 0.78 repetitive organellar protein, putative [Plasmodium vivax]
SCO71162.1           -           1867 1411at5820           -           1170         0 1319.6 356.5   4  12     3e-72   9.5e-69  230.6  50.7   425   695   539   837   537   840 0.82 repetitive organellar protein, putative [Plasmodium vivax]
SCO71162.1           -           1867 1411at5820           -           1170         0 1319.6 356.5   5  12   3.7e-21   1.2e-17   61.4  16.0   635   727   823   926   803   943 0.84 repetitive organellar protein, putative [Plasmodium vivax]
SCO71162.1           -           1867 1411at5820           -           1170         0 1319.6 356.5   6  12   2.9e-15   9.1e-12   41.9  16.9   695   796   978  1082   950  1086 0.83 repetitive organellar protein, putative [Plasmodium vivax]
SCO71162.1           -           1867 1411at5820           -           1170         0 1319.6 356.5   7  12   5.2e-11   1.6e-07   27.8  18.8   709   855  1096  1235  1088  1242 0.77 repetitive organellar protein, putative [Plasmodium vivax]
SCO71162.1           -           1867 1411at5820           -           1170         0 1319.6 356.5   8  12   6.1e-25   1.9e-21   73.9   8.6   840   906  1314  1380  1302  1390 0.88 repetitive organellar protein, putative [Plasmodium vivax]
SCO71162.1           -           1867 1411at5820           -           1170         0 1319.6 356.5   9  12     1e-59   3.2e-56  189.1  10.2   882  1043  1405  1601  1398  1606 0.84 repetitive organellar protein, putative [Plasmodium vivax]
SCO71162.1           -           1867 1411at5820           -           1170         0 1319.6 356.5  10  12   5.3e-42   1.7e-38  130.4   3.0  1045  1129  1628  1719  1623  1724 0.92 repetitive organellar protein, putative [Plasmodium vivax]
SCO71162.1           -           1867 1411at5820           -           1170         0 1319.6 356.5  11  12    0.0025       7.9    2.3   4.3  1120  1152  1751  1783  1733  1786 0.74 repetitive organellar protein, putative [Plasmodium vivax]
SCO71162.1           -           1867 1411at5820           -           1170         0 1319.6 356.5  12  12   2.3e-07   0.00072   15.7   0.2  1145  1170  1838  1864  1815  1864 0.84 repetitive organellar protein, putative [Plasmodium vivax]
SCO72457.1           -           1017 1411at5820           -           1170   0.00013   18.2  13.0   1   3     4e-08   0.00013   18.2  13.0   403   571   357   521   353   539 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72457.1           -           1017 1411at5820           -           1170   0.00013   18.2  13.0   2   3    0.0019       6.1    2.7  31.5   396   586   586   778   567   792 0.77 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72457.1           -           1017 1411at5820           -           1170   0.00013   18.2  13.0   3   3      0.07   2.2e+02   -2.5   2.7   459   490   926   957   902  1011 0.53 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1411at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1411at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1411at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:34:28 2026
# [ok]
