#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74839.1           -            456 11519at5820          -            319  2.7e-173  574.3  31.8   1   3  3.7e-129  2.9e-126  419.7   8.5     1   191     1   191     1   195 0.99 cyclophilin, putative [Plasmodium vivax]
SCO74839.1           -            456 11519at5820          -            319  2.7e-173  574.3  31.8   2   3       1.1   8.4e+02   -2.4   0.0   186   199   213   226   209   230 0.84 cyclophilin, putative [Plasmodium vivax]
SCO74839.1           -            456 11519at5820          -            319  2.7e-173  574.3  31.8   3   3   1.2e-50   9.1e-48  161.8  13.2   194   318   309   449   297   450 0.89 cyclophilin, putative [Plasmodium vivax]
SCO72649.1           -            167 11519at5820          -            319   3.8e-31  107.2   0.3   1   1   6.2e-34   4.8e-31  106.8   0.3    16   174     4   159     2   162 0.92 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO73055.1           -            203 11519at5820          -            319   1.2e-30  105.5   1.4   1   1   1.9e-33   1.5e-30  105.2   1.4    12   165    45   195    18   201 0.93 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO73250.1           -            737 11519at5820          -            319   4.9e-29  100.3   0.5   1   2       1.2   9.1e+02   -2.5   2.1   139   226   436   526   420   573 0.61 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO73250.1           -            737 11519at5820          -            319   4.9e-29  100.3   0.5   2   2   6.2e-32   4.9e-29  100.3   0.5    10   164   580   731   570   736 0.93 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO70501.1           -            262 11519at5820          -            319   4.6e-16   57.6   2.8   1   1   7.8e-19   6.1e-16   57.2   2.8    21   149   106   241    97   258 0.83 cyclophilin, putative [Plasmodium vivax]
SCO72326.1           -            170 11519at5820          -            319   2.2e-15   55.4   0.1   1   1   3.6e-18   2.9e-15   55.0   0.1    19   136    15   139     5   151 0.85 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO72643.1           -            193 11519at5820          -            319   1.1e-12   46.5   0.1   1   1   1.7e-15   1.3e-12   46.3   0.1     4   144    24   169    21   185 0.80 peptidyl-prolyl cis-trans isomerase 11, putative [Plasmodium vivax]
SCO74602.1           -            226 11519at5820          -            319   2.6e-10   38.7   2.8   1   2   7.3e-13   5.7e-10   37.6   1.3    21   135    19   142     5   145 0.80 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO74602.1           -            226 11519at5820          -            319   2.6e-10   38.7   2.8   2   2      0.15   1.2e+02    0.5   0.0   120   152   147   182   143   224 0.67 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11519at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11519at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11519at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:33:35 2026
# [ok]
