#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70863.1           -           5196 44at5820             -           3972         0 7359.9 635.9   1  12     3e-67   3.2e-64  214.9  16.2     1   138     1   158     1   168 0.93 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 44at5820             -           3972         0 7359.9 635.9   2  12         0         0 1990.7 200.5   133  1169   180  1283   170  1289 0.95 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 44at5820             -           3972         0 7359.9 635.9   3  12  1.4e-157  1.5e-154  514.7  31.6  1166  1407  1342  1583  1334  1595 0.98 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 44at5820             -           3972         0 7359.9 635.9   4  12  5.2e-114  5.5e-111  370.1  22.5  1406  1597  1645  1849  1643  1852 0.95 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 44at5820             -           3972         0 7359.9 635.9   5  12  8.5e-216  8.9e-213  708.0  38.2  1597  1936  1953  2296  1947  2298 0.98 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 44at5820             -           3972         0 7359.9 635.9   6  12   3.1e-22   3.2e-19   65.6   0.7  1935  2009  2411  2520  2408  2523 0.85 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 44at5820             -           3972         0 7359.9 635.9   7  12  1.6e-281  1.7e-278  926.1  83.0  2010  2538  2581  3178  2576  3182 0.94 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 44at5820             -           3972         0 7359.9 635.9   8  12  1.4e-303  1.5e-300  999.3  67.3  2544  3063  3264  3802  3253  3805 0.97 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 44at5820             -           3972         0 7359.9 635.9   9  12  2.7e-142  2.9e-139  464.0  34.7  3061  3327  3921  4191  3918  4203 0.94 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 44at5820             -           3972         0 7359.9 635.9  10  12  1.1e-148  1.1e-145  485.3  19.9  3330  3579  4359  4610  4346  4615 0.97 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 44at5820             -           3972         0 7359.9 635.9  11  12    4e-189  4.2e-186  619.4  35.8  3571  3927  4707  5105  4702  5112 0.93 dynein heavy chain, putative [Plasmodium vivax]
