#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70512.1           -           1076 2167at5820           -            898         0 1731.3 109.6   1   3         0         0 1664.8  53.6     1   815     1   865     1   867 0.94 DNA repair and recombination protein RAD54, putative [Plasmodium vivax]
SCO70512.1           -           1076 2167at5820           -            898         0 1731.3 109.6   2   3   5.9e-08     1e-05   22.2  43.5   765   850   854   940   852   945 0.51 DNA repair and recombination protein RAD54, putative [Plasmodium vivax]
SCO70512.1           -           1076 2167at5820           -            898         0 1731.3 109.6   3   3   7.7e-19   1.3e-16   58.3  10.8   776   898   952  1076   935  1076 0.52 DNA repair and recombination protein RAD54, putative [Plasmodium vivax]
SCO71299.1           -           1807 2167at5820           -            898   8.2e-62  207.8  21.8   1   4       2.7   4.5e+02   -3.1   4.3   720   769    82   132    31   199 0.69 helicase SRCAP, putative [Plasmodium vivax]
SCO71299.1           -           1807 2167at5820           -            898   8.2e-62  207.8  21.8   2   4   1.7e-36   2.9e-34  116.7   9.1    88   440   519   856   513   859 0.87 helicase SRCAP, putative [Plasmodium vivax]
SCO71299.1           -           1807 2167at5820           -            898   8.2e-62  207.8  21.8   3   4   1.4e-33   2.4e-31  107.0   4.8   492   649  1410  1566  1403  1571 0.95 helicase SRCAP, putative [Plasmodium vivax]
SCO71299.1           -           1807 2167at5820           -            898   8.2e-62  207.8  21.8   4   4       3.2   5.4e+02   -3.3  23.8   678   812  1644  1787  1620  1804 0.50 helicase SRCAP, putative [Plasmodium vivax]
SCO72535.1           -           1396 2167at5820           -            898   2.4e-59  199.7  24.9   1   5       2.2   3.7e+02   -2.8  15.3   750   880   170   305   167   313 0.41 chromatin remodeling protein, putative [Plasmodium vivax]
SCO72535.1           -           1396 2167at5820           -            898   2.4e-59  199.7  24.9   2   5   2.5e-36   4.3e-34  116.1  12.8   138   436   322   600   298   616 0.82 chromatin remodeling protein, putative [Plasmodium vivax]
SCO72535.1           -           1396 2167at5820           -            898   2.4e-59  199.7  24.9   3   5   3.5e-31     6e-29   99.1   4.2   490   673   615   800   610   831 0.91 chromatin remodeling protein, putative [Plasmodium vivax]
SCO72535.1           -           1396 2167at5820           -            898   2.4e-59  199.7  24.9   4   5      0.81   1.4e+02   -1.4  13.2   755   859   849   925   797   960 0.40 chromatin remodeling protein, putative [Plasmodium vivax]
SCO72535.1           -           1396 2167at5820           -            898   2.4e-59  199.7  24.9   5   5       2.4   4.1e+02   -2.9   0.3   631   672  1089  1130  1043  1161 0.67 chromatin remodeling protein, putative [Plasmodium vivax]
SCO71610.1           -           3266 2167at5820           -            898   3.6e-57  192.5  11.6   1   5   5.9e-36     1e-33  114.9   2.9   154   435  1405  1685  1386  1696 0.82 chromodomain-helicase-DNA-binding protein 1 homolog, putative [Plasmodium vivax]
SCO71610.1           -           3266 2167at5820           -            898   3.6e-57  192.5  11.6   2   5   1.7e-29   2.8e-27   93.5   1.5   482   648  1691  1858  1685  1866 0.88 chromodomain-helicase-DNA-binding protein 1 homolog, putative [Plasmodium vivax]
SCO71610.1           -           3266 2167at5820           -            898   3.6e-57  192.5  11.6   3   5       1.8     3e+02   -2.5   3.3   787   821  2338  2365  2326  2390 0.41 chromodomain-helicase-DNA-binding protein 1 homolog, putative [Plasmodium vivax]
