#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74427.1           -            321 9793at5820           -            231  2.3e-112  372.4  19.4   1   3   7.9e-26   1.2e-22   78.8   0.3     1    54     1    54     1    75 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74427.1           -            321 9793at5820           -            231  2.3e-112  372.4  19.4   2   3   1.5e-31   2.4e-28   97.5   0.6    51   108   107   164    98   171 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74427.1           -            321 9793at5820           -            231  2.3e-112  372.4  19.4   3   3   3.2e-64   5.1e-61  204.4   6.6   107   231   185   320   176   320 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74022.1           -            378 9793at5820           -            231   8.2e-06   23.8  13.0   1   3      0.77   1.2e+03   -2.9   0.5   112   158    72   118    52   138 0.59 nuclear movement protein, putative [Plasmodium vivax]
SCO74022.1           -            378 9793at5820           -            231   8.2e-06   23.8  13.0   2   3   8.8e-09   1.4e-05   23.1   3.3    69   132   208   270   200   285 0.84 nuclear movement protein, putative [Plasmodium vivax]
SCO74022.1           -            378 9793at5820           -            231   8.2e-06   23.8  13.0   3   3   0.00047      0.74    7.6   0.1   181   220   285   324   272   335 0.79 nuclear movement protein, putative [Plasmodium vivax]
SCO75245.1           -            293 9793at5820           -            231     4e-05   21.5   2.6   1   2      0.28   4.4e+02   -1.5   0.1   180   205   108   133    86   154 0.72 protein transport protein SEC20, putative [Plasmodium vivax]
SCO75245.1           -            293 9793at5820           -            231     4e-05   21.5   2.6   2   2   2.6e-08     4e-05   21.5   2.6   121   188   153   221   141   225 0.87 protein transport protein SEC20, putative [Plasmodium vivax]
SCO72027.1           -            156 9793at5820           -            231    0.0045   14.8   0.9   1   2   9.7e-06     0.015   13.1   0.3    60   105    11    55     5    94 0.71 CS domain protein, putative [Plasmodium vivax]
SCO72027.1           -            156 9793at5820           -            231    0.0045   14.8   0.9   2   2     0.079   1.2e+02    0.3   0.0   184   198    99   113    81   135 0.72 CS domain protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9793at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9793at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9793at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:15:28 2026
# [ok]
