#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70438.1           -           2447 2879at5820           -           1693         0 2345.4  69.0   1  12  6.6e-154  4.2e-150  500.0   5.3     2   263    40   301    39   322 0.96 cloroquine resistance associated protein Cg2, putative [Plasmodium vivax]
SCO70438.1           -           2447 2879at5820           -           1693         0 2345.4  69.0   2  12  4.2e-129  2.6e-125  417.8   1.3   249   509   356   629   349   637 0.95 cloroquine resistance associated protein Cg2, putative [Plasmodium vivax]
SCO70438.1           -           2447 2879at5820           -           1693         0 2345.4  69.0   3  12     2e-80   1.2e-76  256.5   9.4   506   666   650   809   646   823 0.95 cloroquine resistance associated protein Cg2, putative [Plasmodium vivax]
SCO70438.1           -           2447 2879at5820           -           1693         0 2345.4  69.0   4  12   1.1e-43   6.6e-40  134.7   0.0   676   788   889  1014   879  1020 0.85 cloroquine resistance associated protein Cg2, putative [Plasmodium vivax]
SCO70438.1           -           2447 2879at5820           -           1693         0 2345.4  69.0   5  12     8e-71     5e-67  224.6   0.8   788  1000  1054  1298  1051  1305 0.84 cloroquine resistance associated protein Cg2, putative [Plasmodium vivax]
SCO70438.1           -           2447 2879at5820           -           1693         0 2345.4  69.0   6  12   3.6e-55   2.2e-51  172.8   4.6  1007  1150  1332  1489  1322  1503 0.89 cloroquine resistance associated protein Cg2, putative [Plasmodium vivax]
SCO70438.1           -           2447 2879at5820           -           1693         0 2345.4  69.0   7  12   9.9e-14   6.2e-10   35.4   0.0  1152  1188  1540  1576  1531  1580 0.90 cloroquine resistance associated protein Cg2, putative [Plasmodium vivax]
SCO70438.1           -           2447 2879at5820           -           1693         0 2345.4  69.0   8  12   3.3e-46   2.1e-42  143.0   0.1  1186  1278  1611  1705  1608  1720 0.92 cloroquine resistance associated protein Cg2, putative [Plasmodium vivax]
SCO70438.1           -           2447 2879at5820           -           1693         0 2345.4  69.0   9  12     2e-14   1.3e-10   37.7   0.0  1283  1333  1802  1852  1795  1858 0.86 cloroquine resistance associated protein Cg2, putative [Plasmodium vivax]
SCO70438.1           -           2447 2879at5820           -           1693         0 2345.4  69.0  10  12   2.4e-18   1.5e-14   50.7   0.0  1341  1410  1938  2012  1903  2019 0.77 cloroquine resistance associated protein Cg2, putative [Plasmodium vivax]
SCO70438.1           -           2447 2879at5820           -           1693         0 2345.4  69.0  11  12   1.2e-62   7.7e-59  197.5   5.9  1417  1569  2092  2278  2078  2283 0.82 cloroquine resistance associated protein Cg2, putative [Plasmodium vivax]
SCO70438.1           -           2447 2879at5820           -           1693         0 2345.4  69.0  12  12   9.1e-61   5.7e-57  191.3   0.4  1576  1691  2326  2445  2317  2447 0.93 cloroquine resistance associated protein Cg2, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2879at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2879at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2879at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:46:25 2026
# [ok]
