#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75213.1           -           2052 659at5820            -           1239         0 2042.7 106.8   1  10   1.6e-06      0.01   12.0   0.2     1    32   113   144   113   177 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75213.1           -           2052 659at5820            -           1239         0 2042.7 106.8   2  10    0.0005       3.1    3.7   0.0    27    51   238   262   214   266 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75213.1           -           2052 659at5820            -           1239         0 2042.7 106.8   3  10  5.9e-145  3.7e-141  470.5   4.3    51   281   333   571   325   579 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75213.1           -           2052 659at5820            -           1239         0 2042.7 106.8   4  10  1.2e-109  7.4e-106  353.6   8.2   282   491   607   831   599   839 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75213.1           -           2052 659at5820            -           1239         0 2042.7 106.8   5  10   2.1e-67   1.3e-63  213.6   2.6   490   615   882  1011   876  1046 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75213.1           -           2052 659at5820            -           1239         0 2042.7 106.8   6  10     0.076   4.8e+02   -3.5   0.0   602   629  1127  1154  1119  1155 0.80 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75213.1           -           2052 659at5820            -           1239         0 2042.7 106.8   7  10  1.6e-127    1e-123  412.8  12.8   626   843  1195  1417  1165  1422 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75213.1           -           2052 659at5820            -           1239         0 2042.7 106.8   8  10   1.6e-95     1e-91  306.8  19.4   837  1036  1480  1702  1473  1705 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75213.1           -           2052 659at5820            -           1239         0 2042.7 106.8   9  10   3.9e-28   2.5e-24   83.5   0.6  1032  1092  1722  1782  1718  1791 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75213.1           -           2052 659at5820            -           1239         0 2042.7 106.8  10  10   1.3e-70   8.2e-67  224.3   5.9  1090  1225  1844  1994  1830  2006 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/659at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/659at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/659at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:51:08 2026
# [ok]
