#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73424.1           -           3197 258at5820            -           2240         0 2622.5 230.4   1  15   1.7e-44   5.3e-41  138.3   1.3   449   549    26   127    18   128 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73424.1           -           3197 258at5820            -           2240         0 2622.5 230.4   2  15   8.2e-39   2.6e-35  119.4   6.7   603   685   128   210   127   219 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73424.1           -           3197 258at5820            -           2240         0 2622.5 230.4   3  15   5.6e-76   1.8e-72  242.7  14.6   679   819   331   471   323   475 0.98 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73424.1           -           3197 258at5820            -           2240         0 2622.5 230.4   4  15  4.5e-114  1.4e-110  369.1  30.5   819  1064   534   828   528   831 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73424.1           -           3197 258at5820            -           2240         0 2622.5 230.4   5  15   1.6e-07   0.00052   15.6   0.1  1062  1089   861   888   843   904 0.74 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73424.1           -           3197 258at5820            -           2240         0 2622.5 230.4   6  15  1.9e-128  5.9e-125  416.7  16.5  1088  1336   951  1204   944  1225 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73424.1           -           3197 258at5820            -           2240         0 2622.5 230.4   7  15   4.5e-28   1.4e-24   83.8   4.4  1311  1426  1432  1563  1418  1571 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73424.1           -           3197 258at5820            -           2240         0 2622.5 230.4   8  15   1.3e-09     4e-06   22.6   0.1  1414  1453  1574  1613  1567  1621 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73424.1           -           3197 258at5820            -           2240         0 2622.5 230.4   9  15  8.3e-130  2.6e-126  421.2  30.8  1443  1689  1728  1990  1715  1992 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73424.1           -           3197 258at5820            -           2240         0 2622.5 230.4  10  15   6.2e-51     2e-47  159.6  10.3  1695  1789  2051  2146  2048  2154 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73424.1           -           3197 258at5820            -           2240         0 2622.5 230.4  11  15   9.4e-34     3e-30  102.6   2.2  1787  1865  2179  2258  2173  2281 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73424.1           -           3197 258at5820            -           2240         0 2622.5 230.4  12  15     3e-06    0.0095   11.4   0.1  1869  1896  2320  2347  2311  2353 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73424.1           -           3197 258at5820            -           2240         0 2622.5 230.4  13  15   1.5e-26   4.7e-23   78.8   0.0  1890  1961  2406  2477  2399  2482 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73424.1           -           3197 258at5820            -           2240         0 2622.5 230.4  14  15  1.1e-104  3.5e-101  337.9  11.9  1956  2164  2576  2786  2563  2799 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73424.1           -           3197 258at5820            -           2240         0 2622.5 230.4  15  15   7.3e-54   2.3e-50  169.4   6.3  2137  2240  3094  3197  3043  3197 0.80 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73423.1           -            645 258at5820            -           2240  1.4e-208  694.1  58.0   1   3  2.5e-123  7.8e-120  399.7  36.8     5   283    21   349    18   353 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73423.1           -            645 258at5820            -           2240  1.4e-208  694.1  58.0   2   3   3.5e-05      0.11    7.9   0.2   281   303   398   420   394   426 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73423.1           -            645 258at5820            -           2240  1.4e-208  694.1  58.0   3   3   1.3e-88     4e-85  284.6   8.0   293   459   475   644   456   645 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/258at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/258at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/258at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:41:05 2026
# [ok]
