#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73765.1           -           5779 90at5820             -           3291         0 5171.0 414.5   1  25   2.8e-80   1.7e-76  255.8  18.8     1   167    15   183    15   197 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73765.1           -           5779 90at5820             -           3291         0 5171.0 414.5   2  25   4.5e-79   2.8e-75  251.8   9.7   167   337   241   428   235   435 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73765.1           -           5779 90at5820             -           3291         0 5171.0 414.5   3  25   4.7e-63     3e-59  198.7   8.4   336   464   572   713   561   719 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73765.1           -           5779 90at5820             -           3291         0 5171.0 414.5   4  25   3.3e-48   2.1e-44  149.4   1.2   467   560   754   847   736   851 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73765.1           -           5779 90at5820             -           3291         0 5171.0 414.5   5  25  3.1e-102   1.9e-98  328.7  12.1   560   749   916  1127   911  1141 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73765.1           -           5779 90at5820             -           3291         0 5171.0 414.5   6  25   2.7e-31   1.7e-27   93.3   0.9   756   845  1200  1309  1197  1316 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73765.1           -           5779 90at5820             -           3291         0 5171.0 414.5   7  25   2.8e-98   1.7e-94  315.6  15.7   847  1048  1362  1575  1336  1579 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73765.1           -           5779 90at5820             -           3291         0 5171.0 414.5   8  25  6.8e-111  4.3e-107  357.4  15.4  1048  1260  1622  1839  1619  1844 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73765.1           -           5779 90at5820             -           3291         0 5171.0 414.5   9  25     5e-10   3.1e-06   22.7   0.4  1258  1287  1868  1897  1855  1906 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73765.1           -           5779 90at5820             -           3291         0 5171.0 414.5  10  25   1.6e-79     1e-75  253.3   6.8  1279  1428  1980  2129  1973  2147 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73765.1           -           5779 90at5820             -           3291         0 5171.0 414.5  11  25   3.1e-92     2e-88  295.5   2.7  1446  1613  2800  2970  2794  2979 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73765.1           -           5779 90at5820             -           3291         0 5171.0 414.5  12  25   2.9e-42   1.8e-38  129.7   0.1  1615  1699  3000  3084  2995  3090 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73765.1           -           5779 90at5820             -           3291         0 5171.0 414.5  13  25   6.8e-74   4.3e-70  234.6   9.0  1699  1826  3130  3257  3126  3271 0.98 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73765.1           -           5779 90at5820             -           3291         0 5171.0 414.5  14  25     0.015        94   -2.1   0.0  1826  1843  3284  3301  3281  3303 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73765.1           -           5779 90at5820             -           3291         0 5171.0 414.5  15  25   1.1e-63   6.9e-60  200.7  13.3  1843  1970  3473  3613  3469  3620 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73765.1           -           5779 90at5820             -           3291         0 5171.0 414.5  16  25   1.1e-99   7.1e-96  320.2   7.7  1969  2178  3735  3965  3724  3972 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73765.1           -           5779 90at5820             -           3291         0 5171.0 414.5  17  25   6.4e-65     4e-61  204.8  10.7  2177  2300  4035  4158  4031  4165 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73765.1           -           5779 90at5820             -           3291         0 5171.0 414.5  18  25   2.3e-48   1.5e-44  149.9  17.7  2295  2391  4197  4308  4182  4319 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73765.1           -           5779 90at5820             -           3291         0 5171.0 414.5  19  25   8.3e-08   0.00052   15.3   0.3  2392  2416  4377  4401  4368  4406 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73765.1           -           5779 90at5820             -           3291         0 5171.0 414.5  20  25   3.5e-72   2.2e-68  229.0  22.7  2415  2545  4444  4574  4437  4580 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73765.1           -           5779 90at5820             -           3291         0 5171.0 414.5  21  25   8.6e-14   5.4e-10   35.2   0.1  2542  2582  4629  4669  4622  4671 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73765.1           -           5779 90at5820             -           3291         0 5171.0 414.5  22  25   5.2e-69   3.2e-65  218.4  13.0  2581  2706  4734  4874  4723  4876 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73765.1           -           5779 90at5820             -           3291         0 5171.0 414.5  23  25  7.6e-136  4.8e-132  440.2  31.2  2706  2945  4922  5172  4920  5175 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73765.1           -           5779 90at5820             -           3291         0 5171.0 414.5  24  25   5.9e-28   3.7e-24   82.2   0.8  2938  2995  5209  5266  5206  5274 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73765.1           -           5779 90at5820             -           3291         0 5171.0 414.5  25  25  8.3e-159  5.2e-155  516.4  25.9  3000  3291  5452  5777  5446  5777 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/90at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/90at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/90at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:08:38 2026
# [ok]
