#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74410.1           -           1834 1374at5820           -           1085         0 1788.0 172.0   1   9   7.1e-88   4.4e-84  281.6  24.7     2   153    10   165     9   178 0.95 zinc finger protein, putative [Plasmodium vivax]
SCO74410.1           -           1834 1374at5820           -           1085         0 1788.0 172.0   2   9   3.6e-32   2.3e-28   97.1   4.8   148   207   224   283   216   302 0.88 zinc finger protein, putative [Plasmodium vivax]
SCO74410.1           -           1834 1374at5820           -           1085         0 1788.0 172.0   3   9  1.1e-229  6.7e-226  751.2  59.1   209   594   423   826   416   832 0.96 zinc finger protein, putative [Plasmodium vivax]
SCO74410.1           -           1834 1374at5820           -           1085         0 1788.0 172.0   4   9   1.9e-75   1.2e-71  240.4  20.2   593   749   898  1063   873  1069 0.93 zinc finger protein, putative [Plasmodium vivax]
SCO74410.1           -           1834 1374at5820           -           1085         0 1788.0 172.0   5   9   5.9e-17   3.7e-13   46.7   0.0   752   798  1122  1169  1098  1183 0.78 zinc finger protein, putative [Plasmodium vivax]
SCO74410.1           -           1834 1374at5820           -           1085         0 1788.0 172.0   6   9   1.2e-85   7.6e-82  274.2  10.5   802   957  1234  1392  1218  1399 0.95 zinc finger protein, putative [Plasmodium vivax]
SCO74410.1           -           1834 1374at5820           -           1085         0 1788.0 172.0   7   9     9e-22   5.7e-18   62.7   0.2   957  1001  1433  1480  1424  1502 0.82 zinc finger protein, putative [Plasmodium vivax]
SCO74410.1           -           1834 1374at5820           -           1085         0 1788.0 172.0   8   9   0.00015      0.92    5.7   0.0  1006  1031  1556  1590  1541  1596 0.76 zinc finger protein, putative [Plasmodium vivax]
SCO74410.1           -           1834 1374at5820           -           1085         0 1788.0 172.0   9   9   4.1e-22   2.6e-18   63.8   3.1  1035  1085  1784  1834  1750  1834 0.87 zinc finger protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1374at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1374at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1374at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:33:17 2026
# [ok]
