#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74522.1           -           2439 322at5820            -           1848         0 3562.8 181.8   1   6     0.013        16    0.9   0.1     1    28     1    40     1    47 0.66 RNA helicase, putative [Plasmodium vivax]
SCO74522.1           -           2439 322at5820            -           1848         0 3562.8 181.8   2   6   1.4e-95   1.8e-92  309.1  17.4    47   249   179   412   160   419 0.90 RNA helicase, putative [Plasmodium vivax]
SCO74522.1           -           2439 322at5820            -           1848         0 3562.8 181.8   3   6         0         0 1326.4  52.1   248   860   520  1137   515  1141 0.99 RNA helicase, putative [Plasmodium vivax]
SCO74522.1           -           2439 322at5820            -           1848         0 3562.8 181.8   4   6         0         0 1040.5  37.0   858  1342  1198  1689  1192  1693 0.98 RNA helicase, putative [Plasmodium vivax]
SCO74522.1           -           2439 322at5820            -           1848         0 3562.8 181.8   5   6    6e-169  7.5e-166  552.4  18.8  1332  1602  1747  2021  1731  2025 0.97 RNA helicase, putative [Plasmodium vivax]
SCO74522.1           -           2439 322at5820            -           1848         0 3562.8 181.8   6   6  6.3e-109  7.9e-106  353.4  21.1  1600  1848  2121  2431  2118  2431 0.86 RNA helicase, putative [Plasmodium vivax]
SCO71468.1           -           2675 322at5820            -           1848  1.1e-170  568.4  83.3   1   8   3.4e-42   4.2e-39  132.1   1.3   173   365   667   861   656   865 0.88 pre-mRNA-splicing helicase BRR2, putative [Plasmodium vivax]
SCO71468.1           -           2675 322at5820            -           1848  1.1e-170  568.4  83.3   2   8   9.3e-79   1.2e-75  253.4   1.0   372   662   939  1230   931  1237 0.96 pre-mRNA-splicing helicase BRR2, putative [Plasmodium vivax]
SCO71468.1           -           2675 322at5820            -           1848  1.1e-170  568.4  83.3   3   8   1.9e-19   2.4e-16   56.7  25.2   663   972  1262  1559  1253  1563 0.84 pre-mRNA-splicing helicase BRR2, putative [Plasmodium vivax]
SCO71468.1           -           2675 322at5820            -           1848  1.1e-170  568.4  83.3   4   8   2.5e-06    0.0031   13.2   0.1   972  1096  1585  1710  1568  1721 0.81 pre-mRNA-splicing helicase BRR2, putative [Plasmodium vivax]
SCO71468.1           -           2675 322at5820            -           1848  1.1e-170  568.4  83.3   5   8   3.8e-17   4.7e-14   49.1   0.1  1100  1206  1752  1857  1745  1863 0.90 pre-mRNA-splicing helicase BRR2, putative [Plasmodium vivax]
SCO71468.1           -           2675 322at5820            -           1848  1.1e-170  568.4  83.3   6   8   9.8e-08   0.00012   17.9   1.4  1211  1307  1935  2028  1916  2042 0.84 pre-mRNA-splicing helicase BRR2, putative [Plasmodium vivax]
SCO71468.1           -           2675 322at5820            -           1848  1.1e-170  568.4  83.3   7   8     2e-26   2.5e-23   79.9   4.5  1355  1526  2053  2224  2047  2256 0.88 pre-mRNA-splicing helicase BRR2, putative [Plasmodium vivax]
SCO71468.1           -           2675 322at5820            -           1848  1.1e-170  568.4  83.3   8   8      0.16     2e+02   -2.7   4.4  1652  1745  2429  2527  2401  2579 0.75 pre-mRNA-splicing helicase BRR2, putative [Plasmodium vivax]
SCO73834.1           -           1384 322at5820            -           1848   2.2e-27   93.3   6.9   1   2   1.8e-30   2.2e-27   93.3   6.9  1069  1459   267   662   248   743 0.80 ATP-dependant RNA helicase, putative [Plasmodium vivax]
SCO73834.1           -           1384 322at5820            -           1848   2.2e-27   93.3   6.9   2   2         4   5.1e+03   -7.4   3.5   844  1348  1069  1092  1028  1136 0.49 ATP-dependant RNA helicase, putative [Plasmodium vivax]
SCO71854.1           -           1383 322at5820            -           1848   3.7e-25   85.9  15.8   1   2   1.1e-14   1.4e-11   40.9   3.5  1073  1193   327   438   315   444 0.86 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO71854.1           -           1383 322at5820            -           1848   3.7e-25   85.9  15.8   2   2   2.2e-17   2.8e-14   49.8   4.5  1317  1461   633   776   620   863 0.79 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO74077.1           -           1093 322at5820            -           1848   9.2e-21   71.3   8.6   1   3   3.4e-16   4.2e-13   45.9   2.6  1072  1232   248   413   240   419 0.83 helicase, putative [Plasmodium vivax]
SCO74077.1           -           1093 322at5820            -           1848   9.2e-21   71.3   8.6   2   3   7.1e-14   8.9e-11   38.2   0.4   497   584   528   609   457   620 0.73 helicase, putative [Plasmodium vivax]
SCO74077.1           -           1093 322at5820            -           1848   9.2e-21   71.3   8.6   3   3         2   2.6e+03   -6.4   4.1  1760  1826   769   836   733   854 0.69 helicase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/322at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/322at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/322at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:38:01 2026
# [ok]
