#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71230.1           -           1187 3824at5820           -            858         0 1362.6  90.7   1   6    0.0093       1.9    4.9   0.1    19    39    76    96    57   105 0.73 ATP-dependent RNA helicase DBP10, putative [Plasmodium vivax]
SCO71230.1           -           1187 3824at5820           -            858         0 1362.6  90.7   2   6  6.1e-254  1.3e-251  835.9  14.7    32   436   134   547   113   571 0.95 ATP-dependent RNA helicase DBP10, putative [Plasmodium vivax]
SCO71230.1           -           1187 3824at5820           -            858         0 1362.6  90.7   3   6   3.2e-46   6.7e-44  148.7   0.4   431   515   597   681   592   686 0.97 ATP-dependent RNA helicase DBP10, putative [Plasmodium vivax]
SCO71230.1           -           1187 3824at5820           -            858         0 1362.6  90.7   4   6   1.5e-62   3.1e-60  202.8  22.2   535   717   773   984   768   993 0.83 ATP-dependent RNA helicase DBP10, putative [Plasmodium vivax]
SCO71230.1           -           1187 3824at5820           -            858         0 1362.6  90.7   5   6   4.3e-12   8.9e-10   35.8   1.3   717   751  1007  1041  1002  1059 0.86 ATP-dependent RNA helicase DBP10, putative [Plasmodium vivax]
SCO71230.1           -           1187 3824at5820           -            858         0 1362.6  90.7   6   6   3.2e-47   6.8e-45  152.0  20.5   733   858  1050  1178  1040  1178 0.91 ATP-dependent RNA helicase DBP10, putative [Plasmodium vivax]
SCO73552.1           -            599 3824at5820           -            858   3.5e-56  189.3  14.5   1   3       1.4   2.9e+02   -2.3   2.4   613   648    23    58     8    74 0.64 ATP-dependent RNA helicase HAS1, putative [Plasmodium vivax]
SCO73552.1           -            599 3824at5820           -            858   3.5e-56  189.3  14.5   2   3   1.7e-58   3.5e-56  189.3  14.5    64   401   148   483   134   509 0.87 ATP-dependent RNA helicase HAS1, putative [Plasmodium vivax]
SCO73552.1           -            599 3824at5820           -            858   3.5e-56  189.3  14.5   3   3       4.8     1e+03   -4.1   0.1   761   789   527   555   521   575 0.79 ATP-dependent RNA helicase HAS1, putative [Plasmodium vivax]
SCO71006.1           -            533 3824at5820           -            858   6.6e-47  158.6  12.3   1   1     5e-49   1.1e-46  158.0  12.3    62   434   126   495   114   528 0.87 ATP-dependent rRNA helicase RRP3, putative [Plasmodium vivax]
SCO74223.1           -            398 3824at5820           -            858   2.4e-46  156.8   0.2   1   1   1.4e-48     3e-46  156.5   0.2    54   412    15   370     3   372 0.90 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
SCO73062.1           -            667 3824at5820           -            858   5.9e-45  152.2   0.0   1   1   2.8e-47   5.9e-45  152.2   0.0    80   403   235   565   217   575 0.83 RNA helicase 1, putative [Plasmodium vivax]
SCO75149.1           -            626 3824at5820           -            858   6.7e-44  148.7  18.7   1   1   4.4e-46   9.2e-44  148.2  18.7    74   415   158   514   151   544 0.87 DEAD box helicase, putative [Plasmodium vivax]
SCO71470.1           -            388 3824at5820           -            858   4.7e-43  145.9   4.0   1   1   2.8e-45   5.9e-43  145.6   4.0    53   414     6   364     2   377 0.90 eukaryotic initiation factor 4A-III, putative [Plasmodium vivax]
SCO75754.1           -            731 3824at5820           -            858   1.9e-41  140.6  17.8   1   1   8.9e-44   1.9e-41  140.6  17.8    81   402   122   474   106   484 0.80 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO75363.1           -            923 3824at5820           -            858   2.1e-41  140.4  12.0   1   1   1.4e-42   2.9e-40  136.6  12.0    61   403   337   719   289   745 0.81 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO75518.1           -            717 3824at5820           -            858   6.5e-41  138.8   1.7   1   2   7.3e-09   1.5e-06   25.1   0.0    58   127   274   342   221   346 0.79 DNA helicase 60, putative [Plasmodium vivax]
SCO75518.1           -            717 3824at5820           -            858   6.5e-41  138.8   1.7   2   2   3.1e-35   6.5e-33  112.3   1.0   133   403   401   670   394   684 0.87 DNA helicase 60, putative [Plasmodium vivax]
SCO73265.1           -           1435 3824at5820           -            858     2e-40  137.2  10.0   1   2       1.5   3.1e+02   -2.4   1.7   599   641   364   401   317   417 0.67 pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative [Plasmodium vivax]
SCO73265.1           -           1435 3824at5820           -            858     2e-40  137.2  10.0   2   2   9.8e-43     2e-40  137.2  10.0    61   432   667  1043   604  1048 0.81 pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative [Plasmodium vivax]
SCO71091.1           -            473 3824at5820           -            858   5.8e-40  135.7   1.7   1   2   2.8e-06   0.00058   16.6   0.0    63   126    60   122    43   127 0.87 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO71091.1           -            473 3824at5820           -            858   5.8e-40  135.7   1.7   2   2   3.6e-36   7.6e-34  115.4   3.3   133   411   159   441   152   451 0.88 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO73308.1           -            720 3824at5820           -            858   1.2e-39  134.6   6.7   1   2   0.00014      0.03   10.9   0.0    83   125   146   188   131   193 0.86 ATP-dependent helicase, putative [Plasmodium vivax]
SCO73308.1           -            720 3824at5820           -            858   1.2e-39  134.6   6.7   2   2   8.4e-39   1.8e-36  124.1   3.5   137   410   228   503   225   522 0.89 ATP-dependent helicase, putative [Plasmodium vivax]
SCO74455.1           -            528 3824at5820           -            858   1.7e-38  130.8   0.0   1   1     1e-40   2.2e-38  130.5   0.0    63   403   114   456    74   468 0.88 ATP-dependent RNA helicase DDX5, putative [Plasmodium vivax]
SCO71586.1           -            606 3824at5820           -            858   1.1e-37  128.1   3.2   1   2   4.7e-11   9.8e-09   32.4   0.3    72   121   141   190   136   197 0.88 ATP-dependent RNA helicase ROK1, putative [Plasmodium vivax]
SCO71586.1           -            606 3824at5820           -            858   1.1e-37  128.1   3.2   2   2   2.3e-30   4.9e-28   96.2   0.2   132   423   231   528   224   532 0.85 ATP-dependent RNA helicase ROK1, putative [Plasmodium vivax]
SCO74881.1           -            877 3824at5820           -            858     2e-37  127.2  31.0   1   3   9.8e-40     2e-37  127.2  31.0    36   401   108   479    77   491 0.85 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO74881.1           -            877 3824at5820           -            858     2e-37  127.2  31.0   2   3      0.24        50    0.2   1.4   747   781   494   528   489   563 0.80 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO74881.1           -            877 3824at5820           -            858     2e-37  127.2  31.0   3   3      0.86   1.8e+02   -1.6   6.7   558   650   770   867   764   874 0.55 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO73166.1           -           1009 3824at5820           -            858   8.9e-36  121.8   0.0   1   3       2.9   6.1e+02   -3.4   1.2   603   638   351   385   332   405 0.62 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO73166.1           -           1009 3824at5820           -            858   8.9e-36  121.8   0.0   2   3   2.3e-24   4.9e-22   76.4   0.0    65   232   587   758   530   767 0.83 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO73166.1           -           1009 3824at5820           -            858   8.9e-36  121.8   0.0   3   3   3.7e-17   7.7e-15   52.6   0.0   241   422   792   971   778   978 0.84 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO74062.1           -            489 3824at5820           -            858   1.9e-34  117.4   0.6   1   1   3.6e-36   7.6e-34  115.4   0.6    63   413    59   426    45   442 0.81 ATP-dependent RNA helicase DBP8, putative [Plasmodium vivax]
SCO71685.1           -           1015 3824at5820           -            858   2.4e-34  117.1   2.5   1   1   1.8e-36   3.8e-34  116.4   2.5    74   403   637   977   620   987 0.85 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO74462.1           -            791 3824at5820           -            858   1.2e-33  114.8  15.7   1   2   6.5e-31   1.4e-28   98.0   9.5    80   260   257   461   203   476 0.77 ATP-dependent RNA helicase MAK5, putative [Plasmodium vivax]
SCO74462.1           -            791 3824at5820           -            858   1.2e-33  114.8  15.7   2   2   3.7e-10   7.7e-08   29.4   0.4   344   413   610   682   594   705 0.87 ATP-dependent RNA helicase MAK5, putative [Plasmodium vivax]
SCO72338.1           -            382 3824at5820           -            858     2e-32  110.8   1.9   1   1   1.2e-34   2.6e-32  110.4   1.9   135   426    79   368    74   375 0.89 ATP-dependent RNA helicase DDX6, putative [Plasmodium vivax]
SCO75658.1           -            850 3824at5820           -            858   1.2e-25   88.3   7.3   1   3   3.3e-24     7e-22   75.9   3.6    64   265    93   304    79   312 0.79 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO75658.1           -            850 3824at5820           -            858   1.2e-25   88.3   7.3   2   3       5.9   1.2e+03   -4.4   2.5   301   354   391   444   373   459 0.54 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO75658.1           -            850 3824at5820           -            858   1.2e-25   88.3   7.3   3   3   3.4e-08     7e-06   22.9   0.1   368   407   516   558   512   564 0.84 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO72330.1           -            761 3824at5820           -            858   1.4e-25   88.0  29.1   1   2   3.2e-06   0.00067   16.4   0.1    45   128   232   319   192   323 0.77 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO72330.1           -            761 3824at5820           -            858   1.4e-25   88.0  29.1   2   2   1.1e-25   2.3e-23   80.7  15.7   136   402   380   644   376   665 0.87 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO70895.1           -            850 3824at5820           -            858   5.8e-22   76.1   1.7   1   2   1.1e-21   2.4e-19   67.5   1.3    69   235   143   316   135   321 0.86 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO70895.1           -            850 3824at5820           -            858   5.8e-22   76.1   1.7   2   2   4.3e-06   0.00091   15.9   0.0   335   400   610   677   602   686 0.86 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO73134.1           -            816 3824at5820           -            858   1.3e-18   65.0  24.2   1   4   3.3e-08     7e-06   22.9   0.0    62   128     2    67     1    74 0.91 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO73134.1           -            816 3824at5820           -            858   1.3e-18   65.0  24.2   2   4   1.4e-08   2.9e-06   24.2   6.0   136   268   332   470   325   489 0.77 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO73134.1           -            816 3824at5820           -            858   1.3e-18   65.0  24.2   3   4       9.7     2e+03   -5.1   6.2   441   522   488   572   469   587 0.69 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO73134.1           -            816 3824at5820           -            858   1.3e-18   65.0  24.2   4   4   3.9e-10   8.3e-08   29.3   0.2   330   403   605   677   596   686 0.87 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO74323.1           -            787 3824at5820           -            858   9.6e-16   55.5  16.1   1   1   4.6e-18   9.6e-16   55.5  16.1    64   404   374   722   337   782 0.71 ATP-dependent RNA helicase DBP5, putative [Plasmodium vivax]
SCO74879.1           -            995 3824at5820           -            858   2.6e-11   40.8  42.0   1   4   0.00055      0.12    9.0   0.0    84   125    69   110    48   119 0.85 ATP-dependent rRNA helicase SPB4, putative [Plasmodium vivax]
SCO74879.1           -            995 3824at5820           -            858   2.6e-11   40.8  42.0   2   4   8.8e-09   1.8e-06   24.8   5.8   130   249   237   385   231   397 0.71 ATP-dependent rRNA helicase SPB4, putative [Plasmodium vivax]
SCO74879.1           -            995 3824at5820           -            858   2.6e-11   40.8  42.0   3   4   3.9e-08   8.2e-06   22.7   2.8   323   415   551   643   528   664 0.75 ATP-dependent rRNA helicase SPB4, putative [Plasmodium vivax]
SCO74879.1           -            995 3824at5820           -            858   2.6e-11   40.8  42.0   4   4       7.9   1.6e+03   -4.8  15.2   587   667   852   932   771   988 0.60 ATP-dependent rRNA helicase SPB4, putative [Plasmodium vivax]
SCO70477.1           -           1250 3824at5820           -            858     4e-11   40.3  22.1   1   5   0.00015     0.032   10.8   0.0    81   116    45    80    18    97 0.77 RNA helicase, putative [Plasmodium vivax]
SCO70477.1           -           1250 3824at5820           -            858     4e-11   40.3  22.1   2   5       3.7   7.8e+02   -3.7   0.0   136   154   138   156   136   161 0.79 RNA helicase, putative [Plasmodium vivax]
SCO70477.1           -           1250 3824at5820           -            858     4e-11   40.3  22.1   3   5    0.0089       1.9    5.0   0.1   161   238   216   316   204   350 0.64 RNA helicase, putative [Plasmodium vivax]
SCO70477.1           -           1250 3824at5820           -            858     4e-11   40.3  22.1   4   5       3.3   6.8e+02   -3.5   5.4   801   819   432   450   414   493 0.51 RNA helicase, putative [Plasmodium vivax]
SCO70477.1           -           1250 3824at5820           -            858     4e-11   40.3  22.1   5   5   8.8e-12   1.8e-09   34.8   2.6   295   415   590   713   580   724 0.78 RNA helicase, putative [Plasmodium vivax]
SCO70772.1           -            548 3824at5820           -            858   6.8e-11   39.5  26.9   1   1   3.3e-13   6.8e-11   39.5  26.9   104   401   139   463   131   471 0.71 ATP-dependent RNA helicase protein, putative [Plasmodium vivax]
SCO72559.1           -           1329 3824at5820           -            858     7e-07   26.2   7.0   1   2     0.027       5.7    3.4   0.1   176   237   496   557   461   563 0.79 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO72559.1           -           1329 3824at5820           -            858     7e-07   26.2   7.0   2   2   1.2e-08   2.6e-06   24.3   2.6   300   402   879   980   876   983 0.82 DEAD/DEAH box helicase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3824at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3824at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3824at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:40:50 2026
# [ok]
