#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71031.1           -            272 11219at5820          -            205  4.9e-102  338.2  35.0   1   1  9.4e-102   5.4e-99  328.2  35.0     2   205    13   252    12   252 0.88 palmitoyltransferase, putative [Plasmodium vivax]
SCO72645.1           -            294 11219at5820          -            205   3.9e-22   77.2  13.8   1   2    0.0013      0.75    7.7   0.6     6    62    16    71     4    97 0.59 palmitoyltransferase, putative [Plasmodium vivax]
SCO72645.1           -            294 11219at5820          -            205   3.9e-22   77.2  13.8   2   2   9.1e-24   5.2e-21   73.6   7.4    61   203    97   249    84   251 0.78 palmitoyltransferase, putative [Plasmodium vivax]
SCO73758.1           -            284 11219at5820          -            205   5.5e-22   76.7  21.3   1   1   9.4e-24   5.3e-21   73.5  21.3    22   128    48   166    23   260 0.73 palmitoyltransferase, putative [Plasmodium vivax]
SCO73057.1           -            437 11219at5820          -            205   1.5e-21   75.4  13.4   1   2       2.2   1.3e+03   -2.8   1.7    15    25   159   169   135   214 0.52 palmitoyltransferase, putative [Plasmodium vivax]
SCO73057.1           -            437 11219at5820          -            205   1.5e-21   75.4  13.4   2   2   2.5e-24   1.5e-21   75.4  13.4    59   205   246   405   235   405 0.72 palmitoyltransferase, putative [Plasmodium vivax]
SCO72475.1           -            611 11219at5820          -            205   6.6e-17   60.1  13.5   1   2       1.4   8.1e+02   -2.2   1.8    88   110   255   279   218   329 0.63 palmitoyltransferase, putative [Plasmodium vivax]
SCO72475.1           -            611 11219at5820          -            205   6.6e-17   60.1  13.5   2   2   1.2e-19   6.6e-17   60.1  13.5    60   178   431   552   422   567 0.72 palmitoyltransferase, putative [Plasmodium vivax]
SCO75291.1           -            297 11219at5820          -            205   7.7e-17   59.9  11.6   1   2       5.9   3.4e+03   -4.2   6.2   109   147    42    81    22    96 0.48 palmitoyltransferase, putative [Plasmodium vivax]
SCO75291.1           -            297 11219at5820          -            205   7.7e-17   59.9  11.6   2   2   1.3e-19   7.7e-17   59.9  11.6    60   135   127   203   114   270 0.69 palmitoyltransferase, putative [Plasmodium vivax]
SCO75303.1           -           1010 11219at5820          -            205   1.8e-16   58.7  19.2   1   2      0.97   5.6e+02   -1.7   0.6    10    66    47   108    42   114 0.62 palmitoyltransferase, putative [Plasmodium vivax]
SCO75303.1           -           1010 11219at5820          -            205   1.8e-16   58.7  19.2   2   2   3.1e-19   1.8e-16   58.7  19.2    57   187   135   281   125   294 0.71 palmitoyltransferase, putative [Plasmodium vivax]
SCO71649.1           -            281 11219at5820          -            205   1.3e-14   52.6   6.1   1   2     0.055        32    2.4   0.4     5    59    34    87    24   104 0.77 palmitoyltransferase, putative [Plasmodium vivax]
SCO71649.1           -            281 11219at5820          -            205   1.3e-14   52.6   6.1   2   2   2.3e-17   1.3e-14   52.6   6.1    60   204   111   264   100   265 0.72 palmitoyltransferase, putative [Plasmodium vivax]
SCO72696.1           -            289 11219at5820          -            205   3.3e-14   51.3  15.7   1   2   5.7e-17   3.3e-14   51.3  15.7    61   128   109   176    95   184 0.87 palmitoyltransferase, putative [Plasmodium vivax]
SCO72696.1           -            289 11219at5820          -            205   3.3e-14   51.3  15.7   2   2       3.2   1.8e+03   -3.3   5.7    97   142   191   240   178   246 0.63 palmitoyltransferase, putative [Plasmodium vivax]
SCO71163.1           -            287 11219at5820          -            205   1.1e-12   46.4  11.4   1   2   1.9e-15   1.1e-12   46.4  11.4    59   129   100   173    77   184 0.80 palmitoyltransferase, putative [Plasmodium vivax]
SCO71163.1           -            287 11219at5820          -            205   1.1e-12   46.4  11.4   2   2       1.1   6.5e+02   -1.9   0.2    17    42   199   223   193   246 0.67 palmitoyltransferase, putative [Plasmodium vivax]
SCO74163.1           -            641 11219at5820          -            205   1.7e-10   39.2   4.0   1   1   7.7e-13   4.4e-10   37.9   4.0    59   115   435   491   425   563 0.76 palmitoyltransferase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11219at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11219at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11219at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:32:19 2026
# [ok]
