#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72928.1           -            359 8787at5820           -            280    5e-148  490.2  43.0   1   2   2.8e-98   3.6e-95  316.8  25.5     1   176     6   205     6   210 0.91 ubiquitin activating enzyme (E1) subunit Aos1, putative [Plasmodium vivax]
SCO72928.1           -            359 8787at5820           -            280    5e-148  490.2  43.0   2   2   5.3e-53   6.6e-50  168.3   9.4   177   280   234   359   226   359 0.87 ubiquitin activating enzyme (E1) subunit Aos1, putative [Plasmodium vivax]
SCO74057.1           -           1676 8787at5820           -            280   7.9e-16   56.5  14.7   1   3     1e-16   1.3e-13   49.3   4.9     3   166   192   353   190   378 0.70 ubiquitin-activating enzyme, putative [Plasmodium vivax]
SCO74057.1           -           1676 8787at5820           -            280   7.9e-16   56.5  14.7   2   3   5.7e-05     0.071   10.7   0.7   211   269   578   636   549   640 0.80 ubiquitin-activating enzyme, putative [Plasmodium vivax]
SCO74057.1           -           1676 8787at5820           -            280   7.9e-16   56.5  14.7   3   3     0.071        90    0.6   0.0    10    65   655   720   648   774 0.73 ubiquitin-activating enzyme, putative [Plasmodium vivax]
SCO75505.1           -           1143 8787at5820           -            280   2.9e-11   41.6   8.7   1   4   2.3e-14   2.9e-11   41.6   8.7     6   191    45   226    38   273 0.78 ubiquitin-activating enzyme E1, putative [Plasmodium vivax]
SCO75505.1           -           1143 8787at5820           -            280   2.9e-11   41.6   8.7   2   4   0.00076      0.95    7.1   0.1   217   256   419   458   352   471 0.75 ubiquitin-activating enzyme E1, putative [Plasmodium vivax]
SCO75505.1           -           1143 8787at5820           -            280   2.9e-11   41.6   8.7   3   4      0.91   1.1e+03   -3.1   0.1    13    76   512   583   505   630 0.59 ubiquitin-activating enzyme E1, putative [Plasmodium vivax]
SCO75505.1           -           1143 8787at5820           -            280   2.9e-11   41.6   8.7   4   4      0.55   6.9e+02   -2.3   0.4   188   254   902   973   874   975 0.57 ubiquitin-activating enzyme E1, putative [Plasmodium vivax]
SCO73893.1           -            585 8787at5820           -            280   3.4e-10   38.0   1.8   1   1     4e-13     5e-10   37.5   1.8     6   170     5   167     1   196 0.80 ubiquitin-activating enzyme E1, putative [Plasmodium vivax]
SCO71340.1           -            406 8787at5820           -            280   6.3e-05   20.8   0.5   1   2   7.2e-07    0.0009   17.0   0.1    26    72     4    51     1    85 0.83 NEDD8-activating enzyme E1 catalytic subunit, putative [Plasmodium vivax]
SCO71340.1           -            406 8787at5820           -            280   6.3e-05   20.8   0.5   2   2     0.028        36    1.9   0.0   182   233   190   245   184   272 0.72 NEDD8-activating enzyme E1 catalytic subunit, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8787at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/8787at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8787at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:07:19 2026
# [ok]
