#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75199.1           -            297 9476at5820           -            246  5.4e-126  417.6  26.7   1   1  5.4e-129  6.8e-126  417.3  26.7     1   246    33   297    33   297 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75462.1           -            839 9476at5820           -            246   9.1e-08   30.4  40.6   1   5      0.13   1.6e+02    0.2   0.1    97   128    81   112    58   117 0.78 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75462.1           -            839 9476at5820           -            246   9.1e-08   30.4  40.6   2   5   6.9e-07   0.00087   17.4   1.2    38   125    96   183    72   189 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75462.1           -            839 9476at5820           -            246   9.1e-08   30.4  40.6   3   5   0.00013      0.17    9.9   2.0    62   115   194   247   186   250 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75462.1           -            839 9476at5820           -            246   9.1e-08   30.4  40.6   4   5    0.0034       4.3    5.3   4.9    32   137   241   348   237   355 0.75 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75462.1           -            839 9476at5820           -            246   9.1e-08   30.4  40.6   5   5     6e-05     0.076   11.0  10.6   101   211   377   494   364   505 0.76 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75512.1           -           1244 9476at5820           -            246   2.9e-06   25.5   8.5   1   2     3e-06    0.0038   15.3   0.8    59   139   408   490   406   508 0.89 RAP protein, putative [Plasmodium vivax]
SCO75512.1           -           1244 9476at5820           -            246   2.9e-06   25.5   8.5   2   2   1.5e-05     0.018   13.1   1.3    28   128   647   746   620   775 0.85 RAP protein, putative [Plasmodium vivax]
SCO72369.1           -            634 9476at5820           -            246    0.0017   16.5   5.2   1   3     0.011        14    3.6   0.1    60   126   177   243   163   252 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72369.1           -            634 9476at5820           -            246    0.0017   16.5   5.2   2   3   1.2e-05     0.015   13.4   0.3    55   149   350   444   308   462 0.80 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72369.1           -            634 9476at5820           -            246    0.0017   16.5   5.2   3   3      0.27   3.4e+02   -0.9   0.1   136   169   522   555   514   567 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70365.1           -            643 9476at5820           -            246     0.028   12.5  15.1   1   3      0.31   3.9e+02   -1.1   0.0   100   140   173   213   161   245 0.51 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70365.1           -            643 9476at5820           -            246     0.028   12.5  15.1   2   3   4.5e-06    0.0057   14.7   4.0    58   177   249   374   222   393 0.49 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70365.1           -            643 9476at5820           -            246     0.028   12.5  15.1   3   3     0.037        47    1.9   2.7    38   111   415   488   406   535 0.68 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9476at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9476at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9476at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:11:15 2026
# [ok]
