#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71885.1           -            769 4573at5820           -            540  3.1e-246  816.5  39.0   1   2   7.5e-74   1.2e-70  237.0   1.5    48   215   220   394   209   403 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71885.1           -            769 4573at5820           -            540  3.1e-246  816.5  39.0   2   2  6.8e-178  1.1e-174  580.4  30.1   211   540   414   769   411   769 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72903.1           -            735 4573at5820           -            540     0.031   11.2  16.8   1   3   4.4e-05      0.07   10.1   2.2   431   506   205   280   201   287 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72903.1           -            735 4573at5820           -            540     0.031   11.2  16.8   2   3   3.7e-05     0.057   10.3   2.0   236   272   291   327   276   332 0.74 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72903.1           -            735 4573at5820           -            540     0.031   11.2  16.8   3   3      0.15   2.3e+02   -1.6   0.6   398   419   492   513   463   597 0.62 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71909.1           -            719 4573at5820           -            540      0.04   10.8   6.5   1   2   0.00011      0.17    8.8   1.4   428   497    60   133    44   145 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71909.1           -            719 4573at5820           -            540      0.04   10.8   6.5   2   2    0.0023       3.6    4.4   0.3   233   271   538   576   522   616 0.78 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75462.1           -            839 4573at5820           -            540     0.095    9.6  46.5   1   3   0.00012      0.19    8.6  17.5    19   266    43   297    27   306 0.71 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75462.1           -            839 4573at5820           -            540     0.095    9.6  46.5   2   3   1.7e-05     0.026   11.5  10.5   352   473   300   421   292   427 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75462.1           -            839 4573at5820           -            540     0.095    9.6  46.5   3   3     0.067   1.1e+02   -0.4   9.1   216   321   409   514   403   521 0.62 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4573at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4573at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4573at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:49:08 2026
# [ok]
