#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72366.1           -           2380 279at5820            -           1909         0 4103.9  82.6   1   5         0         0 1485.6   4.0     1   621     1   633     1   693 0.96 DNA-directed RNA polymerase II subunit RPB1, putative [Plasmodium vivax]
SCO72366.1           -           2380 279at5820            -           1909         0 4103.9  82.6   2   5  4.6e-280  9.5e-277  920.1   9.2   632  1033   705  1120   698  1125 0.99 DNA-directed RNA polymerase II subunit RPB1, putative [Plasmodium vivax]
SCO72366.1           -           2380 279at5820            -           1909         0 4103.9  82.6   3   5   0.00061       1.3    4.5   0.0  1030  1051  1178  1199  1171  1214 0.86 DNA-directed RNA polymerase II subunit RPB1, putative [Plasmodium vivax]
SCO72366.1           -           2380 279at5820            -           1909         0 4103.9  82.6   4   5  3.8e-196  7.9e-193  641.8  14.7  1056  1372  1252  1584  1239  1599 0.92 DNA-directed RNA polymerase II subunit RPB1, putative [Plasmodium vivax]
SCO72366.1           -           2380 279at5820            -           1909         0 4103.9  82.6   5   5         0         0 1069.6  29.7  1360  1909  1760  2380  1737  2380 0.93 DNA-directed RNA polymerase II subunit RPB1, putative [Plasmodium vivax]
SCO74097.1           -           1922 279at5820            -           1909  1.6e-227  756.9  40.3   1   5   2.8e-21   5.9e-18   62.0  12.0    17   190    76   259    69   270 0.79 DNA-directed RNA polymerase III largest subunit, putative [Plasmodium vivax]
SCO74097.1           -           1922 279at5820            -           1909  1.6e-227  756.9  40.3   2   5   3.1e-42   6.6e-39  131.5   0.1   266   443   284   464   258   469 0.92 DNA-directed RNA polymerase III largest subunit, putative [Plasmodium vivax]
SCO74097.1           -           1922 279at5820            -           1909  1.6e-227  756.9  40.3   3   5    5e-128    1e-124  415.9   3.8   456   934   522   995   507  1005 0.94 DNA-directed RNA polymerase III largest subunit, putative [Plasmodium vivax]
SCO74097.1           -           1922 279at5820            -           1909  1.6e-227  756.9  40.3   4   5   1.9e-26   3.9e-23   79.1   0.1  1133  1231  1448  1544  1423  1595 0.88 DNA-directed RNA polymerase III largest subunit, putative [Plasmodium vivax]
SCO74097.1           -           1922 279at5820            -           1909  1.6e-227  756.9  40.3   5   5   5.5e-28   1.2e-24   84.2   1.3  1426  1565  1765  1903  1744  1917 0.93 DNA-directed RNA polymerase III largest subunit, putative [Plasmodium vivax]
SCO73258.1           -           2709 279at5820            -           1909  5.1e-141  470.0  21.2   1   6   2.7e-11   5.7e-08   28.9   1.4    17   120    12   119     5   154 0.79 RNA polymerase I, putative [Plasmodium vivax]
SCO73258.1           -           2709 279at5820            -           1909  5.1e-141  470.0  21.2   2   6   5.7e-50   1.2e-46  157.1   0.5   317   584   551   827   526   831 0.84 RNA polymerase I, putative [Plasmodium vivax]
SCO73258.1           -           2709 279at5820            -           1909  5.1e-141  470.0  21.2   3   6   1.1e-13   2.2e-10   36.8   0.0   591   726   921  1063   911  1077 0.79 RNA polymerase I, putative [Plasmodium vivax]
SCO73258.1           -           2709 279at5820            -           1909  5.1e-141  470.0  21.2   4   6   1.9e-45   3.9e-42  142.1   0.2   795   929  1539  1674  1509  1692 0.90 RNA polymerase I, putative [Plasmodium vivax]
SCO73258.1           -           2709 279at5820            -           1909  5.1e-141  470.0  21.2   5   6   4.9e-21     1e-17   61.2   0.0  1132  1196  1797  1859  1785  1905 0.86 RNA polymerase I, putative [Plasmodium vivax]
SCO73258.1           -           2709 279at5820            -           1909  5.1e-141  470.0  21.2   6   6   1.1e-18   2.4e-15   53.4   0.4  1419  1561  2560  2703  2537  2707 0.91 RNA polymerase I, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/279at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/279at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/279at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:44:59 2026
# [ok]
