#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75538.1           -           2007 760at5820            -           1541         0 2515.0  46.0   1   4   1.2e-22     1e-19   68.0   0.0     8    75    11    79     3    86 0.88 ABC transporter, putative [Plasmodium vivax]
SCO75538.1           -           2007 760at5820            -           1541         0 2515.0  46.0   2   4  3.7e-188  3.3e-185  616.6   1.0    77   441   109   560    93   569 0.90 ABC transporter, putative [Plasmodium vivax]
SCO75538.1           -           2007 760at5820            -           1541         0 2515.0  46.0   3   4   2.1e-85   1.8e-82  276.0   3.1   507   652   705   850   652   959 0.86 ABC transporter, putative [Plasmodium vivax]
SCO75538.1           -           2007 760at5820            -           1541         0 2515.0  46.0   4   4         0         0 1560.2  29.0   650  1540   961  2006   937  2007 0.92 ABC transporter, putative [Plasmodium vivax]
SCO70574.1           -           1726 760at5820            -           1541         0 1726.1 126.5   1   3     2e-12   1.8e-09   34.1   1.1     8    80    12    84     5    90 0.86 ABC transporter, putative [Plasmodium vivax]
SCO70574.1           -           1726 760at5820            -           1541         0 1726.1 126.5   2   3  2.7e-123  2.4e-120  401.6  46.6    65   513    96   574    86   593 0.80 ABC transporter, putative [Plasmodium vivax]
SCO70574.1           -           1726 760at5820            -           1541         0 1726.1 126.5   3   3         0         0 1298.1  64.4   480  1538   617  1724   580  1726 0.89 ABC transporter, putative [Plasmodium vivax]
SCO72938.1           -            783 760at5820            -           1541   6.5e-13   45.5   4.4   1   3      0.15   1.3e+02   -1.9   0.2  1359  1388   471   501   464   536 0.84 ABC transporter B family member 3, putative [Plasmodium vivax]
SCO72938.1           -            783 760at5820            -           1541   6.5e-13   45.5   4.4   2   3   7.2e-16   6.5e-13   45.5   4.4   468   636   536   715   496   742 0.73 ABC transporter B family member 3, putative [Plasmodium vivax]
SCO72938.1           -            783 760at5820            -           1541   6.5e-13   45.5   4.4   3   3     0.025        22    0.7   0.0  1483  1518   742   778   724   782 0.86 ABC transporter B family member 3, putative [Plasmodium vivax]
SCO74676.1           -            918 760at5820            -           1541   2.8e-07   26.8   9.6   1   4     0.032        29    0.3   1.0    52   127   187   265   175   295 0.68 ABC transporter B family member 7, putative [Plasmodium vivax]
SCO74676.1           -            918 760at5820            -           1541   2.8e-07   26.8   9.6   2   4      0.01       9.1    1.9   0.1  1009  1061   288   340   266   350 0.81 ABC transporter B family member 7, putative [Plasmodium vivax]
SCO74676.1           -            918 760at5820            -           1541   2.8e-07   26.8   9.6   3   4   7.3e-10   6.6e-07   25.6   0.5  1289  1365   613   689   604   743 0.86 ABC transporter B family member 7, putative [Plasmodium vivax]
SCO74676.1           -            918 760at5820            -           1541   2.8e-07   26.8   9.6   4   4     0.025        22    0.7   0.0   616   638   812   834   789   870 0.80 ABC transporter B family member 7, putative [Plasmodium vivax]
SCO73995.1           -            815 760at5820            -           1541   2.7e-06   23.6   0.2   1   4       5.2   4.6e+03   -7.0   7.7   226   388   234   389   198   421 0.62 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO73995.1           -            815 760at5820            -           1541   2.7e-06   23.6   0.2   2   4     3e-09   2.7e-06   23.6   0.2  1282  1358   491   567   478   582 0.73 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO73995.1           -            815 760at5820            -           1541   2.7e-06   23.6   0.2   3   4     0.075        68   -0.9   0.0   618   636   710   728   690   741 0.87 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO73995.1           -            815 760at5820            -           1541   2.7e-06   23.6   0.2   4   4     0.018        16    1.1   1.3  1476  1528   747   799   718   810 0.83 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO74436.1           -           1559 760at5820            -           1541   0.00034   16.6  38.4   1   4      0.13   1.1e+02   -1.7   1.5    75   137    53   115    26   256 0.81 multidrug resistance protein 2, putative [Plasmodium vivax]
SCO74436.1           -           1559 760at5820            -           1541   0.00034   16.6  38.4   2   4   4.2e-05     0.038    9.8  29.8   945  1387   361   799   353   804 0.65 multidrug resistance protein 2, putative [Plasmodium vivax]
SCO74436.1           -           1559 760at5820            -           1541   0.00034   16.6  38.4   3   4     0.064        58   -0.7   0.0   575   636   778   841   777   843 0.72 multidrug resistance protein 2, putative [Plasmodium vivax]
SCO74436.1           -           1559 760at5820            -           1541   0.00034   16.6  38.4   4   4   3.3e-05      0.03   10.2   0.0  1480  1524   864   908   850   925 0.86 multidrug resistance protein 2, putative [Plasmodium vivax]
SCO74930.1           -            351 760at5820            -           1541   0.00065   15.7   1.1   1   2   8.5e-07   0.00077   15.5   0.1  1289  1349   116   178    96   186 0.87 FeS assembly ATPase SufC, putative [Plasmodium vivax]
SCO74930.1           -            351 760at5820            -           1541   0.00065   15.7   1.1   2   2      0.29   2.6e+02   -2.9   0.1  1481  1524   288   334   279   341 0.69 FeS assembly ATPase SufC, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/760at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/760at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/760at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:01:57 2026
# [ok]
