#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73591.1           -           1853 766at5820            -           1071         0 2153.8 136.6   1   5   2.7e-10   1.9e-07   27.9   7.3     4    80    16    96    11   102 0.73 ankyrin-repeat protein, putative [Plasmodium vivax]
SCO73591.1           -           1853 766at5820            -           1071         0 2153.8 136.6   2   5  2.3e-173  1.6e-170  567.9  37.4     5   334   150   511   145   527 0.91 ankyrin-repeat protein, putative [Plasmodium vivax]
SCO73591.1           -           1853 766at5820            -           1071         0 2153.8 136.6   3   5   5.3e-26   3.7e-23   79.9   4.3   325   378   580   633   556   654 0.84 ankyrin-repeat protein, putative [Plasmodium vivax]
SCO73591.1           -           1853 766at5820            -           1071         0 2153.8 136.6   4   5  4.5e-174  3.1e-171  570.2  21.3   372   653   986  1270   918  1282 0.95 ankyrin-repeat protein, putative [Plasmodium vivax]
SCO73591.1           -           1853 766at5820            -           1071         0 2153.8 136.6   5   5  1.9e-283  1.4e-280  932.3  34.1   653  1066  1424  1837  1405  1847 0.97 ankyrin-repeat protein, putative [Plasmodium vivax]
SCO74840.1           -            708 766at5820            -           1071   7.8e-14   49.1   1.1   1   3   8.1e-13   5.7e-10   36.3   0.1   858   992   384   519   374   520 0.88 ankyrin, putative [Plasmodium vivax]
SCO74840.1           -            708 766at5820            -           1071   7.8e-14   49.1   1.1   2   3   1.2e-06   0.00085   15.8   0.1   858   916   487   545   457   556 0.80 ankyrin, putative [Plasmodium vivax]
SCO74840.1           -            708 766at5820            -           1071   7.8e-14   49.1   1.1   3   3   0.00012     0.086    9.2   0.1   786   890   583   682   576   696 0.79 ankyrin, putative [Plasmodium vivax]
SCO72250.1           -            188 766at5820            -           1071   4.6e-11   39.9   0.4   1   1   8.6e-14     6e-11   39.5   0.4   846   928    62   143    18   173 0.77 ankyrin-repeat protein, putative [Plasmodium vivax]
SCO75697.1           -            309 766at5820            -           1071     3e-07   27.3  14.7   1   1   6.1e-10   4.2e-07   26.8  14.7   848   970    57   177    53   195 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75216.1           -            400 766at5820            -           1071   6.7e-07   26.1   5.1   1   4      0.15   1.1e+02   -1.1   0.2   880   933    25    79     3    86 0.54 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75216.1           -            400 766at5820            -           1071   6.7e-07   26.1   5.1   2   4   9.7e-10   6.7e-07   26.1   5.1   871   953    86   167    81   174 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75216.1           -            400 766at5820            -           1071   6.7e-07   26.1   5.1   3   4     0.005       3.5    3.9   8.4   857   934   171   250   167   275 0.71 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75216.1           -            400 766at5820            -           1071   6.7e-07   26.1   5.1   4   4       0.3   2.1e+02   -2.0   3.4    63   119   243   306   238   343 0.56 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72676.1           -            366 766at5820            -           1071   7.5e-07   25.9   0.1   1   1   1.6e-09   1.1e-06   25.4   0.1   849   921   278   349   255   355 0.84 acyl-CoA-binding protein, putative [Plasmodium vivax]
SCO71707.1           -            482 766at5820            -           1071   1.4e-06   25.0   1.5   1   1   3.2e-09   2.2e-06   24.4   1.5   842   992    41   191     7   207 0.86 bromodomain protein 1, putative [Plasmodium vivax]
SCO71590.1           -           1866 766at5820            -           1071   3.8e-06   23.6   2.1   1   5   5.5e-09   3.8e-06   23.6   2.1   869   994  1025  1157  1014  1169 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71590.1           -           1866 766at5820            -           1071   3.8e-06   23.6   2.1   2   5   0.00041      0.29    7.4   0.3   861   919  1126  1185  1119  1190 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71590.1           -           1866 766at5820            -           1071   3.8e-06   23.6   2.1   3   5    0.0005      0.35    7.2   0.3   835   907  1168  1239  1159  1260 0.55 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71590.1           -           1866 766at5820            -           1071   3.8e-06   23.6   2.1   4   5       1.6   1.1e+03   -4.4   3.8   635   661  1612  1638  1594  1655 0.70 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71590.1           -           1866 766at5820            -           1071   3.8e-06   23.6   2.1   5   5      0.81   5.7e+02   -3.5   0.1   302   346  1760  1804  1751  1807 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71248.1           -            185 766at5820            -           1071     8e-05   19.2   6.9   1   1   1.4e-07   9.8e-05   18.9   6.9   858   993    14   147     2   156 0.73 conserved protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/766at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/766at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/766at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:02:40 2026
# [ok]
