#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75695.1           -           1486 2950at5820           -            863         0 1483.3 111.3   1   6  1.4e-213  1.1e-210  700.5  31.7     5   361    72   455    68   458 0.93 kinesin, putative [Plasmodium vivax]
SCO75695.1           -           1486 2950at5820           -            863         0 1483.3 111.3   2   6  9.5e-100   7.5e-97  323.8  10.5   362   534   523   711   521   716 0.92 kinesin, putative [Plasmodium vivax]
SCO75695.1           -           1486 2950at5820           -            863         0 1483.3 111.3   3   6   3.4e-25   2.7e-22   77.2   3.8   527   583   782   846   778   853 0.89 kinesin, putative [Plasmodium vivax]
SCO75695.1           -           1486 2950at5820           -            863         0 1483.3 111.3   4   6   3.2e-56   2.6e-53  179.8  13.9   578   677   941  1040   931  1059 0.93 kinesin, putative [Plasmodium vivax]
SCO75695.1           -           1486 2950at5820           -            863         0 1483.3 111.3   5   6   8.5e-17   6.7e-14   49.4   0.2   699   758  1203  1280  1190  1289 0.78 kinesin, putative [Plasmodium vivax]
SCO75695.1           -           1486 2950at5820           -            863         0 1483.3 111.3   6   6   2.2e-56   1.7e-53  180.4  14.5   753   863  1369  1482  1354  1482 0.94 kinesin, putative [Plasmodium vivax]
SCO72354.1           -           1285 2950at5820           -            863     1e-44  151.3  23.5   1   2   2.2e-12   1.7e-09   34.8   1.1    52   144   508   608   487   617 0.77 kinesin-8, putative [Plasmodium vivax]
SCO72354.1           -           1285 2950at5820           -            863     1e-44  151.3  23.5   2   2   1.6e-38   1.3e-35  121.2  16.3   178   498   609   931   607   939 0.80 kinesin-8, putative [Plasmodium vivax]
SCO74688.1           -           1687 2950at5820           -            863   6.5e-40  135.4   9.0   1   5   4.4e-13   3.4e-10   37.1   0.1    70   143    78   151    53   154 0.92 kinesin-7, putative [Plasmodium vivax]
SCO74688.1           -           1687 2950at5820           -            863   6.5e-40  135.4   9.0   2   5     5e-35   3.9e-32  109.7   5.4   199   420   192   430   182   461 0.81 kinesin-7, putative [Plasmodium vivax]
SCO74688.1           -           1687 2950at5820           -            863   6.5e-40  135.4   9.0   3   5       3.6   2.8e+03   -5.6   2.7   788   817   859   888   856   900 0.55 kinesin-7, putative [Plasmodium vivax]
SCO74688.1           -           1687 2950at5820           -            863   6.5e-40  135.4   9.0   4   5         8   6.3e+03  -10.0  10.6   684   784  1112  1211  1063  1238 0.52 kinesin-7, putative [Plasmodium vivax]
