#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75129.1           -           3493 126at5820            -           2553         0 4268.3 363.6   1  10   5.4e-52   3.4e-48  162.0  19.8     1   176    19   219    19   232 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75129.1           -           3493 126at5820            -           2553         0 4268.3 363.6   2  10  1.7e-148  1.1e-144  482.2  60.9   148   497   232   633   218   647 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75129.1           -           3493 126at5820            -           2553         0 4268.3 363.6   3  10   2.1e-63   1.3e-59  199.9  15.6   487   652   668   876   657   890 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75129.1           -           3493 126at5820            -           2553         0 4268.3 363.6   4  10  1.6e-266    1e-262  873.7  57.9   651  1128   955  1467   946  1472 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75129.1           -           3493 126at5820            -           2553         0 4268.3 363.6   5  10   1.3e-52   8.1e-49  164.1   5.8  1122  1211  1530  1619  1521  1635 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75129.1           -           3493 126at5820            -           2553         0 4268.3 363.6   6  10  5.5e-246  3.5e-242  805.6  50.4  1210  1614  1751  2156  1747  2170 0.98 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75129.1           -           3493 126at5820            -           2553         0 4268.3 363.6   7  10    1e-230  6.4e-227  755.0  41.2  1607  2014  2338  2758  2328  2770 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75129.1           -           3493 126at5820            -           2553         0 4268.3 363.6   8  10   8.1e-15   5.1e-11   38.7   0.2  2014  2055  2860  2901  2851  2905 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75129.1           -           3493 126at5820            -           2553         0 4268.3 363.6   9  10   1.2e-10   7.4e-07   24.9   0.1  2055  2081  2945  2971  2923  2975 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75129.1           -           3493 126at5820            -           2553         0 4268.3 363.6  10  10  3.1e-247  1.9e-243  809.8  48.1  2081  2553  3001  3493  2995  3493 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/126at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/126at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/126at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:30:19 2026
# [ok]
