#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72830.1           -           1574 1728at5820           -           1097         0 1568.7 126.8   1   9   1.1e-06     0.007   12.6   0.0     1    25     1    25     1    29 0.91 alpha/beta hydrolase, putative [Plasmodium vivax]
SCO72830.1           -           1574 1728at5820           -           1097         0 1568.7 126.8   2   9   2.3e-26   1.4e-22   77.8   0.8    19   108    42   153    34   159 0.82 alpha/beta hydrolase, putative [Plasmodium vivax]
SCO72830.1           -           1574 1728at5820           -           1097         0 1568.7 126.8   3   9   1.9e-80   1.2e-76  256.9  15.8   104   301   186   416   184   420 0.92 alpha/beta hydrolase, putative [Plasmodium vivax]
SCO72830.1           -           1574 1728at5820           -           1097         0 1568.7 126.8   4   9   1.5e-81   9.2e-78  260.6  14.2   299   475   459   652   444   686 0.87 alpha/beta hydrolase, putative [Plasmodium vivax]
SCO72830.1           -           1574 1728at5820           -           1097         0 1568.7 126.8   5   9   1.3e-64   8.4e-61  204.4   7.5   492   612   759   879   728   899 0.86 alpha/beta hydrolase, putative [Plasmodium vivax]
SCO72830.1           -           1574 1728at5820           -           1097         0 1568.7 126.8   6   9   1.1e-23     7e-20   68.9   7.4   620   686   932  1017   929  1025 0.79 alpha/beta hydrolase, putative [Plasmodium vivax]
SCO72830.1           -           1574 1728at5820           -           1097         0 1568.7 126.8   7   9   2.2e-29   1.4e-25   87.8   2.3   681   758  1040  1117  1032  1123 0.91 alpha/beta hydrolase, putative [Plasmodium vivax]
SCO72830.1           -           1574 1728at5820           -           1097         0 1568.7 126.8   8   9   2.2e-69   1.4e-65  220.2  13.2   743   888  1147  1296  1128  1302 0.90 alpha/beta hydrolase, putative [Plasmodium vivax]
SCO72830.1           -           1574 1728at5820           -           1097         0 1568.7 126.8   9   9  2.7e-129  1.7e-125  418.6  10.7   884  1097  1355  1574  1351  1574 0.96 alpha/beta hydrolase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1728at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1728at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1728at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:35:44 2026
# [ok]
