#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71367.1           -            361 9305at5820           -            273  2.1e-162  537.2  23.0   1   2     0.014       3.8    5.1   9.4     1    25    46    78    46    88 0.74 RNA-binding protein, putative [Plasmodium vivax]
SCO71367.1           -            361 9305at5820           -            273  2.1e-162  537.2  23.0   2   2  4.4e-164  1.2e-161  534.8   9.8    18   273    88   353    76   353 0.96 RNA-binding protein, putative [Plasmodium vivax]
SCO73492.1           -            513 9305at5820           -            273   7.5e-24   82.9   0.3   1   4   1.3e-09   3.7e-07   28.1   0.0    44   102    88   146    78   156 0.91 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO73492.1           -            513 9305at5820           -            273   7.5e-24   82.9   0.3   2   4   1.9e-10   5.3e-08   30.9   0.0    43   112   186   252   177   256 0.92 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO73492.1           -            513 9305at5820           -            273   7.5e-24   82.9   0.3   3   4       1.9   5.2e+02   -1.9   0.0   196   208   261   273   254   287 0.85 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO73492.1           -            513 9305at5820           -            273   7.5e-24   82.9   0.3   4   4   8.2e-07   0.00022   19.0   0.0    45    94   373   422   342   464 0.84 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO74967.1           -            503 9305at5820           -            273     3e-20   71.1  12.5   1   4   1.1e-11     3e-09   35.0   0.1    42   107    80   145    61   151 0.93 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO74967.1           -            503 9305at5820           -            273     3e-20   71.1  12.5   2   4   6.8e-08   1.9e-05   22.5   0.4    34   111   170   243   166   254 0.78 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO74967.1           -            503 9305at5820           -            273     3e-20   71.1  12.5   3   4         2   5.5e+02   -2.0   1.2   193   259   250   313   215   332 0.49 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO74967.1           -            503 9305at5820           -            273     3e-20   71.1  12.5   4   4   2.8e-07   7.6e-05   20.5   0.1    45   100   395   453   380   478 0.81 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO75490.1           -            885 9305at5820           -            273   1.2e-18   65.8   5.2   1   3   3.1e-12   8.4e-10   36.8   0.1    45   183    17   160     2   177 0.81 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO75490.1           -            885 9305at5820           -            273   1.2e-18   65.8   5.2   2   3    0.0022      0.59    7.8   0.1    45   113   194   256   176   266 0.69 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO75490.1           -            885 9305at5820           -            273   1.2e-18   65.8   5.2   3   3     1e-07   2.9e-05   21.9   0.1    35   115   440   521   421   547 0.79 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO71923.1           -            340 9305at5820           -            273   2.5e-17   61.5   4.2   1   1   1.3e-19   3.5e-17   61.0   4.2    45   266    88   317    37   329 0.81 RNA-binding protein musashi, putative [Plasmodium vivax]
SCO72564.1           -            753 9305at5820           -            273   4.9e-14   50.7  14.0   1   2   2.2e-10   5.9e-08   30.7   4.7   129   222   364   461   325   523 0.62 nucleic acid binding protein, putative [Plasmodium vivax]
SCO72564.1           -            753 9305at5820           -            273   4.9e-14   50.7  14.0   2   2   7.6e-09   2.1e-06   25.7   0.1    44   199   663   738   656   750 0.59 nucleic acid binding protein, putative [Plasmodium vivax]
SCO73478.1           -            392 9305at5820           -            273   1.4e-11   42.6   3.6   1   2   1.3e-07   3.7e-05   21.6   1.5    46   185    20   176     5   192 0.69 poly(A)-binding protein, putative [Plasmodium vivax]
SCO73478.1           -            392 9305at5820           -            273   1.4e-11   42.6   3.6   2   2   9.3e-07   0.00025   18.8   0.1   128   182   209   264   178   306 0.77 poly(A)-binding protein, putative [Plasmodium vivax]
SCO75286.1           -            124 9305at5820           -            273   7.6e-11   40.2   0.4   1   1   3.2e-13   8.7e-11   40.0   0.4    45   121     9    87     2   106 0.87 RNA-binding protein, putative [Plasmodium vivax]
SCO71267.1           -            292 9305at5820           -            273   3.3e-10   38.1   0.0   1   2   5.4e-06    0.0015   16.3   0.0    43    95     6    57     2    85 0.86 RNA-binding protein, putative [Plasmodium vivax]
SCO71267.1           -            292 9305at5820           -            273   3.3e-10   38.1   0.0   2   2   4.6e-07   0.00013   19.8   0.0   129   186   156   214   135   248 0.84 RNA-binding protein, putative [Plasmodium vivax]
SCO74870.1           -            475 9305at5820           -            273   2.8e-09   35.1   1.3   1   1   1.5e-11     4e-09   34.6   1.3    36   206    12   187     5   199 0.82 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO73318.1           -            328 9305at5820           -            273   6.9e-07   27.2   0.0   1   1   5.4e-09   1.5e-06   26.2   0.0    39   116     7    86     4   106 0.89 serine/arginine-rich splicing factor 12, putative [Plasmodium vivax]
SCO71964.1           -            475 9305at5820           -            273   1.7e-06   26.0   5.3   1   2   0.00022      0.06   11.1   0.3   129   182    96   150    81   193 0.66 U4/U6 snRNA-associated-splicing factor, putative [Plasmodium vivax]
SCO71964.1           -            475 9305at5820           -            273   1.7e-06   26.0   5.3   2   2   3.5e-06   0.00096   16.9   0.7    45    97   304   359   271   381 0.69 U4/U6 snRNA-associated-splicing factor, putative [Plasmodium vivax]
SCO74171.1           -           1033 9305at5820           -            273   3.3e-06   25.0   2.4   1   2    0.0002     0.056   11.2   1.4   102   209   611   726   586   736 0.68 splicing factor 1, putative [Plasmodium vivax]
SCO74171.1           -           1033 9305at5820           -            273   3.3e-06   25.0   2.4   2   2   9.6e-05     0.026   12.2   0.0    42    92   739   792   732   824 0.74 splicing factor 1, putative [Plasmodium vivax]
SCO72166.1           -            318 9305at5820           -            273   3.6e-06   24.9   1.0   1   1   2.1e-08   5.6e-06   24.2   1.0    38   125    80   169    44   196 0.78 RNA-binding protein, putative [Plasmodium vivax]
SCO71995.1           -            202 9305at5820           -            273   5.6e-06   24.3   0.0   1   1   2.3e-08   6.3e-06   24.1   0.0    94   186    36   131    10   169 0.81 RNA-binding protein, putative [Plasmodium vivax]
SCO75004.1           -            119 9305at5820           -            273   0.00011   20.0   0.1   1   1   4.2e-07   0.00012   19.9   0.1    42   102    33    93     3   110 0.85 RNA-binding protein, putative [Plasmodium vivax]
SCO71354.1           -            269 9305at5820           -            273   0.00064   17.5   0.1   1   3         1   2.7e+02   -1.0   0.3    62    85    45    68    14   115 0.53 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO71354.1           -            269 9305at5820           -            273   0.00064   17.5   0.1   2   3      0.62   1.7e+02   -0.3   0.1   176   213   138   174   109   183 0.67 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO71354.1           -            269 9305at5820           -            273   0.00064   17.5   0.1   3   3   2.3e-06   0.00064   17.5   0.1    48   100   192   244   178   256 0.83 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO72684.1           -            208 9305at5820           -            273    0.0009   17.0   0.2   1   1   5.2e-06    0.0014   16.4   0.2    44   105     8    68     2    98 0.83 alternative splicing factor ASF-1, putative [Plasmodium vivax]
SCO72090.1           -            725 9305at5820           -            273   0.00096   16.9   0.0   1   1   6.1e-06    0.0017   16.2   0.0    44    92     7    55     2    85 0.87 mRNA processing protein, putative [Plasmodium vivax]
SCO71377.1           -            236 9305at5820           -            273    0.0024   15.6   0.1   1   1   1.4e-05    0.0038   15.0   0.1    45    98    35    88    25   115 0.79 nuclear cap-binding protein, putative [Plasmodium vivax]
SCO75608.1           -            499 9305at5820           -            273    0.0025   15.6   0.2   1   2       2.7   7.5e+02   -2.4   0.0    46    87    18    60    14    77 0.67 clustered-asparagine-rich protein, putative [Plasmodium vivax]
SCO75608.1           -            499 9305at5820           -            273    0.0025   15.6   0.2   2   2   2.5e-05    0.0069   14.1   0.0   130   184   418   473   375   496 0.75 clustered-asparagine-rich protein, putative [Plasmodium vivax]
SCO72111.1           -            192 9305at5820           -            273    0.0053   14.5   0.6   1   2   9.8e-05     0.027   12.2   0.2   144   205    31    91    12   114 0.79 U2 small nuclear ribonucleoprotein B'', putative [Plasmodium vivax]
SCO72111.1           -            192 9305at5820           -            273    0.0053   14.5   0.6   2   2      0.33        90    0.6   0.0    42    73   118   149   102   178 0.75 U2 small nuclear ribonucleoprotein B'', putative [Plasmodium vivax]
SCO73790.1           -            754 9305at5820           -            273    0.0059   14.3   0.7   1   2       2.7   7.5e+02   -2.4   0.0   172   205   428   462   401   500 0.58 polypyrimidine tract binding protein, putative [Plasmodium vivax]
SCO73790.1           -            754 9305at5820           -            273    0.0059   14.3   0.7   2   2     7e-05     0.019   12.7   0.1    45   110   676   740   664   751 0.87 polypyrimidine tract binding protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9305at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
