#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74688.1           -           1687 1387at5820           -           1102         0 2110.8 115.9   1   5         0         0 1329.6  32.8     1   637    12   685    12   710 0.95 kinesin-7, putative [Plasmodium vivax]
SCO74688.1           -           1687 1387at5820           -           1102         0 2110.8 115.9   2   5   5.9e-50   4.6e-47  158.8   4.9   628   718   852   942   786   951 0.91 kinesin-7, putative [Plasmodium vivax]
SCO74688.1           -           1687 1387at5820           -           1102         0 2110.8 115.9   3   5  2.6e-192  2.1e-189  630.2  44.3   711  1061   997  1367   984  1406 0.94 kinesin-7, putative [Plasmodium vivax]
SCO74688.1           -           1687 1387at5820           -           1102         0 2110.8 115.9   4   5    0.0073       5.7    2.9   0.2  1052  1087  1481  1518  1467  1525 0.79 kinesin-7, putative [Plasmodium vivax]
SCO74688.1           -           1687 1387at5820           -           1102         0 2110.8 115.9   5   5     4e-06    0.0031   13.7   0.7  1077  1102  1658  1683  1642  1683 0.89 kinesin-7, putative [Plasmodium vivax]
SCO70585.1           -           1463 1387at5820           -           1102   1.3e-53  180.6   9.0   1   2   1.6e-56   1.3e-53  180.6   9.0    83   439   820  1142   763  1154 0.89 kinesin-8, putative [Plasmodium vivax]
SCO70585.1           -           1463 1387at5820           -           1102   1.3e-53  180.6   9.0   2   2      0.57   4.5e+02   -3.4   5.6   914   979  1306  1372  1242  1389 0.52 kinesin-8, putative [Plasmodium vivax]
SCO72354.1           -           1285 1387at5820           -           1102   7.2e-38  128.4   7.6   1   1   1.5e-40   1.2e-37  127.7   7.6    85   417   552   849   507   881 0.86 kinesin-8, putative [Plasmodium vivax]
SCO75695.1           -           1486 1387at5820           -           1102   1.8e-31  107.2  25.6   1   4   2.7e-11   2.1e-08   30.8   0.3    84   140   166   222   114   226 0.90 kinesin, putative [Plasmodium vivax]
SCO75695.1           -           1486 1387at5820           -           1102   1.8e-31  107.2  25.6   2   4   1.2e-17   9.1e-15   51.9   3.2   138   332   261   440   252   456 0.81 kinesin, putative [Plasmodium vivax]
SCO75695.1           -           1486 1387at5820           -           1102   1.8e-31  107.2  25.6   3   4   2.2e-14   1.7e-11   41.1   0.1   354   412   523   581   521   635 0.86 kinesin, putative [Plasmodium vivax]
