#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75618.1           -           1914 896at5820            -           1182         0 1618.1 202.5   1  12   5.6e-07    0.0035   13.9   0.2    15    42    32    59     3    65 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75618.1           -           1914 896at5820            -           1182         0 1618.1 202.5   2  12   0.00045       2.8    4.3   0.0    42    67    87   112    79   116 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75618.1           -           1914 896at5820            -           1182         0 1618.1 202.5   3  12   6.9e-14   4.3e-10   36.8   0.4    58   134   137   251   121   257 0.69 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75618.1           -           1914 896at5820            -           1182         0 1618.1 202.5   4  12   8.9e-24   5.6e-20   69.5   1.7   132   184   313   365   310   379 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75618.1           -           1914 896at5820            -           1182         0 1618.1 202.5   5  12   1.7e-71   1.1e-67  227.5  39.1   190   376   433   660   426   681 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75618.1           -           1914 896at5820            -           1182         0 1618.1 202.5   6  12   4.6e-91   2.9e-87  292.4  16.6   381   566   779   969   774   972 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75618.1           -           1914 896at5820            -           1182         0 1618.1 202.5   7  12   3.8e-82   2.4e-78  262.9   9.9   562   706  1002  1148   999  1159 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75618.1           -           1914 896at5820            -           1182         0 1618.1 202.5   8  12   1.2e-63   7.4e-60  201.6  18.3   705   824  1217  1336  1209  1344 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75618.1           -           1914 896at5820            -           1182         0 1618.1 202.5   9  12   5.6e-32   3.5e-28   96.7   4.1   825   895  1396  1467  1389  1475 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75618.1           -           1914 896at5820            -           1182         0 1618.1 202.5  10  12   3.8e-55   2.4e-51  173.4  16.8   893   996  1521  1630  1518  1633 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75618.1           -           1914 896at5820            -           1182         0 1618.1 202.5  11  12   7.2e-25   4.6e-21   73.1   0.3   996  1048  1663  1715  1658  1720 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75618.1           -           1914 896at5820            -           1182         0 1618.1 202.5  12  12   1.3e-66   7.9e-63  211.4  22.6  1047  1181  1753  1909  1749  1910 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/896at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/896at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/896at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:08:08 2026
# [ok]
