#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72485.1           -            595 4767at5820           -            494         0 1054.1  41.6   1   2   1.5e-56   3.2e-54  182.9  19.1     1   132    40   188    40   207 0.88 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO72485.1           -            595 4767at5820           -            494         0 1054.1  41.6   2   2  5.1e-267  1.1e-264  877.1  15.1   106   494   207   595   194   595 0.96 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO73788.1           -           1399 4767at5820           -            494   4.4e-31  106.6   9.3   1   3   4.6e-12   9.7e-10   36.2   0.0   267   357    12   102     5   102 0.96 coatomer alpha subunit, putative [Plasmodium vivax]
SCO73788.1           -           1399 4767at5820           -            494   4.4e-31  106.6   9.3   2   3   4.6e-20   9.7e-18   62.5   0.9   178   295    49   166    43   183 0.93 coatomer alpha subunit, putative [Plasmodium vivax]
SCO73788.1           -           1399 4767at5820           -            494   4.4e-31  106.6   9.3   3   3   1.8e-10   3.7e-08   30.9   0.4   175   284   244   356   237   371 0.72 coatomer alpha subunit, putative [Plasmodium vivax]
SCO71232.1           -            322 4767at5820           -            494   1.8e-26   91.3   9.1   1   2   4.5e-15   9.5e-13   46.1   0.6   178   292    18   141     9   143 0.86 receptor for activated c kinase, putative [Plasmodium vivax]
SCO71232.1           -            322 4767at5820           -            494   1.8e-26   91.3   9.1   2   2   2.4e-18     5e-16   56.9   2.3   195   337   128   271   124   316 0.88 receptor for activated c kinase, putative [Plasmodium vivax]
SCO72425.1           -            498 4767at5820           -            494   2.4e-26   90.9  10.2   1   3       1.8   3.7e+02   -2.1   0.3    18    59    99   146    88   200 0.48 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO72425.1           -            498 4767at5820           -            494   2.4e-26   90.9  10.2   2   3     6e-16   1.3e-13   49.0   0.3   232   358   223   353   205   359 0.88 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO72425.1           -            498 4767at5820           -            494   2.4e-26   90.9  10.2   3   3   7.7e-16   1.6e-13   48.6   0.4   196   333   359   497   354   498 0.91 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO72943.1           -            660 4767at5820           -            494   4.4e-23   80.2  11.8   1   4   3.9e-12   8.1e-10   36.4   0.0   260   361   118   219    62   230 0.83 ribosome assembly protein 4, putative [Plasmodium vivax]
