#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73685.1           -           1284 2168at5820           -            946         0 1723.7 128.6   1   5  1.2e-146  2.5e-143  477.7  30.5     1   233     1   234     1   242 0.98 AP-2 complex subunit alpha, putative [Plasmodium vivax]
SCO73685.1           -           1284 2168at5820           -            946         0 1723.7 128.6   2   5     7e-69   1.5e-65  220.3  11.7   232   362   336   478   332   485 0.93 AP-2 complex subunit alpha, putative [Plasmodium vivax]
SCO73685.1           -           1284 2168at5820           -            946         0 1723.7 128.6   3   5  7.5e-111  1.6e-107  359.2  17.5   363   552   535   724   519   728 0.94 AP-2 complex subunit alpha, putative [Plasmodium vivax]
SCO73685.1           -           1284 2168at5820           -            946         0 1723.7 128.6   4   5     5e-91     1e-87  293.6   8.1   549   707   768   933   763   954 0.94 AP-2 complex subunit alpha, putative [Plasmodium vivax]
SCO73685.1           -           1284 2168at5820           -            946         0 1723.7 128.6   5   5  1.7e-120  3.5e-117  391.2  29.0   705   946  1007  1284   999  1284 0.89 AP-2 complex subunit alpha, putative [Plasmodium vivax]
SCO74358.1           -           1038 2168at5820           -            946   7.1e-31  105.5  45.7   1   4   6.7e-27   1.4e-23   81.4   9.3     9   178     5   169     1   182 0.93 AP-1 complex subunit gamma, putative [Plasmodium vivax]
SCO74358.1           -           1038 2168at5820           -            946   7.1e-31  105.5  45.7   2   4   7.9e-12   1.7e-08   31.5  12.7   370   540   321   487   304   537 0.79 AP-1 complex subunit gamma, putative [Plasmodium vivax]
SCO74358.1           -           1038 2168at5820           -            946   7.1e-31  105.5  45.7   3   4      0.05     1e+02   -0.9   2.3   341   434   553   646   547   651 0.66 AP-1 complex subunit gamma, putative [Plasmodium vivax]
SCO74358.1           -           1038 2168at5820           -            946   7.1e-31  105.5  45.7   4   4   2.8e-05     0.059    9.8   1.4   613   683   637   707   620   727 0.83 AP-1 complex subunit gamma, putative [Plasmodium vivax]
SCO71795.1           -           1319 2168at5820           -            946   9.4e-21   72.0  33.1   1   4   3.2e-17   6.7e-14   49.3  14.4    13   214    20   212    13   222 0.84 AP-4 complex subunit epsilon, putative [Plasmodium vivax]
SCO71795.1           -           1319 2168at5820           -            946   9.4e-21   72.0  33.1   2   4   7.6e-14   1.6e-10   38.2  10.7   330   524   243   434   218   456 0.80 AP-4 complex subunit epsilon, putative [Plasmodium vivax]
SCO71795.1           -           1319 2168at5820           -            946   9.4e-21   72.0  33.1   3   4    0.0047       9.9    2.4   5.9   572   670   633   737   602   787 0.68 AP-4 complex subunit epsilon, putative [Plasmodium vivax]
SCO71795.1           -           1319 2168at5820           -            946   9.4e-21   72.0  33.1   4   4       1.8   3.9e+03   -6.1   5.6   696   781  1208  1300  1186  1315 0.50 AP-4 complex subunit epsilon, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2168at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2168at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2168at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:38:14 2026
# [ok]
