#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74298.1           -            326 9005at5820           -            283  4.8e-147  487.0  30.0   1   2   3.5e-05      0.02   12.4   0.2     1    19     1    19     1    25 0.92 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO74298.1           -            326 9005at5820           -            283  4.8e-147  487.0  30.0   2   2  5.3e-147    3e-144  477.8  24.8    13   282    36   320    29   321 0.95 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO71682.1           -            369 9005at5820           -            283   4.8e-53  178.5  71.4   1   5   1.2e-19   6.8e-17   59.9  10.3    21   100     8    89     2    91 0.88 MORN repeat-containing protein 1, putative [Plasmodium vivax]
SCO71682.1           -            369 9005at5820           -            283   4.8e-53  178.5  71.4   2   5   3.4e-14   1.9e-11   42.0  11.9    32    88    89   146    88   160 0.87 MORN repeat-containing protein 1, putative [Plasmodium vivax]
SCO71682.1           -            369 9005at5820           -            283   4.8e-53  178.5  71.4   3   5   1.5e-12   8.5e-10   36.6  15.1    26    98   156   230   149   232 0.90 MORN repeat-containing protein 1, putative [Plasmodium vivax]
SCO71682.1           -            369 9005at5820           -            283   4.8e-53  178.5  71.4   4   5     1e-10   5.9e-08   30.6   8.0    21    78   220   278   218   279 0.92 MORN repeat-containing protein 1, putative [Plasmodium vivax]
SCO71682.1           -            369 9005at5820           -            283   4.8e-53  178.5  71.4   5   5   1.4e-14   8.1e-12   43.3   7.6    36   110   259   336   258   342 0.91 MORN repeat-containing protein 1, putative [Plasmodium vivax]
SCO73241.1           -           1374 9005at5820           -            283   1.4e-15   55.6  30.0   1   2   1.2e-13   6.8e-11   40.2  22.2    43   201   827   995   814  1009 0.85 MORN repeat protein, putative [Plasmodium vivax]
SCO73241.1           -           1374 9005at5820           -            283   1.4e-15   55.6  30.0   2   2   1.9e-06    0.0011   16.6   0.9    42   100  1262  1320  1252  1344 0.79 MORN repeat protein, putative [Plasmodium vivax]
SCO71141.1           -            191 9005at5820           -            283   1.8e-11   42.1  18.3   1   2   1.7e-07   9.6e-05   20.1   1.3    36    74    36    74    24    75 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71141.1           -            191 9005at5820           -            283   1.8e-11   42.1  18.3   2   2   9.1e-12   5.2e-09   34.1   9.7    39   144    62   168    61   181 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72783.1           -           1002 9005at5820           -            283   2.2e-10   38.6  24.8   1   1     7e-12     4e-09   34.4  24.4    21   212   154   356   149   365 0.87 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO72249.1           -            381 9005at5820           -            283   5.2e-10   37.3   8.3   1   2   0.00086      0.49    7.9  16.3   135   181    44    93     4   109 0.58 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72249.1           -            381 9005at5820           -            283   5.2e-10   37.3   8.3   2   2   9.1e-13   5.2e-10   37.3   8.3    19   114   244   342   229   353 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74818.1           -            148 9005at5820           -            283   8.3e-07   26.8   8.0   1   1   3.5e-09     2e-06   25.6   7.6    36    97    12    73     6    80 0.88 MORN repeat protein, putative [Plasmodium vivax]
SCO72561.1           -           1330 9005at5820           -            283   1.8e-06   25.7   0.4   1   1   7.9e-09   4.5e-06   24.4   0.4    65   129    14    81     9   102 0.83 protein kinase, putative [Plasmodium vivax]
SCO72016.1           -           1177 9005at5820           -            283   8.1e-06   23.6   9.2   1   2   1.4e-08   8.1e-06   23.6   9.2   151   212    38   103    34   104 0.90 protein kinase, putative [Plasmodium vivax]
SCO72016.1           -           1177 9005at5820           -            283   8.1e-06   23.6   9.2   2   2     0.047        27    2.2   0.7   152   209   108   166   100   173 0.76 protein kinase, putative [Plasmodium vivax]
SCO73208.1           -           1366 9005at5820           -            283   0.00022   18.9   5.8   1   5     0.058        33    1.9   0.2   186   221    67   102    56   114 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73208.1           -           1366 9005at5820           -            283   0.00022   18.9   5.8   2   5     0.036        21    2.6   5.5    46   105   135   201   101   208 0.71 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73208.1           -           1366 9005at5820           -            283   0.00022   18.9   5.8   3   5     0.033        19    2.7   0.8   156   179   250   273   245   281 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73208.1           -           1366 9005at5820           -            283   0.00022   18.9   5.8   4   5   3.9e-07   0.00022   18.9   5.8    44    97   285   339   276   371 0.76 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73208.1           -           1366 9005at5820           -            283   0.00022   18.9   5.8   5   5       1.5   8.8e+02   -2.8   1.9    70   125   816   870   781   875 0.62 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71073.1           -           1029 9005at5820           -            283     0.003   15.2   8.6   1   2   0.00013     0.073   10.6   1.8    46    81    17    53     9    76 0.65 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO71073.1           -           1029 9005at5820           -            283     0.003   15.2   8.6   2   2    0.0012      0.67    7.4   0.8   176   201    94   119    72   138 0.77 tyrosine kinase-like protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9005at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9005at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9005at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:08:17 2026
# [ok]
