#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73728.1           -            713 4367at5820           -            599         0 1146.7  45.1   1   3  7.5e-228  9.4e-225  746.3   9.8     3   368     2   394     1   404 0.95 nucleolar GTP-binding protein 1, putative [Plasmodium vivax]
SCO73728.1           -            713 4367at5820           -            599         0 1146.7  45.1   2   3   9.6e-88   1.2e-84  283.6  14.0   360   521   438   605   432   609 0.97 nucleolar GTP-binding protein 1, putative [Plasmodium vivax]
SCO73728.1           -            713 4367at5820           -            599         0 1146.7  45.1   3   3     9e-41   1.1e-37  128.4   5.6   519   599   629   713   622   713 0.95 nucleolar GTP-binding protein 1, putative [Plasmodium vivax]
SCO71369.1           -            636 4367at5820           -            599   6.5e-18   63.2   0.2   1   2      0.14   1.8e+02   -1.0   2.4   500   539   293   331   282   336 0.81 GTP-binding protein, putative [Plasmodium vivax]
SCO71369.1           -            636 4367at5820           -            599   6.5e-18   63.2   0.2   2   2   5.2e-21   6.5e-18   63.2   0.2   159   301   443   593   418   604 0.86 GTP-binding protein, putative [Plasmodium vivax]
SCO73107.1           -            365 4367at5820           -            599   3.7e-09   34.3   0.3   1   2   1.2e-11   1.5e-08   32.2   0.0   171   293    65   185    58   208 0.78 ribosome-interacting GTPase 1, putative [Plasmodium vivax]
SCO73107.1           -            365 4367at5820           -            599   3.7e-09   34.3   0.3   2   2      0.13   1.6e+02   -0.9   0.3   254   300   214   258   177   263 0.63 ribosome-interacting GTPase 1, putative [Plasmodium vivax]
SCO73497.1           -            367 4367at5820           -            599   1.1e-08   32.7   0.6   1   1   1.7e-11   2.1e-08   31.8   0.1   170   293    63   186    58   217 0.78 GTP-binding protein, putative [Plasmodium vivax]
SCO74949.1           -            570 4367at5820           -            599   1.1e-07   29.3  10.4   1   3      0.97   1.2e+03   -3.8   0.3   519   540    48    69    42    74 0.75 GTP-binding protein, putative [Plasmodium vivax]
SCO74949.1           -            570 4367at5820           -            599   1.1e-07   29.3  10.4   2   3   1.1e-07   0.00014   19.2   0.0   174   211   228   265   217   288 0.89 GTP-binding protein, putative [Plasmodium vivax]
SCO74949.1           -            570 4367at5820           -            599   1.1e-07   29.3  10.4   3   3   1.5e-06    0.0019   15.4   2.5   215   332   338   460   324   499 0.74 GTP-binding protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4367at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4367at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4367at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:47:20 2026
# [ok]
